"nick","date","comment"
"Ran",2014-05-04,"nonspoiler discussion of the show goes here for those whove not read the books or those who have but are happy to not actually reference them at all in discussion taking each episode as it comes this topic should open automatically when the show begins airing"
"gandu baadshah",2014-05-04,"dis shud be gud"
"Breastplate stretcher",2014-05-04,"sister or motherawkwerrrrd"
"Muggle",2014-05-04,"when it comes to the book vs the show i understand there separate and two completely different things â â but i hate how there portraying cersieâ â â every thing she does this season is wrongâ she doesnt push the wedding of tommen and marg she tries the opposite she doesnt push jamie away because thigs changeâ its jamie who pushes her away more and more understanding he has been a puppet all his life to his sister and fatherâ â but other then that so far im enjoying the showâ i just dont know why there doing this to cersie"
"Alysanne Snow",2014-05-04,"when it comes to the book vs the show i understand there separate and two completely different things â â but i hate how there portraying cersieâ â â every thing she does this season is wrongâ she doesnt push the wedding of tommen and marg she tries the opposite she doesnt push jamie away because thigs changeâ its jamie who pushes her away more and more understanding he has been a puppet all his life to his sister and fatherâ â but other then that so far im enjoying the showâ i just dont know why there doing this to cersie â personally i much prefer show cersei and im pretty sure she was just sucking up to mace through marg and will be back to opposing the wedding as soon as it is convenient for her â i dont mind them giving her some shreds of actual competence as the book version bordered on a pretty offensive caricature at times â shes still a terrible human being but one with an actual shot in hell of getting what she wants"
"P. frontalis chiripepe",2014-05-04,"when it comes to the book vs the show i understand there separate and two completely different things â â but i hate how there portraying cersieâ â â every thing she does this season is wrongâ she doesnt push the wedding of tommen and marg she tries the opposite she doesnt push jamie away because thigs changeâ its jamie who pushes her away more and more understanding he has been a puppet all his life to his sister and fatherâ â but other then that so far im enjoying the showâ i just dont know why there doing this to cersie â i think her true motivations and desires regarding a margaery and tommen wedding are unclear she went along with what her father said about it but she may have some tricks up her sleeve yet"
"juanml82",2014-05-04,"when it comes to the book vs the show i understand there separate and two completely different things â â but i hate how there portraying cersieâ â â every thing she does this season is wrongâ she doesnt push the wedding of tommen and marg she tries the opposite she doesnt push jamie away because thigs changeâ its jamie who pushes her away more and more understanding he has been a puppet all his life to his sister and fatherâ â but other then that so far im enjoying the showâ i just dont know why there doing this to cersie that sets her up to fall from a higher ground"
"AryaSansa",2014-05-05,"no spoilers please â there were a few things that didnt make sense in this episodeâ why didnt locke kill bran right awayâ how did jon know that raster was deadâ if he was still alive he could fall into wildling hands and spoil the nights watchs secretsâ why did the women reject going with the nights watch and burn the keepâ where will they stay now since it seems they were quite sheltered from the real world â my predictions â i have a feeling that cersei is creating a trap for margaryâ remember when cersei told margary if she ever called her sister shell hangâ well cersei is scheming right now â i have a feeling jojen is evilâ hes working for the red god and his mission is to destroy the tree and the crow using his fireâ he will become full evil and stronger as he gets closer to brans destination where bran will have to kill jojen"
"Gneisenau",2014-05-05,"cersei wanting the marriage is just to make mace tyrell happy so he will be a better judge so to speak she tried the same on tywin and oberyn"
"Gneisenau",2014-05-05,"no spoilers please â there were a few things that didnt make sense in this episodeâ why didnt locke kill bran right awayâ how did jon know that raster was deadâ if he was still alive he could fall into wildling hands and spoil the nights watchs secretsâ why did the women reject going with the nights watch and burn the keepâ where will they stay now since it seems they were quite sheltered from the real world â my predictions â i have a feeling that cersei is creating a trap for margaryâ remember when cersei told margary if she ever called her sister shell hangâ well cersei is scheming right now â i have a feeling jojen is evilâ hes working for the red god and his mission is to destroy the tree and the crow using his fireâ he will become full evil and stronger as he gets closer to brans destination where bran will have to kill jojen bran is more valuable as a hostage anyway he is basically dead by most only ramsay and roose learned from theon that bran is alive"
"Rooseman",2014-05-05,"bran is more valuable as a hostage anywayâ â hostage for what all the starks are presumed dead or disappeared â roose bolton is warden of the north he cant claim winterfell with the risk of a stark heir showing up unannounced he needs bran dead and he cant be connected to it"
"RumHam",2014-05-05,"bran is more valuable as a hostage anyway he is basically dead by most only ramsay and roose learned from theon that bran is alive â i think its more likely he planed to escape the chaos at crasters with bran then interrogate him about rickons whereabouts before killing him and hanging on to his head â the deal with roose was that he gets a holdfast if he kills both surviving stark boys and he had no other leads on where rickon might be â edit the real question is how did he plan to get back across the wall edited by rumham 05 may 2014  1253 pm"
"AryaSansa",2014-05-05,"if locke would just kill all 4 he would have succeeded in his mission or at least half of his missionâ and was he planning on carrying bran back across the wall â also how did he know bran was there in the first placeâ by luring the nights watch away it seemed he implicitly knew they were jons brothersâ why would he not question jojen and see if he was rickon stark â also if bran was a hostage why didnt karl and his mutineer pals use them as hostages â did arya plan to kill the hound by piercing himâ even with armor a pointed blade is very good against armor if you thrust it hardâ perhaps the hound knew that she didnt have enough strength thats why he didnt budge â i think the best part was lysa going crazy  she seemed a bit cuckoo in the first season but this episode caught me off guardâ â how do you go from lemon cakes to being pregnant"
"boojam",2014-05-05,"i think the best part was lysa going crazy  she seemed a bit cuckoo in the first season but this episode caught me off guardâ â how do you go from lemon cakes to being pregnantanybody notice that sucking robin lino facioli looks pretty much the same as season 1"
"AryaSansa",2014-05-05,"i didnt like the tidbit that lysa poisoned her husband â it ruins the whole motive part where jon was trying to expose the lannisters incestâ now its all a coincidenceâ same with jons squires death â i didnt like how bran had to choose between the crow and jonâ i think jon wouldnt mind bran going on his quest and at the very least wouldnt stop himâ just show jon your warging abilities and you can convince anyone â i liked the dualwielding daggers fighting thoughâ also the dirty fightingâ would have liked seeing karl and bronn fight"
"Demonblade",2014-05-05,"if locke would just kill all 4 he would have succeeded in his mission or at least half of his missionâ and was he planning on carrying bran back across the wall â also how did he know bran was there in the first placeâ by luring the nights watch away it seemed he implicitly knew they were jons brothersâ why would he not question jojen and see if he was rickon starki assumed that the reason why locke was there was to have an excuse to find an opportunity to kill jon and chanced upon finding bran and a new opportunity i thought thats why he was there too see if bran and rickon were secretly with jon and kill him anyway if they werent"
"Demonblade",2014-05-05,"i didnt like the tidbit that lysa poisoned her husband â it ruins the whole motive part where jon was trying to expose the lannisters incestâ now its all a coincidenceâ same with jons squires deathwell if it turns out that cersei had littlefinger take out jon arryn and he found an opportunity to incite a little mayhem then it might make it less lame"
"juanml82",2014-05-05,"i didnt like the tidbit that lysa poisoned her husband â it ruins the whole motive part where jon was trying to expose the lannisters incestâ now its all a coincidenceâ same with jons squires death coincidence you say lysa didnt just poison her husband she sent a letter to catelyn blaming the lannisters and later on littlefinger put ned on the trail of the bastards and blamed tyrion for brans attempted murder join the dots â â i didnt like how bran had to choose between the crow and jonâ i think jon wouldnt mind bran going on his quest and at the very least wouldnt stop himâ just show jon your warging abilities and you can convince anyone â i liked it it makes for at least decent drama should bran choose love over duty duty over love the series is filled with that sort of choice yeah jon might agree to let him go if hes convinced that bran can help in the fight against the white walkers or he might not be convinced or convinced or not he might forcefully take him to castle black so he can travel north at a later time with actual useful bodyguards bran chose the safest and hardest option"
"AryaSansa",2014-05-05,"coincidence you say lysa didnt just poison her husband she sent a letter to catelyn blaming the lannisters and later on littlefinger put ned on the trail of the bastards and blamed tyrion for brans attempted murder join the dots â i liked it it makes for at least decent drama should bran choose love over duty duty over love the series is filled with that sort of choice yeah jon might agree to let him go if hes convinced that bran can help in the fight against the white walkers or he might not be convinced or convinced or not he might forcefully take him to castle black so he can travel north at a later time with actual useful bodyguards bran chose the safest and hardest option â well it must have been a coincidence then that jon aryn was investigating roberts bastards unless little finger was also in on that tooâ â i just dont like it when people act irrationallyâ i doubt jon could have even prevented bran from leavingâ all bran has to do is command or warg hodor to leave and no one can stop himâ if anything jon may have accompanied himâ theres so much they have to tell each otherâ i guess bran assumes jon knows all about theons treachery and other information because if he didnt assume the urge to tell jon all he knows would be to great for him to not want to meet jon"
"juanml82",2014-05-05,"â well it must have been a coincidence then that jon aryn was investigating roberts bastards unless little finger was also in on that tooâ it was not a coincidence it made the lannisters the best possible scapegoats"
"AryaSansa",2014-05-06,"it was not a coincidence it made the lannisters the best possible scapegoats â so you are saying that little finger saw jon aryn snooping around so then decided to tell lysa to poison him because it would provide the best possible cover to murder himâ he would have to correctly predict that someone would find out about the investigation of the incest otherwise the suspicion might fall on lysa â possible but then its an entirely different motiveâ but why wouldnt he wait after jon aryn found out and told king robert â i guess its technically possible but not very rational of him"
"AryaSansa",2014-05-06,"why didnt cersei talk with mace tyrell instead of margaeryâ if you want to butter up a judge you would go directly to the judge right"
"Theda Baratheon",2014-05-06,"hmm not if she wants to be a bit subtle i guess"
"juanml82",2014-05-06,"â so you are saying that little finger saw jon aryn snooping around so then decided to tell lysa to poison him because it would provide the best possible cover to murder himâ he would have to correctly predict that someone would find out about the investigation of the incest otherwise the suspicion might fall on lysa â possible but then its an entirely different motiveâ but why wouldnt he wait after jon aryn found out and told king robert â i guess its technically possible but not very rational of himbut he didnt predict that someone would find out about the investigation he actually guided ned in that direction albeit with some unexpected help from pycelle as for why not waiting until robert knew i guess if robert knew everyone would join against the lannisters in a short and predictable war which wouldnt give him the opportunity to rise through the ranks let alone destroy the starks"
"AryaSansa",2014-05-06,"but he didnt predict that someone would find out about the investigation he actually guided ned in that direction albeit with some unexpected help from pycelle as for why not waiting until robert knew i guess if robert knew everyone would join against the lannisters in a short and predictable war which wouldnt give him the opportunity to rise through the ranks let alone destroy the starks â yes but it was far from uncertain that the lannisters would have came out on topâ little finger had no way of knowing robert would die ned would die stannis would be defeated robb wouldnt have joined forces with stannis and so on â ill just write this one off as a plot hole and enjoy the series"
"Thrones123",2014-05-06,"i dont think weve been shown baelishs true motives yet other than he wants everything and to rise in power so i will wait and see as that becomes more clear â in the next episode or so i expect jon to gain much more power in the nights watch â thorne and slynt expected jon to die trying to kill the traitors now he is coming back having defeated them and gaining momentum â it will be hard for the rest of the nights watch to ignore his accomplishments â we havent seen the wildlings south of the wall in a couple of episodes seeing how quickly the boy got to castle black you would have to assume they are very close â i guess still waiting for mances troops to get in place north of the wall â didnt see stannis for a couple episodes either last time we saw davos he looked like a had an idea he was acting on â my guess is that it was to write to the iron bank asking for troops to go against the lannisters since they havent paid back their debt also tywin foreshadows this to cersei making it seem like a real possibility â danys storyline is eh at besthavent seen dragons in a long time especially if all they show is how she is about to take over a city the battle happens off screen then its just a bunch of slaves clapping for her â what does anyone think of benjen stark neds brother we havent seen him since season 1 when he disappeared north of the wall â if being a warg runs in the stark bloodline bran its possible he also has the capability maybe he is somehow tied to the three eyed raven â â"
