"nick","date","comment"
"Kat",2011-04-26,"this is just so you can get an idea of overall fan reaction on a weekly basis your own scale of course is subjective everyones a criticretroactive episode 101 poll here edited by bean bags 26 april 2011  0401 am"
"Loras",2011-04-26,"710 dropped marks for the dany scenes which i felt were poorly developed from episode 1 i thought there could have been greater focus on the lannister twins after the close of episode 1 i found the introduction of secondary characters a bit lame payne the hound doreah  other than that a nice episode it felt very much like the second hour of a 2 hour premiere now the story really starts smilegif classbbcemoticon alt "
"Holymoly",2011-04-26,"far better than the first episode although i suppose they had to rush through that one in order to arrive at the bran incident for the cliffhanger i still feel the flow of the story would be enhanced by scheduling it as 5 x 2 hour episodes rather than 10 x 1 hour shows but overall the adaptation has improved with the second program tyrion rapidly assuming the mantle of star of the show that he has in the books and cersei really well observed by lena headley"
"BlackStoneCA",2011-04-26,"i gave it a 9 out of 10 mainly as there was no real slow bits it kept my attention and the fact that i blinked at one point and nearly the full hour had passed that is good television if makes you go oh my god where did the time go"
"Greywolf2375",2011-04-26,"between 78 of 10 none of the changes break anything for me  just have me scratching my head wondering why jaimejon interaction the transition for dany works but is a little fast i happen to think the cat comment to jon should have been included positiveslots the action of the direwolves joffrey getting beaten the number of line for line scenes from the book the nonchalance of the hound with micahs body bran waking up when lady dies biggest gripe is that it wasnt a full hour"
"ingsve",2011-04-26,"these are astonishingly high ratings for being an internet poll theres usually somone who gives the 1 vote in protest or whatever but here theres not a single vote of 5 or lower"
"Kalbear",2011-04-26,"yeah its almost as if the poll is being hosted on a fansite for the series the show is based on crazy i gave it a 9 arya made the show for me and tyrion followed that up those are my two favs in the book and they really make it shine here"
"tuthmoses",2011-04-26,"gave 8 out of 10 for the first episode and 9 out of 10 for the second and was verging on giving 1010 thought it was excellent and much better than the first tyrion is really starting to come into his own i really like the actors playing jon and arya the girl playing sansa is better than i thought from the first episode very few negatives maybe a few more shots of ghost and greywind id have had ghost running alongside jons horse as he left winterfell  but eh thats only very minor the scene where the assasin fought with cat and summer came to the rescue was cool still not sure about theon though  edited by tuthmoses 26 april 2011  0434 pm"
"Nebiros",2011-04-26,"there seems to be a consensus here i also gave 8 for the first one and 9 for this one the first one got the environments the people and the little details right the second one did the same but it also had interesting stories to tell sure theyre mostly all from the book but i think this episode showed that the producers did the transition from book to the screen exceptionally well it almost seems as if asoiaf had always been intended as a tv script the deviations from the original text were all well done the multiple povs worked the storylines worked the chemistry between the actors worked  even the direwolf action worked and i was very sceptical of that so altogether a very polished episode that can stand proudly on its own although its certainly a transition episode with so much travelling in it i can only imagine how great this show will be when they get to the really meaty stuff if they dont screw up big time when it really matters i really cant see this show going wrong at this point"
"flyingwind66",2011-04-26,"yeah its almost as if the poll is being hosted on a fansite for the series the show is based on crazyi gave it a 9 arya made the show for me and tyrion followed that up those are my two favs in the book and they really make it shine here710 for me dany scenes were a bit weak should have mentioned the whole riding thing and how if shes on top then shes riding him anyways onwards totyrion arya and sansa  theyre my favorite tyrion showed a lot of his personality here maisie williams is superb also sansa really gave me that same vibe i got from her in the 1st book as an older sister myself i though that sansa was a real cunt for not standing up for her sister and for lyingthe 2nd half of the episode really did it for me except i dont think that huge search party was really neccessary to find 1 little girl  i mean it took them until after sundown to find her"
"RedWeddingCake",2011-04-26,"the 2nd half of the episode really did it for me except i dont think that huge search party was really neccessary to find 1 little girl  i mean it took them until after sundown to find herthey were trying to find aryadid you read the books smilegif classbbcemoticon alt "
"The Anti-Targ",2011-04-26,"i was mostly happy with the progression from ep1 but like others have said i thought the dany scenes didnt quite work they are doing a great job of making tyrion a sympathetic character and thus creating some of the complexity of each house having its good eggs and bad eggs marked it down one from ep1 so its 8 and 7 so far from me"
"Renasko",2011-04-26,"i like the dany chapters in the books but every damn scene of hers makes me cringe at the moment hell even before her scene comes on screen im internally thinking about the current scene elapsing and hoping one of hers doesnt follow makes me uncomfortable the sooner her plot advances the better i gave it an 810"
"Kaitscralt",2011-04-26,"i gave it an eight out of ten i am doing a reread and had literally just finished those chapters that day so the verbatim dialogue  while awesome  made it seem like i had just watched it"
"Fippy Darkpaw",2011-04-26,"to people rating this 4 or 5 and thus mediocre television care to fill us in on what you consider good television some of my favorite shows ever thus by definition i must give them 810 ratings are rome deadwood star trektos star trektng firefly nip tuck and torchwood got so far is easily on par with any of those edited by fippy darkpaw 26 april 2011  0920 pm"
"johnny",2011-04-26,"this was a step down from the first episode for me many of the scenes felt awkward as was the editing peter dinklage performance felt hammy the sex  rape scenes are getting to be a bit too much not that i find it offensive but theres only so many buttsex scenes i need to watch on a television show there are ways to imply these things without having to shove it in our faces constantly i agree with whoever said the dany scenes are a bit weak but then again they werent the most interesting in the book either the dothraki are disappointing i felt like the first episode was a great introduction to an epic movie this second one felt more like a tv show which it is apparently 710 edited by johnny 26 april 2011  1022 pm"
