"nick","date","comment"
"LugaJetboyGirl-irra",2012-04-03,"so you dont have to read through 27 pages anymore go"
"Ran",2012-04-04,"for those who are arguing the wolves  they are real wolves the show is using not cgi models they composite them into the scenes digitally this is why their proportions are like those of real wolvesproportion problems aside these wolves look a lot more realistic than tvgrade models would have looked im not complaining"
"teemo",2012-04-04,"i think the direwolves look awesome i cant ask for much more than that and the fact that they are totally going there with bran and his dreams is just great"
"Howdyphillip",2012-04-04,"happy entthey are royalty well fed and both are known as the most beautiful women in the realm they should be beautifulwhores are not not today and not then thatâ<U+0080><U+0099>s what iâ<U+0080><U+0099>m objecting to the argument for gratuitous sex scenes from verisimilitude because the sex scenes we get are the opposite of verisimilitude itâ<U+0080><U+0099>s as if some cast members talked with a heavily californian accent or used l33t sp33k the sex scenes are cut out of a 90s soft porn movie they scream â<U+0080><U+009C>this show is on meekly pseudoraunchy american cable tvâ<U+0080><U+009D> and pull me right out of the experiencethe character of ros is not just an average street walker she is a prostitute for lords and nobles that is the only people we have ever seen sleeping with her of course she is going to be better looking than the norm if she is landing that kind of clienteleso actually it functions very well from verisimilitudeto put it in a modern day equivalent she would be one of the 500000 escorts that eliot spencer paid for rather than a 20 street walker"
"seeyouintee",2012-04-04,"for those who are arguing the wolves  they are real wolves the show is using not cgi models they composite them into the scenes digitally this is why their proportions are like those of real wolvesproportion problems aside these wolves look a lot more realistic than tvgrade models would have looked im not complainingno pleasing some people im just glad were not dealing with season 1s dire puppies who all looked ready to harrass you for kibble rather than engage in direwolf badassery ive got zero complaints with season 2 dire wolves"
"Lord of Cheese",2012-04-04,"for those who are arguing the wolves  they are real wolves the show is using not cgi models they composite them into the scenes digitally this is why their proportions are like those of real wolvesproportion problems aside these wolves look a lot more realistic than tvgrade models would have looked im not complainingno pleasing some people im just glad were not dealing with season 1s dire puppies who all looked ready to harrass you for kibble rather than engage in direwolf badassery ive got zero complaints with season 2 dire wolvesi would have liked the direwolves to look more harshferocious than just a normal cg enlarged wolf perhaps with fur that clumps together making the fur look like triangular scales kind of like we see on the direwolf head and neck that is on the hbo clothing and on some ppls avatars etc i would have liked to see bigger teeth toocg tools are quite mature by now and there should be enough people skilled with them to at least do more than enlarge a normal wolf in a way that doesnt blow the budgetbut oh well its done now im not too upset by it though"
"Tywin's bastard",2012-04-04,"i would have liked the direwolves to look more harshferocious than just a normal cg enlarged wolf perhaps with fur that clumps together making the fur look like triangular scales kind of like we see on the direwolf head and neck that is on the hbo clothing and on some ppls avatars etc i would have liked to see bigger teeth toocg tools are quite mature by now and there should be enough people skilled with them to at least do more than enlarge a normal wolf in a way that doesnt blow the budgetbut oh well its done now im not too upset by it thoughi dont know what kind of budget the twilight movies have but probably quite a bit seeing how much money they have made the lotr movies also had a great budget to make effects from both those series of movies have provided furry cgi creatures that look worse than gray wind and ghost have looked in my view granted the show havent had them in much action yet which is a lot trickier but if got had made them purely cgi they would likely have looked significantly worse in the scenes that have been in the first two episodesas for the stark emblem thats not supposed to mean that dire wolf fur is clumped together heraldic symbols are always simplistic drawings and that was just the simplistic way to show flowing fur and get a clear end to the wolfs neckim personally very pleasantly surprised with the quality of what they did with the dire wolves i am of course able to immerse myself even if it had been cgi models of mediocre quality thats after all the job of the viewer to make an effort but the job became much easier than i thought im intrigued to see what tricks they will use when it comes down to more action oriented stuff edited by tywins bastard 04 april 2012  1002 am"
"PhoenixFlame",2012-04-04,"with todays technology its time restraints that kill a lot of cgi tv shows are on an even tighter timetable than films are to me its a way smarter move not to waste resources on pure cgi wolves that will only look crappy"
"LugaJetboyGirl-irra",2012-04-04,"my favorite cgi was the dragon holy crap he was so awesome and natural and realistic looking i loved that he was awkward and unbalanced i loved the way he jumped into danys hand he should be on cuteoverload"
"ghost the direwolf",2012-04-04,"i love the wolves so much i screamed of joy and jumped off my seat when i saw grey wind i daughter looked at my as if i was crazy ghost will be awsome and summer and shaggydog too cant wait to see them"
"ghost the direwolf",2012-04-04,"grey wind looked much better than the werewolves in twilight i hope we will see him in action tearing people ect edited by ghost the direwolf 04 april 2012  1132 am"
"Francois Clegane",2012-04-04,"grey wind looked much better than the werewolves in twilight i hope we will see him in action tearing people ectindeed im really looking forward to seeing grey wind in action"
"Chise",2012-04-04,"while you guys are all trading direwolves nitpicks can we talk for a second about craster just like shae is clearly written as a sand snake craster is now clearly manse no really look at him again  instead of late lord frey the remix we get this big healthy clean guy who speaks like hes in a radioplay thats manse  in my head at least when reading books through and through  at this rate theyll have to up it up a notch and manse will just be sherlock or the master"
