"nick","date","comment"
"Ran",2013-04-28,"whatd you think"
"Fredwin",2013-04-28,"we got a lot of the little things we wanted especially jaimes story about the mad king"
"Stallion That Mounts Texas",2013-04-28,"so many changes to the story but i gave it a solid 9 1 the fight bt the hound and berric was excellent 2 i love rose lesley 3 nice twist with lf giving loras a boy to get info could have done wo the sex but it is hbo 4 the scene with tywin tyrion and cersei is classic"
"scurvy",2013-04-28,"theyve made arya a little soft and maise had a little trouble with the material beric was awesome jaime and brienne was great i even liked selyse but wheres the stache and that patchface song at the end sung by shereen was erie"
"pntrlqst",2013-04-28,"first ten of the season didnt have a huge dracarys like moment but it flowed great and scenes just feel so much stronger when they are verbatim from the book the jonygritte scene was good although i feel it would have been much stronger if theyd spent more time on them in the first four episodes and to be honest i wasnt totally absorbed by the kingslayers acting nor the directing in the bath scene"
"towerofjoy",2013-04-28,"interesting changes but more nuances than substantive the cerseiloras thing cracked me up i can see loras running to be in the kingsguard now edited by towerofjoy 28 april 2013  0905 pm"
"Arrow",2013-04-28,"cersei got gobstopped at the end didnt she i feel sorry for her in a way shes trapped in a womans body but has a mans sense of independence thirst for power and need for selfdetermination"
"Trebla",2013-04-28,"i was going to give it a 7 but tywins takedown of his children pushed it to an 8 that scene was fantastic"
"Ran",2013-04-28,"and now his watch is ended had a really terrific finale and the old bears death but if you look at what came before closely it wasnt that far above an average episode it was elevated by the finish this episode is good through and through except for the character assassination of loras tyrell grr and in my opinion its the best episode of the season to date so ive given it a 9 edited by ran 28 april 2013  0906 pm"
"scurvy",2013-04-28,"also that duel bw beric and sandor was unreal made all other duels a joke so far"
"Warhawk137",2013-04-28,"my first 10 of the season too acting tour de force this one maybe the overall darkest episode yet at least in terms of tone pacing and occasional existential terror"
"alwayswinter",2013-04-28,"theyve made arya a little soft and maise had a little trouble with the material beric was awesome jaime and brienne was great i even liked selyse but wheres the stache and that patchface song at the end sung by shereen was eriei thought maisie was brilliant in the scene with beric  thorosand yeah shireen singing over the credits was very creepy loved it"
"Blind Beth the Cat Lady",2013-04-28,"so good just so so good i almost cried twice ive been drinking but still also props for having that whole bath scene almost no actual nudity gave it a lot of gravitas arya  co danny  grey worm and jonygritte blew it out of the water"
"TheHedgeWizard",2013-04-28,"best episode of the season in my opinion cogman delivers i loved everything except the the stannisselyse scene that was weird and extremely creepy i think it is obvious now that tv stannis is different from book stannis the jamiebrienne bath scene was great superb acting"
"Javi Marcos",2013-04-28,"i loved the davos and shireen scenes bathtub scene was memorable but im looking forward to watch it again i could get all the dialogue lords kiss and hound vs beric were great too and the cerseiloras marriage was very surprising to me i like that book readers like us still get surprises"
"axels15",2013-04-28,"i disagree about the arya scenes making her look weak i thought she was fantastic in this episode the scenes with jaime were simply outstanding and i really enjoyed the opening scene and the one with jon and ygritte solid episode"
"King Kev.",2013-04-28,"great episode since episode 3 the show has really hit its stride lots of great scenes in this one the hounds fight was excellent and pretty much everything to do with the brotherhood was awesome speaking of which maisie williams was fanfuckingtastic this episode all her scenes were great especially the one with thoros and beric around the fire jon and ygrittes scene was sexy as fuuuu then you had robb and co having some serious shit going down karstarks execution was a great scene filmed and acted now the bath scene fucking amazing ncw and gwendoline christie owned that scene especially ncw great closing scene as well solid 9"
"Darth Pipes",2013-04-28,"10 wowi think i liked this episode even more than last week seriously i have almost no complaints even robbs storyline was all kinds of awesome and comes off like it was in the book im glad they kept in the hang him last so he can watch the others line loved blackfish punching karstark too nice to see some of cats political iniative and try to talk robb into keeping karstark as a hostage jaimebrienne was fantastic and ncw was riveting relating the story good touch with brienne yelling out kingslayer we get to see a little of creepy roose bolton and creepier qyburn the battle between the hound and beric was fantastic i liked arya attempting to go after houndthats the pyscho arya we know and love liked sandors line about the god liking him more than the butchers boy loved the scene with gendry it might have been more background stuff but i liked the converstaion with jorah and barristan a lot wowi can see why stannis doesnt go near his wife the fetus thing really freaked me out shireen was great and that kids singing voice is terrific typical stannissay the absolute wrong thing to your daughter because youre too damn honest i liked the davosshireen stuff and her being the one to teach him how to read the only thing i didnt like was ser loras shacking up with another guy i have no problem with that kind of stuff at all my only problem is that its out of character for loras to want to be with anyone else other than renly thats how strong is love was for him enjoyed the olennatyrion scene but that final scene between him tywin and cersei was fantastic especially him bringing up his previous marriage edited by darth pipes 28 april 2013  0911 pm"
"scurvy",2013-04-28,"did anyone transcribe the lyrics to shireens patchface song any mention of fools blood kings blood blood on a maidens thigh"
"Stallion That Mounts Texas",2013-04-28,"and now his watch is ended had a really terrific finale and the old bears death but if you look at what came before closely it wasnt that far above an average episode it was elevated by the finish this episode is good through and through except for the character assassination of loras tyrell grr and in my opinion its the best episode of the season to date so ive given it a 9i agree loras would never betray renlys memory is such a way"
"Fez",2013-04-28,"8 i guess it had a lot of really good scenes but they felt rather disjointed moreso than usual two larger complaints would be that 1 i didnt think the jonygritte cave scene was earned having the scene was fine but the whole bit about staying there forever just felt wildly out of place since unlike the books there wasnt already a developed relationship id have cut those couple lines and kept the rest which was otherwise a fine scene 2 i thought the final few scenes starting with loras sparring were really rushed i almost got whiplash how fast things were jumping around but otherwise it was a really good episode i give particularly props to the jamie monologue in the bath"
"JonCon's Red Beard",2013-04-28,"loved the episode except for ygrittejon scenes 8 just because i didnt like how they handle their relationship"
"Tom son of Tom",2013-04-28,"theyve made arya a little soft and maise had a little trouble with the material beric was awesome jaime and brienne was great i even liked selyse but wheres the stache and that patchface song at the end sung by shereen was erietotally disagree the kid has nailed it so far great acting imo"
"Zman1863",2013-04-28,"another very strong episode the jaime scene in the bath was probably the best scene i liked how they framed the machinations that go into the plots regarding sansa i liked the stannis storyline i thought it was interesting to see him in a more human context wasnt thrilled about the weird babies in brine thing though i wasnt really thrilled with how the jonygritte thing was framed berics resurrection drew an eye roll from my non book reader sister although that was sort of my reaction when i read that development in the books too"
"sati",2013-04-28,"easily my favorite episode so far along with blackwater nikolaj coster waldau and maisie williams made me cry robbs scenes were awesome selyse and shireen were great and that ending with tyrion being so outraged he couldnt even laugh at cersei was perfect"
"Er Rn",2013-04-28,"910 best episode of this season so far"
"Yago",2013-04-28,"better than last weeks in my opinion"
"Blaer Dayle",2013-04-28,"sandorberic was great loved rory acting based on the fire aryas realisation that she will be alone without gendry was quite sad beric was charismatic as he should be olenna was great as usual the bathhouse was good but jaimes speech wasnt as powerful as i imagined it would be however his asking to be called jaime is great and an indication that his character is evolving into less of a villain glad to see they are showing that robb is slowly letting his army fall apart while holding hope that theyll support him regardless nice touch with the music during karstarks execution to parallell with theons greatest mistake when he beheaded cassel jon and ygritte was good but it had no buildup and felt tacked in for the sake of consistency with the books nice to see grey worm for the first time barristan and jorah was great i love when the characters discuss the past and their mistakes shireen was great i love the makeup selyse was okay as well so shireen will now take on the role of davos teacher then thats fine with me it was interesting to finally see a more human side of stannis i guess patchface has been cut thats too bad could have done without the sex scene with loras but littlefinger again being the master manipulator love it poor sansa just a pawn in everyone elses game the closing credits were nice and creepy but the gem of the episode was tywins scene with his kids tywin is the true leader of the realm and he knows it 910 for me pretty good but not flawless edited by blair dale 28 april 2013  0924 pm"
"Randyll Tarly",2013-04-28,"gave a ten since cerseis face when tywin addressed her on the same issue as tyrion was worth the 10 on its own beric vs hound duel was unique and made even the blackwater battle scene look like a rock scissors and paper game jon first encounter felt like he was a pro and the kingslayer confession to brienne was truly a very emotional one thus earning a ten imo"
"Aegnor",2013-04-28,"theyve made arya a little soft and maise had a little trouble with the material i disagree completely that line about bringing someone back whod had their head cut off was even more heartbreaking than in the books as was the line about gendry being her family"
"Ran",2013-04-28,"the line about bringing back someone from the dead was basically exactly as what was in the books its nice to see it rendered by actors but in this bryan was wisely just following georges roadmap"
"Jabronius Maximus",2013-04-28,"gave it a 9 good stuff like ran said it was more consistently good than last week but still didnt have the climactic events that last week had and when the hell will we hear a good ole har from tormund like seriously man come on dude looks mad af other than that i have no problem with where the show runners are taking this the changes really make sense"
"DarkAndFullOfTurnips",2013-04-28,"the line about bringing back someone from the dead was basically exactly as what was in the books its nice to see it rendered by actors but in this bryan was wisely just following georges roadmapyes that was a nice exchange although beric seems a bit less unhappy about it than he seemed in the books"
"teej6",2013-04-28,"and now his watch is ended had a really terrific finale and the old bears death but if you look at what came before closely it wasnt that far above an average episode it was elevated by the finish this episode is good through and through except for the character assassination of loras tyrell grr and in my opinion its the best episode of the season to date so ive given it a 9 yes this has been the best episode this season to date episode 4 was definitely elevated by the last dany scene in this episode all the scenes had a nice flow and continuity to it although i wasnt too impressed with nikolajs performance in the bath edited by teej6 28 april 2013  0953 pm"
"MyLittleDirewolf",2013-04-28,"that was fucking awesome my only quibble was loras bedding the squire so quickly he was still in love with renly other than that everything was great shireen is adorable beric and sandor fight was as awesome as it was in the books davosshireen almost made me cry that was a great episode love you bryan cogman"
"cybobbie",2013-04-28,"loved the episode great surprises in it specially jaime and brienne scene and his monologue about the mad king they are so brilliant in their roles that i cant get enough of them another surprise was the way that they handle the tyrell plot discovery a good way imo didnt expect the talk between ser barrister and jorah too but again found it good to show why he doesnt know that jorah was sending info on dany to robert one cute and touching surprise was shireen and davos scene as for the parts that i was expecting i mean from the preview i loved the hound and berics fight the best so far in the show i disagree with some posts here about arya i mean i think she was very good in this episode and her talk with gendry was really touching finally cersey and tyrions face in the end of the episode priceless tywin is really daddy from hell edited by cybobbie 28 april 2013  0926 pm"
"Aegnor",2013-04-28,"the line about bringing back someone from the dead was basically exactly as what was in the books its nice to see it rendered by actors but in this bryan was wisely just following georges roadmaptrue i just meant that maisie did a great job of bringing that moment outalso i dont know if its been mentioned above but i really loved the musical tieback between robb cutting off karstarks head and theon cutting off rodricks"
"The Scabbard Of the Morning",2013-04-28,"aryas scenes were great but they needed to be longer aryas story needs to be given some time to breathe i think her arc is the one most underserved this season"
"greywindsrage",2013-04-28,"first ten of the season didnt have a huge dracarys like moment but it flowed great and scenes just feel so much stronger when they are verbatim from the book the jonygritte scene was good although i feel it would have been much stronger if theyd spent more time on them in the first four episodes and to be honest i wasnt totally absorbed by the kingslayers acting nor the directing in the bath scenei agree although i liked ncw performance i didnt like how the scene ended"
"King Kev.",2013-04-28,"true i just meant that maisie did a great job of bringing that moment outalso i dont know if its been mentioned above but i really loved the musical tieback between robb cutting off karstarks head and theon cutting off rodricksyeah loved the parallels between the two execution scenes instantly thought of theon executing rodrik"
"Hound Dog",2013-04-28,"great episode loved all of it my only minor moment of disappointment was that the hound didnt sob like a little baby at the end of the fight and instead seemed amused at aryas angry rage that was one moment in the books where i felt terribly sorry for him something like pity and im sorry it wasnt conveyed in the show but that was in the beginning the rest of the episode was so well done that i forgot about that until now"
"Nezzer",2013-04-28,"stannis is so adorable when hes playing daddy i wish he were my father tonguepng classbbcemoticon altp  great episode with the best pacing since season 1 imho but it didnt have many climatic moments so i gave it an 8 pretty good for a midseason episode"
"WinterWarrior",2013-04-28,"i thought this was a great episode and gave it a 9 1 maise was wonderful as arya and we see the first romanticaffection struggle between gendry and aryawith her really not understanding her feelings and him having a better grip on the situation 2 selyse was creepy and those fetuses were disgusting but the whole thing effective i wonder why they are making stannis and his situation so bizarre stannis is very different in the hbo series 3 i loved shireen and her friendship with davos i wonder how davos is going to get in good standing with stannis again will the hob series have stannis coming to the aid of the north dont see how 4 bath scene was great i thought it was great when brienne stood up 5 last scene with tywin was amazing this episode followed story lines from the book better even though characters were changed loras instead of willis etc i will watch it again about 4 times this week as i seem to be doing each week"
"Ferrum Aeternum",2013-04-28,"superb episode not my favorite but i couldnt find any flaws so i gave it a 10  hound vs beric was absolutely epic best fight scene in the show thus far by a mile  crazy selyse scene was great loved seeing stannis express remorse for his infidelity with mel selyses deluded encouragement of it and stans incredulous reaction  general awkwardness around her very well done and the best stannis scene since he and davos on the ship in 208  shireens patchface song was a nice nod to bookreaders loved the scene with her and davos in the dungeon too  jaimebrienne was powerful and again wonderfully executed  speaking of executed the entire karstark subplot resolution was deftly handled although i thought it might have fit better as the end scene  tywintyrioncersei was just fucking brilliant this show is humming on all cylinders right now"
"Carey Snow",2013-04-28,"i agree loras would never betray renlys memory is such a wayi am sure that loras still had needs after renlys passing that does not mean he falls in love with everybody he has sex with"
"Carey Snow",2013-04-28,"loved this episode i gave it a 9 simply because i dont give 10s easily we got lots of the back story from jaime shireen and barristan so many great moments i wonder how the unsullied will feel about tyrions and sansas marriage"
"DarkAndFullOfTurnips",2013-04-28,"loved this episode i gave it a 9 simply because i dont give 10s easily we got lots of the back story from jaime shireen and barristan so many great moments i wonder how the unsullied will feel about tyrions and sansas marriageprobably the same as us oh thats so cruel but actually maybe its no so bad given the other alternatives lol"
"Stallion That Mounts Texas",2013-04-28,"i am sure that loras still had needs after renlys passing that does not mean he falls in love with everybody he has sex withfor loras there was no one but renly that was why he took the white"
"Lord Godric",2013-04-28,"i think i need to rewatch this one it had many great scenes particularly the jaimebrienne scene but i was distracted most of the time so i didnt think too much of it gave it an 8 but that may change"
"Carey Snow",2013-04-28,"probably the same as us oh thats so cruel but actually maybe its no so bad given the other alternatives lolplus tyrion is much more handsome on the show rather than in the books i think the uproar will be more about sansas age even though that was how things were done in the dark ages"
"Mark Antony",2013-04-28,"i gave it a 9 the bath scene jaimes is easily one of my favorite scenes of the series ncw was amazing agree with everyone who said maise has been great she made me tear up tonight shireendavos and beric vs the hound deserve a shout out also"
"Ser Graymax",2013-04-28,"strong 9 they really hit their stride with this one this is what they have been building up to nailed just about every fact and scene under the sea the queen of thorns handed t his hat he has finally found a match for his intellect and maybe appetites edited by ser graymax 28 april 2013  1027 pm"
"Er Rn",2013-04-28,"for loras there was no one but renly that was why he took the whitewhen the sun has set no candle can replace it  cryinggif classbbcemoticon altcrying "
"Jaimeisnotazombie",2013-04-28,"wish they had the song at the end online sadpng classbbcemoticon alt  9 out of 10 great episode ncw was fantastic"
"tito5601",2013-04-28,"its a 9 for me the scenes were great except for the selyse part that was weird"
"Florina Laufeyson",2013-04-28,"8 and half would have been a 9 but we didnt really need that dany scene at least not right now needs more jonanyway i did love it bath scene agh 33333333333333333333333 i loved it so freaking muchalso shireen should be queen of all everything shes too cute for words awwwww"
"The Storm King",2013-04-28,"rose leslie the hound and beric jaimes confession karstark betrayal tyrion and olenna littlefinger games tywin tyrion and cersei wow best episode ever 1010"
"Died a Hero",2013-04-28,"10 i knew this season would be amazing but i couldnt have guessed just how outside of davoss little visitor which to be honest was ok but my god they must hate stannis this episode was perfect by the time ep 9 rolls around everyone will be foaming at the mouth"
"Corvinus",2013-04-28,"ten despite the diminishing of lorass character and the dead babies that was a wtf moment pleasantly surprised at seeing yunkai on the map as well as grey worm the fight between the hound and beric was excellent but the highlight was jaimes story and how it ended my name is jaime edited by corvinus 28 april 2013  1111 pm"
"Pure Guava",2013-04-28,"it was a very solid 8 for me gave the book fans many of our favorite scenes cheers to the biggest bookfan on the set bryan cogman and while id love to get into everything i loved about this episode for instance the total dawwww moment i had when shireen is with davos but im too overwhelmed by the trailer for episode 6 seven hells does the next episode look intense i did a pretty severe macaulay culkin while watching it man this season is really starting to feel pretty damn good"
"The She Wolf",2013-04-28,"i gave it a 9 it was a very strong episode loved jonygritte robb  karstark grey worm tywin  kids shireen  davos all of the bwb scenes and of course jaime  brienne the reason i took off a point is because of the portrayal of ser loras i know some characters on tv can be very different from their book counterparts but i feel like the rewriting of his a little more homophobic than grrms version loras of the books was so faithful and truly in love with renly i personally think it would have been more tasteful to depict that kind of relationship rather than have a man that will sleep with anything with a p just because hes gay"
"scurvy",2013-04-28,"i disagree completely that line about bringing someone back whod had their head cut off was even more heartbreaking than in the books as was the line about gendry being her familylet me clarify it was the scene with gendry i was disappointed with the scene with beric and thoros was very good"
"Arya Stalka",2013-04-28,"another 10 from me why because i swear the scenes with ygrittejon and briennejaimie were just as i imagined them i loved the hounddondarrion showdown i thoroughly enjoyed this episode nicolaj did an awesome job loved him in the bath house we get to see a whole new side of jaime 3 eta ah yes grey worm enjoyed that too edited by arya stalka 28 april 2013  1124 pm"
"DarkAndFullOfTurnips",2013-04-28,"i gave it a 9 it was a very strong episode loved jonygritte robb  karstark grey worm tywin  kids shireen  davos all of the bwb scenes and of course jaime  briennethe reason i took off a point is because of the portrayal of ser loras i know some characters on tv can be very different from their book counterparts but i feel like the rewriting of his a little more homophobic than grrms version loras of the books was so faithful and truly in love with renly i personally think it would have been more tasteful to depict that kind of relationship rather than have a man that will sleep with anything with a p just because hes gayi wouldnt say showing a gay halfsex scene is homophobic at all thats like saying pod with whores scene is heterophobic its just a deviation of character"
"Caryn Stark",2013-04-28,"i give it a 9 i loved every minute of it up to loras and was clapping as they pulled so much information straight from the novels best episode of the season by far for me i saw the loras plot coming as soon as the squire walked up to him and hated it they could just as easily had a servant be the mole no need to destroy loras like that"
"lil_z",2013-04-28,"last episode may have had an epic final scene but this episode had very strong powerful scenes and lots of them hound and beric arya charging the hound with a dagger arya nearly brought to tears with gendry scene calling him family i nearly cried too arya and beric amazing scene it so seemed like a clash of the old gods and the red the wolf stares down the red warrior stunning thought it had strong themes baric do i frighten you child arya no loved it jaime and bre very powerful it dropped my jaw in the books and was no disappointment this episode very powerful flawless acting here ygritte and jon scene it bothered me that ygritte used her line you know nothing jon snow seemed forced in this scene robb and karstark scene seemed a little weak not sure what it was writing maybe loved the patchface scene with stannis and later davos dany meeting grey worm great scene sir jorah and sir berristan scene geez jorah was digging hard here which i wont get into book reader v tv series speculation still a strong scene 1010"
"Steve Stark",2013-04-28,"gave it an 8 although i considered giving it a 7 some truly great scenes and exceptional acting when i first saw nikolai on season one i didnt like him yet by this time he is one of my favorite actors on the show he does absolutely great in his role as a matter of fact all the male lead roles for lannisters are superb actors couldnt be happier with nikolai charles and peters performance some scenes were good but not worthy of a 9 or a 10 rating from me and the babies in tanksim not exactly a huge stannis fan nor am i a stannis hater but even i am wondering what the heck they are doing with his storyline sometimes i dont hate it but i find certain things about it odd to say the least but 8 is a good score it was solid entertainment"
"DarkAndFullOfTurnips",2013-04-28,"last episode may have had an epic final scene but this episode had very strong powerful scenes and lots of themhound and bericarya charging the hound with a daggerarya nearly brought to tears with gendry scene calling him family i nearly cried tooarya and beric amazing scene it so seemed like a clash of the old gods and the red the wolf stares down the red warrior stunning thought it had strong themesbaric do i frighten you childarya noloved itjaime and bre very powerful it dropped my jaw in the books and was no disappointment this episode very powerful flawless acting hereygritte and jon scene it bothered me that ygritte used her line you know nothing jon snow seemed forced in this scenerobb and karstark scene seemed a little weak not sure what it was writing maybeloved the patchface scene with stannis and later davosdany meeting grey worm great scenesir jorah and sir berristan scene geez jorah was digging hard here which i wont get into book reader v tv series speculation still a strong scene1010all of the karstark dialogue is basically lifted straight from the book so i wouldnt say it was writingalso ygrittes you know nothing line was also in the bookjust pointing it out thats doesnt mean they were perfect but thats where they came from"
"Words of Winter",2013-04-28,"fwiw i give it a 7 ep 1  8 ep 2  6 ep 3  9 ep 4  9 ep 5  7 ayra was too weak emotionally understandable but it didnt fit the ayra i conjure no patchface although i like the songs at the end not how i thought they would sound this may mess up any special meaning with pf if there are any to be had this was like chapters in a book they are regrouping and setting things in motion other than karstark nothing big happened you could tell both the backside nudity of ygritte and brienne were standins at least that is how it appeared to me the hair on ygrittes head is different and it appears they werent showing any body with the face for brienne i am not saying this is a bad thing i just was taken out of the moment because i noticed its inconsistency in the book robb knows he will loose the karstarks but he knows if he doesnt kill him he looses his honor and other northerners this is the first time i really hated talisa because it made robb look less the tactician than he is in the books cat and robb make the decision to woo the frays back not here its robb with little miss volantis who for hobbies likes cutting off limbs and following war camps around a little frustrated with this ep"
"Watcher_inthe_Woods",2013-04-28,"a 9 for me this weekhad to pull out the tissue for the jaimebrienne scene wonderful intensity there jon and ygrittes scene was done nicely too smilepng classbbcemoticon alt  butumthe poor dead babies in the strange green goo ewwwwwwww ackgif classbbcemoticon altack "
"The She Wolf",2013-04-28,"i wouldnt say showing a gay halfsex scene is homophobic at all thats like saying pod with whores scene is heterophobic its just a deviation of characterthat wasnt my point gay halfsex scenes between loras and renly were ok i just preferred the book version where the major gay character is shown as faithful to his partner even after his death they even recorded a scene for season two between loras and marge where he was grieving for renly but they cut that outyou cant really compare that with pod because he isnt the only heterosexual character in the series edited by the she wolf 28 april 2013  1134 pm"
"lovethyjaime",2013-04-28,"the music they used for rickard karstarks beheading was the same from theon beheading rodik cassel interesting i gave it a 9 i wish nikolaj delivered that final line better and would have hit his stump like in the book but great scene anyway"
"Florent Vixen",2013-04-28,"i gave it a 9 the best episode this season so far arya beric and thoras excellent arya and gendry touching tara fitzgerald is a very good actress and she and stephan dillane were great together the little girl playing shireen is wonderful and i thought the scene with her and stannis was very moving ive never doubted stannis loves his daughter also loved shireen and davos the robb stuff was good i was very happy to have the bath scene included i thought nic and gwen were great and it captured the scene from the book very well thought the loras scene was cheap tywin and his kids perfect"
"Serr Parker",2013-04-28,"gave it an 8 nothing wrong with it but missed something special good stuff again though looking forward to the next 1015 episodes"
"_Oberyn_",2013-04-28,"9 a first solid epiode this season it went a bit overboard with all the mens pasty arses though tonguepng classbbcemoticon altp "
"Justin Danford",2013-04-29,"i gave it a protest 10 whats a protest 10 its when you have a strong moral principle against judging anything a 10 but feel something was so good in contrast a message must be sent pace this episode had an enjoyable pace for once the scenes lasted a bit longer and had room to breathe oddly it made the whole episode feel longer and feel like a story instead of visual cliff notes  duel scene was fantastic i was a but worried after the briennejamie fight scene but this sequence was well directed and fun to watch  bath scene was a homerun nikolaj nailed it and the direction was gold this director should direct them all"
"Vegeta_Greyjoy",2013-04-29,"amazing ep you could really feel the kissfire theme like others i wish jaime was a little more clear with his delivery of the important lines though"
