"nick","date","comment"
"Ran",2012-04-08,"book spoiler discussion of the show goes here for those who want to discuss the episode in relation to the books and with reference to spoilers from them this topic should open automatically when the show is about to finish"
"legba11",2012-04-08,"wow the people who dont like changes heads just exploded"
"Katydid",2012-04-08,"so wait  joffrey ordered the killing of roberts bastards did i miss something"
"Baitac",2012-04-08,"yay pyke is now on the map"
"Lannes",2012-04-08,"wow the people who dont like changes heads just explodedyes indeedthis is going to be fun to watch"
"frametown",2012-04-08,"great episode i personally like changes only because i hate watching something where i know what happens in the end the last scene with jon is a perfect example of that great cliffhanger ending"
"dtones520",2012-04-08,"just to get it out there i think the killing of rakharo was due to the actors schedule not the producers wanting to kill off a character who lives through the books"
"EgoistMusketeer",2012-04-08,"so what exactly makes something a battle winkpng classbbcemoticon alt "
"RandomWanderer",2012-04-08,"some of the changes arent too major but jon playing winter woods detective and seeing others  eh i dunno lol also i liked sallador as well the actor seemed to be able to capture the essence of the character well enough edited by randomwanderer 08 april 2012  0959 pm"
"Mya Stone",2012-04-08,"i fing loved this episode loved bring it naysayers peter and lena were amazing on screen together i am going to continue to love their scenes as i think he brings her up about 100 notches loved davos loved sallador im intrigued that we actually saw stannis be seduced by melisandre sad about rahkaro he was my favorite blood rider hell he was the only blood rider i knew pyke was exactly as i pictured it i mean freaking perfect and poor theon yeah i said it you can feel how badly he just wants to be accepted by anyone sadpng classbbcemoticon alt  im sure im missing a ton but yeahthis episode really brought it for me oh yeah aryagendry was heartwarming and the guy who plays jaquen i love in the 30 seconds he was on screen edited by mya stone 08 april 2012  0958 pm"
"The Last Hero",2012-04-08,"i thought the episode was ok but im not a fan of the changes with cersei or the management of the whole scene with stannis and mel and i had heard the same story about rakharo"
"Mad Queen",2012-04-08,"so wait  joffrey ordered the killing of roberts bastardsdid i miss somethingbook joffrey would never do that it would be like joffrey admitting to himself that he isnt roberts son or is there any other reason to order the killing of roberts bastards"
"turdle",2012-04-08,"ghost looked fantastic wish they could have spent more time with ashayara before the reveal but time is precious i dont really like that mel and stan are fucking tmi once again i did like that we got to see a whitewalker"
"Spooky Scary Jurble",2012-04-08,"wow the people who dont like changes heads just explodedmy monitor is covered in skullissues i had with the episode1 asha letting theon finger her  wat2 ayra looks like a final fantasy character3 that added scene with jon and the sacrificed kid why was it necessary how convenient that one of crasters wives had a son while jon was around4 making melisandre banging stannis explicit is kinda lame but it was the same with renlyloras5 rakharo noooooooooooooooooooooooooooooo6 atheist davos and saan davos isnt a religious man but he still keeps the seven and saan keeps the lord of light making them irreligious is fine but atheism doesnt really fit the setting at all7 black saan still bothers me i would have no problem with black saan if they had changed his city of origin to one of the more cosmopolitan free cities he could be gosh darned pentoshi or volantene but they keep his city as lys a black lyseni preposterousthe episode was a b to me because balon is awesome as shit edited by justridingblueeels 08 april 2012  0958 pm"
"dtones520",2012-04-08,"some of the changes arent too major but jon playing winter woods detective and seeing others  eh i dunno lolits a way of reminding viewers of the others since they dont appear in the book and showing what craster does with his sons in a way that makes an impact on tv"
"Ser Coffee The Bold",2012-04-08,"so is everyone else still pretty sure jon isnt dead and is just knocked out"
"Winter's Knight",2012-04-08,"i should have seen raquros death coming classic mauve shirting in the previous episode this episode showed me two things 1 i cant remember any instance in the books where it is definitely confirmed that cersei ordered the killings 2 replacing slynt with bronn instead of swann is a brilliant way of highlighting tyrions hypocrisy"
"Bastard of Boston",2012-04-08,"wow after a lackluster premiere episode 2 made me its bitch maybe the one thing that really bothered me about the premiere was lack of aryaseeing arya gendry lommy and hot pie reminded me of how much i enjoyed their rag tag in clash i cant help but chuckle everytime arya calls someone a liar so quickly this group already seems like theyll have great chemistry going forward add yoren and jaqen into the mix and this is one story arc that ill look forward to every sundayim not a fan of samwell in the book but this show struck gold with who they got to play him hes hilarious without even saying anythinghis constant bewildered or beguiled facial expressions are fantastic and dolorous edd the reason i breathe is so that i can live long enough to hear his next line he reminds me of creed from the officeall he needs is one line to warrant his premiere standing in the universeseeing theons arc start was fantastic smile with your mouth closed so awesome i was apprehensive about who they chose as ashayara but i gotta say so far so good im hoping she can grow into the role even if its hard to see right now really glad they kept in the awkward incestual momentit was one of my favorite parts of the book and ive been waiting to see it on screen also everytime a new location is added to the opening sequence pyke an angel gets its wingsthe dragonstone bits im still trying to digest on the show are they gonna axe the fact that stannis is supposed to have a daughter it seems such a vital aspect of the booksdont know how i feel about this melisandre appears to be much more the tempress on the show i dont mind itits never put out there but mel got her stannis shadowbaby somehow might as well play up the fact that stannis gives in to her out of duty and desirei wonder if aegon the conquerer ever used his dragon table for thatsalladhor is gonna be a lot of fun always good to get confirmation that theres black people in westeros liked the scenes between davos and his songreat setup for the spiritual battle at the heart of the davos arcanother brief dany appearance this weekmirrors the book one thing that took me by surprise thoughrakharo is dead thats a pretty big wtf moment considering well hes not supposed to dielastly the kings landing crew lena continues to kick my ass with her cersei this woman deserves some type of major award nom in the future i like how theyre developing her with robert dead lena played her lowkey last year but now shes able to unleash the verbal battles between her and tyrion are greatone burn after the next tyrion wins points for the funnybut cersei always goes in for the low blowsi like the idea that joff is the one who ordered the bastards killed on the show it seems like something hed be more inclined to dobecause hes a dickpod appearance dolorous edd and pod are lowkey saving the universeone scene at a time bronn as the head of the city watch took me by surprisebut this change makes sense not mad at the show for doing it beats introducing a new character who would just take up spacelittlefingers scene with ros makes up for the blasphemy that happened last week its time to build him back up to the devious force he is and the exclamation point on his assholery was the cum wipe"
"Fez",2012-04-08,"was one of the weakest episodes in the series thus far imo not because of the changes i dont care about that really its just that it felt disjointed and dragged on too much in the middle also and i say this for the first time ever there was far too much sex i was fine with stannismel scene although correct me if im wrong this is a change from the books yes i thought it was never clear if stannis had an affair or was seduced while asleep but the theoncaptains daughter scene dragged on even worse than it did on the page and the brothel scene was completely unnecessary i would much rather have preferred either another arya scene or some checking in with a character not in the episode maybe show joffrey being randomly cruel and stupid there were some definite great scenes of course tyrionslynt tyrioncersei davossaan theonbalon and aryagendry were all really good but they were surrounded by a lot that left a lot to be desired"
"Envie",2012-04-08,"can someone please summarize the scene with littlefinger and crying ros  im totally lost i have a hearing loss and even with headphones on and the sound cranked i could not quite make out the entire convo since he whispered the entire thing ugh frustrating who was the guy she was supposed to service and didnt whats the story littlefinger tells her about i got the gist of it that shes really upset about the murder of the baby and lf is telling her about another woman and thats the parts i couldnt hear right  would like hearing someone elses take on it edited by envie 08 april 2012  1121 pm"
"Ramsay Gimp",2012-04-08,"yea littlefinger was actually scary in this episode again thats a feeling i never got from him in the books but its better than coming off stupid like he did last week"
"Winter's Knight",2012-04-08,"i adored jaqen hgarand salladorprops to the pirate for stating he wouldnt rape cersei"
"sharkhawk",2012-04-08,"i think ashayara was perfectly cast read some people on other sites saying she wasnt beautiful enough to me she was perfect hot but with a tomboy kind of imperfect look real athletic looking the ship captains daughter was perfect too meh looking but not chubby enough and dumb as a box of rocks the roz scene could go i defended the role but now dont see the point bronn as city watch commander makes sense no reason for another character there also could live without having to show the melstan sex scene but i guess that is to explain the shadow killing of renly in the next ep or two im also not a big complainer about deviating from the book but i wonder how they are going to write the next episode after craster knocks out jon i cant see the watch leaving after craster brained him"
"sharkhawk",2012-04-08,"oh loved the sam and jacqen casting too and biter look great"
"Ramsay Gimp",2012-04-08,"can someone please summarize the scene with littlefinger and crying ros  im totally lost i have a hearing loss and even with headphones on and the sound cranked i could not quite make out the entire convo since he whispered the entire thing ugh frustrating who was the guy she was supposed to service and didnt whats the story littlefinger tells her about i got the gist of it that shes really upset about the murder of the baby and lf is telling her about another woman and thats the parts i couldnt hear right  would like hearing someone elses take on itshes traumatized by the babykilling littlefingers acts like hes going to comfort her putting his arm around her and whispering and such but then he tells a story about a beautiful lyseni whore he once bought who acted similarly depressed and therefore couldnt get customers i hate bad investmentsthey haunt me he tells ros then he tells how he eventually sold this lyseni to some lord who wanted to transform her as a way of mitigating littlefingers losses it was all a notsoveiled threat to ros get your act together youere here to make money not cry and drive away customerswhat he meant by transform i dont even want to know sounded like some qyburn shit"
"HokieStone",2012-04-08,"i think this may be my least favorite episode of the entire series although it did have its high points as well  asha er yara  my first reaction is blah  she doesnt show the same fire that she shows in the books hopefully she grows on me  hated the littlefinger brothel scene hated it or at least the first part the voyeurism and the gag with wiping the whores face off and have her immediately kiss another man it again smacks of were on hbo well show this just because we can  stannis two episodes in and im not buying stannis yet personally i never suspected a stannismel tryst in the books but after seeing other comments i can look back and see that it was hinted at but the way it was done heremeh thats not stannis for me but its not just thati will have trouble fully explaining but he just doesnt fully act or talk like stannis to me for whatever reason what jumped out at me in this episode was when he called renly his little brother maybe its because to me little brother is most often used as a term of endearmentbut i just dont ever see stannis saying the words my little brother"
"Rockroi",2012-04-08,"so i am starting to have a significant issue with the disparate nature of the series its not that i cannot follow what‚<U+0080><U+0099>s going on its that i cannot really enjoy what‚<U+0080><U+0099>s going on before i can really enjoy tyrionstannisarya in their mortal danger we seem to jump to the next character‚<U+0080><U+0099>s mortal danger interspersed with this is the reality that much of what the characters are doing is still at the introduction level most notably the greyjoys and stannis with that as a backdrop here is what i likedarya i think arya‚<U+0080><U+0099>s storyline is picking up well and staying true and straight in other words we don‚<U+0080><U+0099>t have much redirection away from the important stuff in the books we get the meat on the bone and not any fat and we still feel satisfied of all the parts of the story hers is the most even tyrion basically the best part of the book clash of kings remains the best part overall of season two of got tyrion is smart so fucking smart he‚<U+0080><U+0099>s selfaware as opposed to say ned who had no idea just how blind he was and confident all the while he‚<U+0080><U+0099>s enjoyable funny and bright his dialog with varys is not hard to follow but not really ‚<U+0080><U+009C>dumbeddown‚<U+0080><U+009D> from the book he is feisty and full of life power does not appear to be the chore it was to ned and the fact that tyrion references ned was a nice touch balon greyjoy i am stunned that i didn‚<U+0080><U+0099>t want to puncture my ear drum with his scenes balon greyjoy is one of my least favorite characters in one of my least favorite storylines but here is sounded more even and reasonable than he had in the book nicely done ghost oh good you‚<U+0080><U+0099>re still herejon and sam their scenes hold up really well sam is a much more complete character in the series than in the books jon is also very good he has a harder edge to him than book jon who was trying so hard not to outwardly appear like he wanted anything in the series sam‚<U+0080><U+0099>s intelligence is not hampered by this need to show him as a coward he is a smart guy who‚<U+0080><U+0099>s intelligence has a good voice jon meanwhile is conflicted and brooding but it has a humanity not bad at all jury is still outstannis the priestess fucker again much like renly and the hound and ‚<U+0080><U+009C>shea‚<U+0080><U+0099>da‚<U+0080><U+0099>funnee‚<U+0080><U+0099>horr‚<U+0080><U+009D> series stannis is different than book stannis and that takes getting used to in the book stannis was all iron he has this confident and determined stride to him he was impersonal but starkly determined and grim this stannis seems a lot more flaky and chittering like he‚<U+0080><U+0099>s trying to act tough but his name sounds less like ‚<U+0080><U+009C>stannis‚<U+0080><U+009D> and more like ‚<U+0080><U+009C>melvin‚<U+0080><U+009D> this stannis lacks that ironwill that brooked no compromise and even less confusion series stannis seems unsure vacillating and almost timid and the fact that book stannis was adamant about adultery makes his sweeping fuck of mel on the painted table to be a little offputting then again if that woman showed me that body‚<U+0080>the artificial cliffhanger i can understand why we had to catch craster throwing his kids to the others but why the lame cliffhanger zomg i wonder what happenedthe absence of robbbranjoffcatrenlyjaimesansa we didn‚<U+0080><U+0099>t see hide nor tail of like half the cast this episode and i really think that is a good thing the show needs to get tighter at the same time those characters are doing and seeing a lot that needs explanation and perhaps some items that we did not see in the books but that leads me inexoriably to‚<U+0080>what i did not likea tear for roz just stop the experiment has failed roz isn‚<U+0080><U+0099>t working and in an episode where you could not find time for see above you found time for this ancillary character so we could see how upset she was and i‚<U+0080><U+0099>m not saying the woman playing her is not the secondcoming of merril streep or anything but in a scene where the character is crying it would help if the character was actually crying anyway peter gets to tell us a story about what a hardass he is we knew that already what did this scene tell us not sure all i know is that its leading me to this new game we should play you know that web meme ‚<U+0080><U+0093> evil bert where bert pops up in pictures of osama bin laden and the jfk assassination and at klan rallies well i am wondering what the show will do next with roz where will she appear next will she be an astapor slaver will she vote for lord commander of the night‚<U+0080><U+0099>s watch will she be in oldtown seriously where will this completely disposable character end up next overall it was a very fragmented episode wherein every scene felt like it should have gone on longer or had more in it and where nothing felt connected or integrated it was not bad but it was somewhat forgettable"
