"nick","date","comment"
"Ran",2013-04-14,"what do you think"
"Arrow",2013-04-14,"lolinspiring funny line watch your head"
"Tom son of Tom",2013-04-14,"910 i loved every bit particularly the riverun scenes"
"Greywolf2375",2013-04-14,"still great tv some of the portions cut out are for time and make complete sense some just dont follow with the charactershow brienne is talking to jaime stannis and melisandre and i still believe that with the cast of characters that were available and the depth they had any time i see roz on screen it is a waste have more to say but will have to later"
"Lord Godric",2013-04-14,"i gave episode 1 a 7 episode 2 an 8 and this one a 9 they are getting better and better a very strong episode"
"Wyman_Manderly",2013-04-14,"they dumbed down theons arc quite a bit it seems   i actually liked this episode much more than the last two however i wish they used the valuable 5 minutes of air time they wasted after the podrick fiasco in something more important"
"Tewks44",2013-04-14,"i generally only reserve 10s for truly exceptional episodes so i gave it a 9 but id give it a 95 if i could"
"Trebla",2013-04-14,"9 best episode since blackwater"
"Warhawk137",2013-04-14,"9 you can really tell that this is the episode where the seasons momentum got started i liked the first two episodes but really they were mostly comprised of setting up new characters reminding us where everybody stands and just some general dicking around now were getting somewhere edited by warhawk137 14 april 2013  0900 pm"
"Tewks44",2013-04-14,"they dumbed down theons arc quite a bit it seems  i actually liked this episode much more than the last two however i wish they used the valuable 5 minutes of air time they wasted after the podrick fiasco in something more importantkinda hard to say they dumbed down an arc that isnt in the books i think theons arc is quite plausible"
"Stallion That Mounts Texas",2013-04-14,"ill give it a solid 8 1 love watching the theon story unfold before our eyes poor theon 2 i think they made edmure too much of an idiot im loving the blackfish 3 martyn and willem the grandsons of tywins fathers brother i guess kevans story is done 4 loving dany more and more cant wait to see her take the city 5 poor jaime that was well done 6 the scene with the small council was strange 7 pod is the man he must give details best sequence of the episode"
"Ser Farbod",2013-04-14,"910 easily the best episode so far this season the rhaegar quote made me smile and the end was fantastic i loved the blackfish as well fantastic job"
"Died a Hero",2013-04-14,"holy hell this episode was perfect 10 from the somber tones of riverun to the lighthearted banter of pod and tyrion seeing the bastards hunt no not bastard never bastard danys talk and walk and a bear a bear but my god that ending my god if you rated this episode anything lower than a 7 delete your account turn off your computer and never watch the show again because nothing they do will ever please you good god that ending edited by died a hero 14 april 2013  0901 pm"
"Greyjoy67",2013-04-14,"best of the three so far  nicely paced didnt rush things and got the tone of certain scenes spot on eg cat  blackfish made me well up a bit nailed that scene from the book last scene with jaime was great theons chase brought a nice bit of excitement only thing i didnt like somewhat predictably was the whore scene with podrick the last bit is clearly relevant though but i cant remember why what storyline is that going into anyway 810 hmm fuck it ill say 9 i liked it a lot"
"TheWhiteRabbit",2013-04-14,"best episode of the season so far i gave it a 9"
"Fez",2013-04-14,"maybe its because i was drinking a bit read a lot that made me like this one so much more than the first two episodes but i dont think so this was wellpaced wellwritten not too jumpy but still covered most or possibly all of the ongoing plots and really funny i was almost dying at the start of the small council meeting 1010 also the song at the end that was amazing just the juxatipostion between jamies scream and how upbeat and happysounding it was i was literally literally rolling on the floor laughing"
