"nick","date","comment"
"Ran",2013-05-05,"whatd you think"
"WinterKing",2013-05-05,"the worst of the season"
"Stallion That Mounts Texas",2013-05-05,"i gave it a solid 8 tywin and olenna cersei and tyrion varys and lfwell done"
"Warhawk137",2013-05-05,"solid ill give it an 8 impressive ending sequence does a good job setting up the next few episodes and thats really what it is and has to be  a set up episode"
"Hound Dog",2013-05-05,"bleeeeccchh what a disappointment"
"King Kev.",2013-05-05,"im giving it a 9 ramsay was awesome"
"Mark Antony",2013-05-05,"710 roose and ramsay were both great i enjoyed the lfvarys scene and tormunds half a har made me happy other than that the episode was just okay imo thought episodes 4 and 5 were both significantly better"
"Lord Godric",2013-05-05,"it wasokay nothing spectacular i gave it a 7 which is the same as the premiere and tied for the lowest ive given all season"
"Ser Creighton",2013-05-05,"67 nothing special some odd changes"
"Ran",2013-05-05,"this one is very mediocre on a writing and characterization level i felt and its probably my least favorite of this season obviously you need to retool to start gearing up but meh"
"JonCon's Red Beard",2013-05-05,"first time i didnt enjoy an episode dunno tywin and qot saved it 65 7 cause im merciful"
"Dru",2013-05-05,"8 great setup for the next few episodes actually felt bad for ros didnt deserve to be turned over to that psychopath"
"Javi Marcos",2013-05-05,"worst chapter maybe of the full series the only good stuff was ramsey and lf vs varys and tormund being almost fun"
"jewahe",2013-05-05,"i like it but it was rather a letdown after the last few eps solid 8"
"Linda",2013-05-05,"well here this season starts going really downhill by the looks of it i am so over everyone in kings landing except sansa the shows annoying toughgirl ygritte sucks something fiercely i wont even mention the theon crap well i guess i just did but ugh such a stupid decision but hey at least we got rid of ros edited by linda 05 may 2013  0904 pm"
"Ser Creighton",2013-05-05,"this one is very mediocre on a writing and characterization level i felt and its probably my least favorite of this season obviously you need to retool to start gearing up but mehand your rating is what is a meh on the scale of 110"
"morky",2013-05-05,"the worst episode so far was episode 2 this is a close second that being said i am enjoying season 3 significantly more than any episode from season 2 except for blackwater there were some really good scenes in here the wall climbing sequence has awesome effects some weird stuff too"
"nothatso",2013-05-05,"really just dont understand why theyve handled the jon stuff they way they have looking like they cut out another major part of his storyline as they did with the qhorin stuff in season 2 dont know how they can raid castle black with 3 raiders"
"DarkAndFullOfTurnips",2013-05-05,"ill go with 7 i guess like everyone said not a lot going on kind of weird writing at times between aryagendrymel and the littlefinger sequence that shows sansa crying why did we skip tyrion telling her and shaes reaction to it"
"MMOWarrior",2013-05-05,"the calm before the storm well got style good setup episode with a couple surprises solid 8 im just glad there will be no more ros whining"
"Fez",2013-05-05,"a few good scenes but no excellent ones although if jamiebriennebolton had gone on longer it mightve been and a lot of dullness or misfires thought the climbing scenes were cheesy as hell and contained some not very good cgi giving it 6 eta that said i still dont mind any of the story changes i just want the changes and the fidelity to the book to be better written which this episode wasnt edited by fez 05 may 2013  0906 pm"
"TheHedgeWizard",2013-05-05,"gave it a 7 i really enjoy paul kaye as thoros of myr rip ros"
"Zman1863",2013-05-05,"it definitely did not stand out naturally they need to set up for some of the things that come later and thats fine but since so much was book deviation it felt a bit unsettling and im nervous about how those things turn out especially the melisandregendry thing"
"Funkagenda",2013-05-05,"pretty good the scene with littlefinger varys and ros was epic brilliantly with that voicever olenna  tywin was great as well amazing dialogues the climb of the wall was also pretty cool great atmoshpere parts with jaimeroose and robb and edmure were also pretty good bran s part was a bit less but meera was still pretty good 8510  810"
"Arrow",2013-05-05,"i gave it an 8 edmure looked so funny while he was trying to figure out why everyone was looking at him i like that actor i havent gotten this far with reading the books yet so im not quite sure whats really going on loved the bickering between osha and meera jons having to knock their heads together tywin and olenna wonderful scene experienced crusty old powermongers going at each other for control of the realm wow no mo ros we knew littlefinger was a scary beast but that was over the top he and joffrey between them came up with pure evil shudder arya really is a bamf she may turn out to be a worthy opponent for the red woman im worried for gendry jaime just cant keep his mouth shut can he stupid git i thought he was learning some humility guess its too much to hope for theon is doomed edited by arrow 06 may 2013  0208 am"
"Ser Creighton",2013-05-05,"first time i didnt enjoy an episode dunno tywin and qot saved it 65 7 cause im mercifulfelt the same way i gave it a 67 because of high production values and good actors i also new an episode like this was coming so i was not surprised i should give it a 10 because they got rid of ros but off camera to rob me of my glee oh no oh no oh no"
"DarkAndFullOfTurnips",2013-05-05,"well here this season starts going really downhill by the looks of it i am so over everyone in kings landing except sansa the shows annoying toughgirl ygritte sucks something fiercely i wont even mention the theon crap well i guess i just did but ugh such a stupid decisionbut hey at least we got rid of rosi think you need more than 1 bad episode after 2 great episodes to really feel like something will trend down edited by darkandfullofturnips 05 may 2013  0906 pm"
"Caryn Stark",2013-05-05,"710 hated that they told sansa i loved her surprise in the books the jonygritte was overdone jaime and brienne are always amazing what was up with mels prophecy i liked the qottywin exchange but not the outcome at least ros is gone really a 65 but i rounded up in mercy"
"dtones520",2013-05-05,"least favorite episode of the series for me still wasnt a horrible episode the theon and ramsay scene was really good i love their decision to show ramsay breaking theon qot and tywin was really entertaining as was cersei and tyrion the scene with orell cutting jon and ygritte lose was really stupid to me not that i liked the change but i thought the scene with melisandre thoros and beric was really entertaining"
"jarl the climber",2013-05-05,"well at least we wont be hearing anymore complaints about ros anymore the tyrion and cersei scene was ok the dinner scene with jaimie and bolton fell flat tywin and ollenna could have been a good scene the way he forced her to agree to the marriage seemed kind of lame aryas stuff was probaly the best stuff we got jons scenes were better than they have been gave it a 6"
"LyannaStargaryen",2013-05-05,"i gave it a 7 i did like the tywincerseityrion scene the tywinqueen of thorns scene and all of the scenes with the brotherhood ramsay was gruesomely fantastic the climb was solid but not as tense as i thought it would be the barristanjorah conversation seemed pointless to include this episode and was a bit odd in drawing out the differences from the books so will dany never learn of jorahs earlier betrayal littlefinger genuinely creeped me out this episode his interaction with varys and monologue about the climb to power were pretty riveting too much loras too little maragery melisandre making it to the brotherhoods camp from dragonstone seemed far fetched"
"Mr.Black",2013-05-05,"it was alright the only part i really didnt like was that they killed ros off like that would of liked to see it happen"
"franko99",2013-05-05,"610 worst of the season by farthe bwb giving one of their mens just like that wtf and mel recognising arya or so it seems and not giving a fuck about ittormund not saying anyting about orell cutting jon and yggritesand ros i never thought i will care so much about her death but really wtf if they want to kill her why not use her as dontos replacement joffrey killing her just because hes a psycho wasstupidboltonjaimebrienne was an excellent scene in the books but in this episode wasmehi gave it a solid 8tywin and olenna cersei and tyrion varys and lfwell donethe rest of the episode but specially those part were really well done and ramsaytheon of course flaying yeah ok that sounds wrong edited by franko99 05 may 2013  0911 pm"
"Flayed Starkman",2013-05-05,"theres no way this episode was worse than 301 and 302 there were some changes from the books sure but as a cntained entity it worked pretty well too much theon though"
"Er Rn",2013-05-05,"gave it a 5 felt it was pretty dull"
