"nick","date","comment"
"Ran",2012-04-29,"book spoiler discussion of the show goes here for those who want to discuss the episode in relation to the books and with reference to spoilers from them this topic should open automatically around the start of airing edited by ran 29 april 2012  0559 pm"
"Ser Hippie",2012-05-06,"opening with the fall of winterfell caught me by surprise i did like alfie allens petulant i took it as if he has to prove it even to bran"
"Baitac",2012-05-06,"theon did you hate us the whole time why theon why sadpng classbbcemoticon alt  sadpng classbbcemoticon alt  sadpng classbbcemoticon alt "
"Baitac",2012-05-06,"rickon"
"Sir Cadogan",2012-05-06,"opening with the fall of winterfell caught me by surprise i did like alfie allens petulant i took it as if he has to prove it even to branyes hahaha i thought the same about the i took it"
"Mya Stone",2012-05-06,"that beheading was brutal to watch sadpng classbbcemoticon alt "
"Lady Olenna",2012-05-06,"wow was not expecting that"
"lostinwesteros",2012-05-06,"theon did you hate us the whole timewhy theon why sadpng classbbcemoticon alt  sadpng classbbcemoticon alt  sadpng classbbcemoticon alt and what a butcher how many times did it take theon to behead ser roderick"
"Lady IronHeart",2012-05-06,"thwap and now ive struck a king tyrion you are truly a badass bowdowngif classbbcemoticon altbowdown "
"lostinwesteros",2012-05-06,"you re all right now little bird youre all right  san san"
"Joshua Stevens",2012-05-06,"and what a butcher how many times did it take theon to behead ser roderickbelieve this was just like the book thought it was awesome seeing him get pissed off"
"Triskan",2012-05-06,"the freaking hound"
"Ser Hippie",2012-05-06,"believe this was just like the book thought it was awesome seeing him get pissed offser rodrik is killed by ramsay snowbolton in the book so this was a change how much of one to the general story in the north we shall see it was pretty fitting for him to take more than one stroke though although ser rodrik probably wishes otherwise p edited by ser hippie 06 may 2012  0839 pm"
"Mya Stone",2012-05-06,"the freaking houndthat was epicly badass"
"Ser Hippie",2012-05-06,"so we got aryas second name i have to admit i wouldnt mind a clip show of jaqen killing people in randomhillarious ways"
"The Smiling Eye",2012-05-06,"oh god theon"
"Joshua Stevens",2012-05-06,"ser rodrik is killed by ramsay snowbolton in the book so this was a change how much of one to the general story in the north we shall see it was pretty fitting for him to take more than one stroke though although ser rodrik probably wishes otherwise pi was speaking about the way he was killed i thought there was someone theon he had tried to behead and he had trouble and got pissed yes i do remember ramsay killing ser rodrik did not expect to see him die so quickly however i understand they have to speed things up and keep it fairly simple for some people i have had to look at this show seperately from the books and just enjoy it although there have been changes but having read the books first does give you a better understanding of what is going on"
"Joshua Stevens",2012-05-06,"ygritte is a firecracker i am loving her already"
"Lady IronHeart",2012-05-06,"yessss ramsay hes in"
"Ser Hippie",2012-05-06,"yessss ramsay hes inand hell be pleased to reclaim winterfell devilgif classbbcemoticon altdevil i was speaking about the way he was killededit misread ithe executes farlen in the bookshe could not let the killings go unpunished farlen was as likely a suspect as any so theon sat in judgment called him guilty and condemned him to death even that went sour as he knelt to the block the kennelmaster said â<U+0080><U+009C>mâ<U+0080><U+0099>lord eddard always did his own killingsâ<U+0080><U+009D> theon had to take the axe himself or look a weakling his hands were sweating so the shaft twisted in his grip as he swung and the first blow landed between farlenâ<U+0080><U+0099>s shoulders it took three more cuts to hack through all that bone and muscle and sever the head from the bodyalso editing posts is a pita edited by ser hippie 06 may 2012  0907 pm"
"Triskan",2012-05-06,"sophomoric comment of the day jeyne is so freaking hot i would let her amputate my foot for a date eta my bastard at the dreadfort fuck yes edited by triskele 06 may 2012  0854 pm"
"IronSuitor",2012-05-06,"yessss ramsay hes inhardcore im not currently watching but im anticipating really enjoying this episode"
"Joshua Stevens",2012-05-06,"is it just me or are they trying to make you feel sorry for theon on the show in the books he came off as a prick but in the show it is like he is the victim maybe it is just me any thoughts"
"Greyjoy67",2012-05-06,"is it just me or are they trying to make you feel sorry for theon on the show in the books he came off as a prick but in the show it is like he is the victim maybe it is just me any thoughtsyeah hes more sympathetic in the show which makes it more tragic what he does i think its an improvement"
"lostinwesteros",2012-05-06,"who took the dragons and how was this episode over so quickly best one yet i think  joshua stephens and greyjoy07 edited by house of white and white 06 may 2012  0907 pm"
"Ser Joe of House Targaryen",2012-05-06,"tha fuck what kind of craziness is this ending im betting it was those foul warlocks who took the dragons cant wait til drogon burns them down"
"Horus Ex Machina",2012-05-06,"wait is irri dead now"
"Horus Ex Machina",2012-05-06,"wait is irri dead now"
"FaelaeshioDream",2012-05-06,"best episode ever was wondering how they were going to avoid making dany meh  interesting choice to kidnap the baby dragons"
"The Red Lamb Chop",2012-05-06,"jaqen uses poison darts"
"Horus Ex Machina",2012-05-06,"wait is irri dead now"
"Lady Olenna",2012-05-06,"im lost stolen dragons"
"J_Crews",2012-05-06,"naked tonks ftw"
"Lord Godric",2012-05-06,"i enjoyed this episode a lot the winterfell scenes were great also very happy to hear that ramsey hasnt entirely been cut im just waiting on the fan rage for the changes particularly danys dragons being stolen i cant wait to read the bitching for a whole week"
"Dracarya",2012-05-06,"such a strong episode i held my breath while roose was talking  finally a mention of ramsay this makes me happier than i would have imagined laughpng classbbcemoticon altlaugh "
"Terilien",2012-05-06,"sandor to sansa come with me if you want to live terminator music so cool"
"Horus Ex Machina",2012-05-06,"damn server errors i didnt mean to post that three times thats a bit of a change there whos going to say it is known now"
"Lord Godric",2012-05-06,"duplicate server problems sorry edited by lord godric 06 may 2012  0912 pm"
"akajea",2012-05-06,"wow so fucking intense best episode yet i knew the second half of the season would be insane same as season 1"
"Horus Ex Machina",2012-05-06,"naked tonks ftwi knew natalia tena had a nice body"
"Horus Ex Machina",2012-05-06,"i enjoyed this episode a lot the winterfell scenes were great also very happy to hear that ramsey hasnt entirely been cutim just waiting on the fan rage for the changes particularly danys dragons being stolen i cant wait to read the bitching for a whole weeki have no problem with the stolen eggs im just bitching about irri dying"
"towerofjoy",2012-05-06,"i wonder if the person who betrayed dani is doreah whoever it was it am guessing the warlocks have them and thats the reason she goes to the house of the undying big departure but makes sense always wondered that no one tried this in the book"
"congokong",2012-05-06,"glad to hear ramsay will be in it but as a purist this season has been painful the show only uses the books as a guideline now dont say its because of budget last season stayed very close to the books and a lot of plotsscenes have been added most of the dialogue in the show now never happened in the books"
"J_Crews",2012-05-06,"are you thinking of rickard karstark rodrik gets half his arm cut off by ramsay when he shows up with the dreadfort garrison and is killed as the boltons begin attacking the rest of the starkloyal men the botched beheading happened in the books too i think just not with ser rodrik obviously also it wasnt shown iirc i seem to remember theon inwardly raging about beheading somebody and it taking more than one stroke and making him look bad"
"Cheese Pudding",2012-05-06,"this is so wrong were not going to see danys visions only drakaris and boom no more pyat pree disgusting im not angry because of the theft just because of what it origined i wanted to see rhaegar the blue winter roses and the red wedding i dont want to hbo to kill every handmaid at least ramsey is in good i want to see him dead in the books and in the series and theres hope for jojen and meera thats very very good and the kings landing scenes were great"
"Ser Hippie",2012-05-06,"the botched beheading happened in the books too i think just not with ser rodrik obviously also it wasnt shown iirc i seem to remember theon inwardly raging about beheading somebody and it taking more than one stroke and making him look badyeah it was farlen after the hunt for the boys i edited that post but with the server the way it is it took an hour or so to go through"
"Grumpy Midget",2012-05-06,"boooooo how dare they cut joffereyslapfest 20 to just one slap come on he got at least three in season 1"
"Lord Godric",2012-05-06,"who took the dragons had to be the warlocks i imagine that large tower is the house of the undying"
"FaelaeshioDream",2012-05-06,"it is now a given that there are going to be big deviations from the books i judge on whether they make the series better worse or just different tonight it was all better for me shaesanza kidnapped dragons both improved the show with all the serious action and excitement in the 7 kingdoms dany needed a thrill excitement boost to her storyline otherwise it can drag in this book"
"Lord Godric",2012-05-06,"do we know for certain that irri is dead if so theyre really reducing her khalasar to a handful of people also the reason i was so happy to hear that rooses bastard hasnt been cut even though he was never cast is because it gives us hope that the reeds will turn up next season too i imagine this season must somehow end with bran and rickon emerging from the crypts and well just see a helmeted ramsey take back winterfell"
"House Snow",2012-05-06,"this is so wrong were not going to see danys visions only drakaris and boom no more pyat pree disgusting im not angry because of the theft just because of what it origined i wanted to see rhaegar the blue winter roses and the red wedding i dont want to hbo to kill every handmaidat least ramsey is in good i want to see him dead in the books and in the series and theres hope for jojen and meera thats very very good and the kings landing scenes were greatim pretty sure that whoever stole the dragons is going to the house of the undying so she will probably pick them up there"
"slowpoke",2012-05-06,"glad to hear ramsay will be in it but as a purist this season has been painful the show only uses the books as a guideline now dont say its because of budget last season stayed very close to the books and a lot of plotsscenes have been added most of the dialogue in the show now never happened in the booksi definitely agree with this i cant say i dislike this season because it has been amazing at times but i feel that they are just diverging from the books way too far this season compared to last season i hope they pull it back a little closer as we get further in the season but i really doubt it will"
"MSUMC25",2012-05-06,"stolen dragons those damn warlocks great twist away from the books i also love the arya and tywin interactions their personalities mesh and this is an improvement from the books in my opinion im also interested to see if ramsey burns winterfledt as soon as he takes it over or robbs marrying that foreign girls springs it its also interesting they arent setting up tywin using the westerling daughter to drive a wedge between the north and the frey"
"MSUMC25",2012-05-06,"stolen dragons those damn warlocks great twist away from the books i also love the arya and tywin interactions their personalities mesh and this is an improvement from the books in my opinion im also interested to see if ramsey burns winterfledt as soon as he takes it over or robbs marrying that foreign girls springs it its also interesting they arent setting up tywin using the westerling daughter to drive a wedge between the north and the freys"
"axels15",2012-05-06,"this was by far my favorite episode of the season i give it 910 but only because i dont think anything can be truly perfect the good ygritte  i could not stop saying throughout the episode how much i liked her what a great casting im absolutely stunned i found it a little strange for jon to be separated from the other nights watch brothers but im sure itll work itself out in the end as long as they dont change the real reason for jon killing the halfhand following orders then i am completely fine with it  aryatywinlittlefinger i love those scenes i really do and even though i know littlefinger never recognizes arya because it never happened in the books and would have been very difficult to explain it was still nervewracking it was done extremely well i say it could never happen but considering dany lost the dragons i suppose anything can happen  robbtalissa  so were setting her up to be a spy then and actually probably is jeyne westerling im fine with that it makes sense to me i enjoy it theon  wow was that opening scene great or what just the facial expressions from theon when deciding about roderik i couldnt help myself from feeling some strong sorrow and even maybe sympathy  the riot scene and before  more or less straight out of the books correct the anger from tyrion the stupidity of joffrey the saviorness of the hound and the fear from sansa were all portrayed wonderfully when the septon got torn apart wow speaking of which theon cutting off rodericks head was awesomely gory and a good juxtaposition to the man ned executes at the beginning of season one  danys first scene  names escape me but where she is requesting the ships  that man is wonderfully deviant and quite funny and a little fierce too when he wants to be i think it was one of her best scenes in the show as well the im not sure yet pretty much just the dragons at the end i dont have a problem with it and it makes it interesting it certainly adds more to the house of the undying yes the bad none the interesting"
"towerofjoy",2012-05-06,"i think all the backandforth editing took away from the impact quite a bit but did like the focus on all the starks 1 sansa beaten almost raped and rescued by sandor 2 arya spotted by baelish lorch and rescued by jaqen 3 bran and rickon held captive by theon and rescued by osha 4 robb beguiled by talisa and rescued from temptation for now by his mom 5 jon beguiled by ygritte and rescued from temptation again for now by the cold"
"lostinwesteros",2012-05-06,"about the dragons  i loved seeing two of their tails twitching as they were carried up the steps and like someone else just said i cant wait to see drogon burn the bad guys to a crispi wonder if the person who betrayed dani is doreah whoever it was it am guessing the warlocks have them and thats the reason she goes to the house of the undying big departure but makes sense always wondered that no one tried this in the bookyes this was a big big shock cant believe irri is dead  great idea about it being doreah i never thought of that but it was absolutely set up in the last episodejust like most have said big big changes from the books i think i can operate in both realities though this show was great"
"morillo",2012-05-06,"disappointed not seeing jojen and meera reed"
"House Snow",2012-05-06,"to me the big wuestion is dagmerramsey how else does bolton know everything that is going on in winterfell luwin sent his message before rodrik was killed"
"Independent George",2012-05-06,"i let out a woot when roose mentioned his bastard son the riot scene was intense dismembering the high septon was a bit much though i think the disembowelment and nearrape of a young girl was quite enough thank you very much one change i didnt like was killing ser amory with the poison dart it was a welldone scene on its own but the great thing about weeses death was that you were left scratching your head at how he got the dog to go nuts and kill his own master"
"dtones520",2012-05-06,"this is so wrong were not going to see danys visions only drakaris and boom no more pyat pree disgusting im not angry because of the theft just because of what it origined i wanted to see rhaegar the blue winter roses and the red wedding i dont want to hbo to kill every handmaidat least ramsey is in good i want to see him dead in the books and in the series and theres hope for jojen and meera thats very very good and the kings landing scenes were greatim pretty sure that there was nothing that indicated no visions all the scene was meant to do was to get dany to the hotu in an exciting way once she gets there pyat pree can tell her that if she wants her dragons she can do what he says then she drinks shade of the evening has visions and gets the dragons backthen dracarys dead warlocksalso killing handmaidsnot paying those actors next season which means money to pay other actors no need to waste budget dollars on irri who plays no role in the book other than waiting on dany when you can use that on edmure or jojen or meera or ramsay"
