"nick","date","comment"
"Ran",2012-04-22,"book spoiler discussion of the show goes here for those who want to discuss the episode in relation to the books and with reference to spoilers from them this topic should open automatically around the start of airing"
"Baitac",2012-04-22,"harenhall qarth this map is awesome edited by baitac 22 april 2012  0844 pm"
"dark  sister",2012-04-22,"i knew it i knew the scene with joff and the whores would be sadistic this king is turning out to be exactly like ted bundy"
"Tempra",2012-04-22,"the new mountain is a white manute bol lame"
"Ser Hippie",2012-04-22,"joffrey scene seems pointless to me isnt everyone clear on what an ass he is at this point"
"Baitac",2012-04-22,"setting up the tyrion and sansa relationship i see harenhall is as horrible as i envisioned"
"samgurl775",2012-04-22,"joffrey scene seems pointless to me isnt everyone clear on what an ass he is at this pointagreed similar to the petyrros crying scene we already know how crazy joff is he just ordered his knights to beat his future wife we dont need scenes like that"
"Ser Hippie",2012-04-22,"oh shit the shadowbaby"
"Lady IronHeart",2012-04-22,"shadow babyyyyy holy crap"
"Baitac",2012-04-22,"okey dokey dementors among us"
"dark  sister",2012-04-22,"joffrey scene seems pointless to me isnt everyone clear on what an ass he is at this pointi dont think its pointless they didnt really care out the sansa beating scene the way they did in the book so its natural that he wanted to take his anger out on someone else fully the way he did with sansa also it shows how his cruelty is escalating how hes going from snotty to mean to cruel to mutilator and to murderer like i said before a real ted bundy type people who have read about him might esp agree with mei dont like the way the shadow baby made that horrible screech it was supposed to be stannis in shadow form yknow why would it screech and it was soooo hard to see it i also think that she should have talked about how they needed to row her there because of the magic locked into the stones of storms end that wouldve been a good explanation i like that they kept the rotten onion part but if i had to cut one line it would be the latter bc the former explains why davos had to smuggle her beneath the walls"
"towerofjoy",2012-04-22,"interesting wonder if arya will not interact with roose after all seems like she will be tywins cupbearer instead"
"dark  sister",2012-04-22,"this is my favorite episode so far mostly because im really into the idea of sticking to the book i thought that it was okay that they compressed nans cupbearing for roose into cupbearing for tywin altho itll be interesting to see how she handles her angerbutterfly effect majorly i also thought it was cute when tywin called her clever for dressing and cutting her hair like a boy"
"Lany Cassandra",2012-04-22,"awesome loved it quote from the husband jeoffry should die a slow and horrible death lolgif classbbcemoticon altlol  love the grossness of the shadowbaby"
"Doza",2012-04-22,"looks like they are cutting out weese"
"Trebla",2012-04-22,"some great lines  no cure for being a cunt ah bronn and of course tyrion smelling lavender on lancel and remarking he is an annointed knight lol i can appreciate the changes of roose and tywin it keeps it a lot simpler my dad and cousin are newbies and have enough trouble figuring out who is who and where edited by trebla 22 april 2012  0907 pm"
"Laohu",2012-04-22,"the look on my gfs face nonreader at the final scene priceless i on the other hand got geek shivers"
"Francis Buck",2012-04-22,"shadowbaby was nothing like i imaginedand far more awesome"
"pinkie10",2012-04-22,"i was really hoping joffrey killed ros i wish it showed what the shadowbaby does for the cliffhanger instead of just the birth no peach at the baratheon parley stannis didnt reach for sword i thought that scene was rushed"
"Lady Olenna",2012-04-22,"i was not ready for the how graphic the shadow baby was im still not even sure what to think is this the first scene with roose i was surprised that he wasnt part of the harrenhal scenes overall i liked the episode i liked how they cut some scenes from the books im having hesitations about where the lf character is going but i have faith that they know what theyre doing i did miss renlys peach and jon snow"
"Sphinx The Riddle",2012-04-22,"neds bones"
"Ororo727 Jon Snow Fangirl",2012-04-22,"tyrion is spot on omg that melisandre shadow baby scene is exactly how i pictured it my heart went out to poor sansa poor thing is learning a very hard lesson regarding honoring her family maise williams eyes are so haunting in the scene as she watches men being tortured joffrey joffrey joffrey i cannot wait until the purple wedding daenerys is slowing building up for the climax davos was great stannis is the hypocritical prick that i imagineddie die die loved cat ready to cut littlefinger bronn is still the man theres no cure for being a cunt margaery was cool as the queen didnt care for the robb falling in love scene but i see where they are going with it edited by ororo727 jon snow fangirl 22 april 2012  0909 pm"
"Laohu",2012-04-22,"i actually found myself rooting for tywin a bit when he came in to the torturers area and asked gendry his trade after he responded with smith the look tywin gave the lannister soldier was epic"
"Nymphetamine",2012-04-22,"roose bolton finally makes an appearance"
"blasted_saber",2012-04-22,"shadow baby worked better then i thought it would two thumbs up for me good episdode probably the best after ep 201 this season wonder if the girl from volantis will have a wider role edited by blastedsaber 22 april 2012  0909 pm"
"Lany Cassandra",2012-04-22,"the look on my gfs face nonreader at the final scene priceless i on the other hand got geek shiverslolgif classbbcemoticon altlol  i told my husband and that my dear is a shadowbaby he laughed but i think he was grossed out i got shivers too smilepng classbbcemoticon alt "
"StannisWins",2012-04-22,"i thought that was fantastic shadow baby was just perfect they are killing it so far this season"
"Lany Cassandra",2012-04-22,"wonder if the girl from volantis will have a wider roleshe is jeyne spicer smilepng classbbcemoticon alt "
"blasted_saber",2012-04-22,"she is jeyne spicer smilepng classbbcemoticon alt oops lolits been a while since i read the book"
"Laohu",2012-04-22,"wonder if the girl from volantis will have a wider rolethat must be jeyne westerling lying about who she was they are already laying a backstory for how she is going to nurse robb after his future injury of course nurse has a double meaning here"
"Lany Cassandra",2012-04-22,"oops lolits been a while since i read the bookthats ok the scene wasnt in the book smilepng classbbcemoticon alt  eta westerling but her family iswas spicr sorry about that edited by ser lany cassandra 22 april 2012  0913 pm"
"Ororo727 Jon Snow Fangirl",2012-04-22,"the new mountain is a white manute bol lameas if the other one wasnt"
"Nymphetamine",2012-04-22,"yea that was jeyne westerling"
"Trebla",2012-04-22,"wonder if the girl from volantis will have a wider roleyeah me too that scene made little sense to me okay it intros roose bolton and establishes hes cruel but the latter part with the girl from volantis have to see where they go with iti did like that there was a parallel between tywin and robb neither barbaric of course well have the red wedding but i do see tywins point on what is more noblekilling 10000 men in battle or a few dozen at dinnereta ahhhhshe said her name was spicer i didnt hear that edited by trebla 22 april 2012  0916 pm"
"hurricaneez2",2012-04-22,"know im not supposed to but i really like tywin you can see where tyrion get his brain"
"Laohu",2012-04-22,"as if the other one wasntpretty sure he is referring to the fact that even if the two actors cast as the mountain are of the same height the former ser gregor must have weighed twice as much he was huge compared to this new extra lengthy toothpick"
"Jakester",2012-04-22,"agreed similar to the petyrros crying scene we already know how crazy joff is he just ordered his knights to beat his future wife we dont need scenes like that agree enough is enough theres a line between showing how evil everyone is and going overboard and its turning me off making me want to stop watching and cancel hbo"
"ckal",2012-04-22,"it is getting very frustrating and annoying how short these episodes are tonights was maybe 50 minutes long it is especially frustrating because i think about how some scenes are pointlessly dragged out ex joff and ros and other whore when scenes like the stannis and renly parley are shortened or scenes are cut entirely come on hbo you can do much better than that"
"congokong",2012-04-22,"that daenerys scene was the worst the dialogue was awkward it wasnt in the books and the dragons were hidden in some baskets the dragons were clearly not in the scene for budget reasons i could picture the dialogue like this man with no name may i see the dragons daenerys certainly jorah let out the dragons from their tiny basket cage for hbo exec whispers something in danys ears daenerys no im the mother of dragons and i demand to be let in"
"Cheese Pudding",2012-04-22,"hated robbs scene with the girl that i before the season started thought would be jeyne westerling hope jeyne appears not now maybe next season joffs scene was a bit pointless wasted time could have been deployed to bran with meera and jojen if hbo cared about them of course shadowbaby grew after beeing born completely different as i imagined but creepy as heel very good my dad yes he likes de series was astonished but i believe he doesnt like the magical part of asoiaf liked lf interaction with margaery but just after remember that he forged the alliance with highgarden margaery will occupy lady olenas role that obvious as some have preticted"
"Northern Girl 30",2012-04-22,"awesome episode i love bronn he is such a bad ass the casting for roose bolton was excellent joffwhore scene was pretty scary those poor girls the one beating the girl was ros right i am surprised the hound didnt come in after hearing those screams also different way to show how much joff hates tyrion who was that nurse at the battlefield with robb is she supposed to be jeyne westerling in disguise if so that chick was not worth a red wedding  didnt really like that interaction in the episode robs too good for her hehe"
"Katydid",2012-04-22,"it is getting very frustrating and annoying how short these episodes are tonights was maybe 50 minutes long it is especially frustrating because i think about how some scenes are pointlessly dragged out ex joff and ros and other whore when scenes like the stannis and renly parley are shortened or scenes are cut entirelycome on hbo you can do much better than thatso agree i liked most everything canon about this episode but that scene with joffrey was just stupidthe pointless crap scenes theyre adding this season are wearing thin renlys peach got cut out so joffrey could watch two whores slap each other really banggif classbbcemoticon altbang "
"Ser Frank Haven",2012-04-22,"stop your bitchin or they will cancel the show"
