"nick","date","comment"
"Ran",2014-04-20,"nonspoiler discussion of the show goes here for those whove not read the books or those who have but are happy to not actually reference them at all in discussion taking each episode as it comesthis topic should open automatically when the show begins airing"
"AryaSansa",2014-04-21,"overall was decentâ didnt like hound stealing or how danaerys loverboy killed the champion â didnt like how they were suddenly in fog when sansa escaped â loved tywins talk as well as shireen though â so when is stannis going to the wallâ it seemed pretty urgent but stannis is taking his sweet time â oh i think the entire danaeyrs plot should be in valyrian â predictions â littlefinger will take sansa to braavos where she will meet aryaâ sam will make out with gilly i hope they show the nude scene for that â also tyrion will somehow survive his ordeal  hes too popular a character to die â and when is yara going to rescue theonâ some plot lines are taking too longâ"
"Raffi lannister",2014-05-08,"i hate the jaimie cercei thing â â but after that it was a good episode"
"Ran",2014-04-06,"have at it edited by ran 06 april 2014  0418 am"
"SeA±or de la Tormenta",2014-04-20,"a strong 8 until daenerys dropped to a 6"
"Stan the Man Baratheon",2014-04-20,"seven seems fair for this ok episode"
"Bloodhair Petyr",2014-04-20,"i think that was the best daenerys scene since drogon rosting the astapori guy overall was good sam was super boring so 9"
"WTFSalami",2014-04-20,"9 that last speech was epic the command that clarke has over that language is so got damn hot"
"tito5601",2014-04-20,"i liked the wildling attack and littlefingers accent changed its creepier noww an 8 for me"
"Lord Godric",2014-04-20,"this episode to me really was on par with last week which to me was good but not great it just lacked the ending â joffreys death is a lot better than a flat dany ending 710â"
"KalibakCruel",2014-04-20,"besides the sam scenes i liked the episode dany didnt bore me to tears like usual i thought they set up things pretty well minuses go to the jaime portrayal that was just bad and to the champion fight anti climatic as hell also new daario still sucks imo and they had a chance to show off some moves and they had him go with the cop out shot instead will have to rewatch before i give a grade though"
"DreamSongs",2014-04-20,"this was one a the few times i was actually happy to see dany and mereen â emilia clarke did a fabulous job â tywin as always was a show stealer â what i really hated was the suggestiveness that the sex in the sept was less than consensual edited by dreamsongs 20 april 2014  0908 pm"
"FNF",2014-04-20,"seven seems fair its a transition episode so i wasnt really expecting anything but i feel like the ending could have been waaaay better it just fell flat on its face"
"Dany's Silver",2014-04-20,"810 but that may change when i rewatch it â i couldnt quite believe it was over so soon"
