"nick","date","comment"
"Ran",2012-06-03,"whatd you think"
"Lord SnavE OtirB",2012-06-03,"it wasnt bad but is nothing like the books anymore i rated it a 6"
"jdp13",2012-06-03,"i give it a 9 really the only part that left me unsatisfied was the burning of winterfell so much more emotional in the book"
"Died a Hero",2012-06-03,"9 really the only thing that stopped this from being a ten was the house of the undying but lets be honest theyve fucked dany up so much this season was anyone expecting anything less i even liked her walking out of the throne room to the other side of the wall considering thats where her real war will be but the way she was chained and killed pyat pree was justim convinced dd are part of the crew that hate dany and are trying as hard as they can to make the tv folk do the same anyway on with the highs i loved stanniss scene and for anyone who says it was out of character just remember what we are told about his mind set during the first half of sos theons speech was great so was his anger for the horn blower i knew they were just going to let his men betray him so it didnt bother me that we didnt get to see the bastard of bolton not bastard never bastard you mustnt call him that the horse shitting made me laugh just because so many diehards on this board argued they wanted to see it the whole scene in the throne room was by the book so that was great i loved seeing the face change for a second i thought they wouldnt show it without little grandfather i didnt expect the stark boys to be split up so nothing there jons scene was rushed the who thing with him and the halfhand was dab im still pissed about ghost too i dont know why they already showed littlefinger as sanas savor but tv wise i guess it works tyrions scene with shae was emmy worthy his breakdown looked 100 real unlike his scarthey better make that look better next season not noseless i fully understand you cant do that but how about make it look like it wont fall from his face if he turns his head too fast i liked the look of the others better last season but if were going to be getting full views of them you kinda have to lay the makeup on a bit differently the cgi dead zombie folks looked great though as for the season as a whole id give it a strong eight where last years was a outstanding ten a clash of kings is a developing story and probably the weakest of the series but i was let down in someways regardless mainly because of dany who is my favorite in the book if they fuck her storm of swords story up like they did this yearboy are they in trouble she easily has the most interesting development in that story edited by died a hero 03 june 2012  1108 pm"
"Dongicus",2012-06-03,"rated it a eight wasnt too bad glad that hotu was cut down as that was probably one of the worst scenes in cok the scene with dany in the throne room is very interesting"
"Ser Frank Haven",2012-06-03,"stop your bitchin and be happy the stuck to the books unlike true blood"
"cooper56",2012-06-03,"9really the only thing that stopped this from being a ten was the house of the undying but lets be honest theyve fucked dany up so much this season was anyone expecting anything less i even liked her walking out of the throne room to the other side of the wall considering thats where her real war will be but the way she was chained and killed pyat pree was justim convinced dd are part of the crew that hate dany and are trying as hard as they can to make the tv folk do the sameanyway on with the highs i loved stanniss scene and for anyone who says it was out of character just remember what we are told about his mind set during the first half of sos theons speech was great so was his anger for the horn blower i knew they were just going to let his men betray him so it didnt bother me that we didnt get to see the bastard of bolton not bastard never bastard you mustnt call him that the horse shitting made me laugh just because so many diehards on this board argued they wanted to see it the whole scene in the throne room was by the book so that was great i loved seeing the face change for a second i thought they wouldnt show it without little grandfather i didnt expect the stark boys to be split up so nothing there jons scene was rushed the who thing with him and the halfhand was dab im still pissed about ghost too i dont know why they already showed littlefinger as sanas savor but tv wise i guess it works tyrions scene with shae was emmy worthy his breakdown looked 100 real unlike his scarthey better make that look better next season not noseless i fully understand you cant do that but how about make it look like it wont fall from his face if he turns his head too fast i liked the look of the others better last season but if were going to be getting full views of them you kinda have to lay the makeup on a bit differently the cgi dead zombie folks looked great thoughas for the season as a whole id give it a strong eight where last years was a outstanding ten a clash of kings is a developing story and probably the weakest of the series but i was let down in someways regardless mainly because of dany who is my favorite in the book if they fuck her storm of swords story up like they did this yearboy are they in trouble she easily the most interesting in that storyhave to agree with this most of stuff was good dany stuff this sesason was just meh she was so good in s1 i dont think its actor they are just doing her story badly"
"Bee Diddie",2012-06-03,"absolutely horrible worst yet i pride myself on having a high tolerance for the tv show changing certain elements but was there a scene that was faithful to the book at all in this one this was justreally really bad"
"wotad",2012-06-03,"didnt read the books loved this episode best yet so a 10"
"Lord Godric",2012-06-03,"8 it wasnt bad and many of the characters had good stopping points however the house of the undying and the storyline in qarth was lacking i wanted a lot more from the hotu especially the prophecies im glad however that the white walkers have been changed to beyknow white edited by lord godric 03 june 2012  1128 pm"
