"nick","date","comment"
"Ran",2013-03-31,"tell us what you think"
"NedFlanderStark",2013-04-07,"awesome poor theon sadpng classbbcemoticon alt "
"Dru",2013-04-07,"loved the reeds theon jamie arya and sansa scene with the queen of thorns herself really enjoy joffrey the little shit cat scene was ok and couldnt stand tyrions whore scene this season is going to be amazing"
"House Martell",2013-04-07,"no the cat scene no i have spent plenty of time on these boards bashing cat but her lamenting over jon snow was terrible"
"Lany Cassandra",2013-04-07,"hated the cat scene and that osha is not going with ricken poor baby being sent off to be raised by wolves other than that i loved it smilepng classbbcemoticon alt  8"
"Lord Godric",2013-04-07,"a really great episode i thought it didnt have as many great character scenes as last week but had great action scenes that didnt make it feel as slow as last week again there was very little i could find i didnt like 910"
"Stallion That Mounts Texas",2013-04-07,"so many changes i gave it a 6 1 i like being able to see the breaking of theon from the start he has no idea he being set up by ramsay 2 i like how marg is manipulating joff and i loved the queen of thornes i missed butterbumps 3 the fight between brienne and jaime was awful i know the first four episodes are setup but this one was kind of ordinary"
"Lord Godric",2013-04-07,"i knew people would hate the jon snow scene but i dont see why exactly it didnt change catelyn it reinforced that she could never love jon no matter what"
"Darth Pipes",2013-04-07,"i thought it was good i liked jaime and briennes scenes a lot the duel was good although i really wish it had ended the way it did in the book with them fighting in the river the reeds made a good first impression and rigg was terrific as olenna joffrey is one disturbed piece of  who just cant function like a normal human beingjack gleason does a great job with him and i like how maegarey manipulated him thoros was not how i expected him to look but the character was quite entertaining im not trusting talisasomething seems off the cat scene didnt bother me believing that her treatment of jon is the reason shes having all her problems i dont agree with but the scenario she laid out i can buy oh dolorus eddlove that scene"
"scurvy",2013-04-07,"way too much made up stuff when they have too much material to adapt that theyre ignoring hated the episode"
"Hound Dog",2013-04-07,"good episode the cat scene was absolutely brutal and unnecessary tyrion and shae i couldve done without too i wish osha would take rickon away otherwise whats davos going to do later when he leaves white harbor loved how angry the hound looked cant wait for what comes next for him"
