"nick","date","comment"
"Ran",2011-05-08,"rate the episode"
"Kaitscralt",2011-05-08,"best episode so far without a doubt the pacing finally found a rhythm and they stopped to explain the back stories to four important characters plus three direwolves including ghost kitjon stole every scene he was in"
"RAddichio",2011-05-08,"gave ep4 a 9 last weeks ep was my fav so far i didnt understand why ghost appeared for a split second tonight after not seeing him anywhere other than the 1st ep when jon discovered him as a pup tournament was exciting and rather gruesomeas written"
"Mr Bean",2011-05-08,"best episode so far without a doubt the pacing finally found a rhythm and they stopped to explain the back stories to four important characters plus three direwolves including ghostkitjon stole every scene he was inbest episode to datethe episode in which sir allister is the world biggest dick to everyone in existencebest episode gave it a ten"
"Ran",2011-05-08,"ghost was in episode 2 hes lying down near jon and tyrion"
"Valmy",2011-05-08,"i do love how gloomy and serious all the starks are in the series especially jon robb and ned as it should be"
"Bishop437",2011-05-08,"yes i also feel it was the best yet love that we get to see ghost in all his glory now some will complain that he shouldnt be growling but good luck explaining that to a television audiance wish the tourney was a bit more involved but the essential thing happened it was weird that the hounds story was told but littlefinger but at least it was told love that theon finally gets introduced and explained my guess is we are about 2 episodes from viserys being crowned could happen next but i dont think so thought the crossroads inn was perfect i like that it was bronn who tyrion threw the coin to and we hear of the freys of the crossing curse them curse them curse them what else oh yeah the three eyed crow i was afraid they would skip it but it appears my fears were unfounded well done indeed rated this one a ten"
"Lord Godric",2011-05-08,"by far the best one of the season so far loved the dialogue and action"
"SergioCQH",2011-05-09,"another vote for the best episode thus far bryan cogman just did the exposition better than dd"
"moonjump05",2011-05-09,"the lf telling sansa the hounds story ruined this one for me sorry thumbsdowngif classbbcemoticon altthumbsdown "
"Daenerys",2011-05-09,"loved it im going to be a dick and only give it an 8 even though it probably deserves a 9 main reason being nothing super exciting happened and a few scenes were slightly awkward or unnecessary but overall the show is starting to feel more smooth and flow more naturally sansa continues to grate on me but i suppose shes supposed to at this point to some extent"
"John (Snow) Doe",2011-05-09,"7 this episode was very refreshing after last weeks travesty there was legitimate plot advancement exposition was laid out by means other than shameless 2way dialogue and there were some good action scenes i still think this show is dangerously lacking in wow factors that will sustain a nonreader audience the writers should be smarter about departures from the book  instead of having another exposition scene such as the one with viserys in the tub why not have a dothraki raid on an anonymous village or a flashback to a battle in balon greyjoys rebellion there are better ways to give information and advance the story ways which could also offer broader appeal i agree with moonjump05 that littlefinger telling the hounds story was painful  why do we have to learn about everybody and everything this way it felt just like last weeks terrible scene in which jaime recounted the executions of rickard and bran stark on that note sophie turner actually earned some points in my book this week  ive been skeptical on her acting thus far but i think she finally showed some promise overall im losing faith in this show  its employing the same formula each week and there isnt much creativity or risk taking in the writing and directing i think a lot of people on this forum should take the view of a nonreader and essentially ask is this a good show apart from its foundation in great literature there is a lot of ratings inflation going on"
"arrowfan",2011-05-09,"yea jon is really nailing all his scenes perfect casting and acting only scene i didnt like so much was viserys and jiqui in the bath tub maybe because it was such a departure for the books still it was a op to advance some the legenddragon aspects of the story viserys is doing a great job though sam is awesome was really happy with his scenes his friendship with jon is believable too bad we dont get more ghost im missing the bonding between jon and ghost the hands tourney was pretty good gregors lance through the squires throat was gruesome gave gregor a good deal of foreboding didnt like that lf told sansa the story of sandors burned face instead of sandor himself hmmm seems like a missed op to develop sandors character theon is growing on me didnt like the casting at first but think he did a good job in this ep ending was pretty good overall gave it an 810"
"lifefullofwords",2011-05-09,"definitely the strongest episode to date the previous ones were good but had some clunky scenes and the exposition was often heavyhanded this episode flowed very smoothly and the transitions between the different locations were much cleaner they did a great job with brans dream and the threeeyed crow i wasnt sure how they were going to pull it off but i was very impressed especially given how difficult dream scenes are to film it was also an excellent way to begin the episode i like the way theyre mixing scenes that are drawn almost verbatim from the book like the one between ned and littlefinger in the garden and entirely new scenes like the one between tyrion and theon it makes the show more interesting to me than it would be if it only contained scenes from the book not that that would work anyway i agree that kit harrington is absolutely nailing jon and stealing every scene hes just perfect and i couldnt be more pleased since jons one of my favorite characters and it was great to see sam although i dont think the actor playing him has quite settled into the role yet which makes sense since its his first episode im not sure how i feel about littlefinger telling sansa how sandor was hurt by his brother in the book it is very important the he tells her that personally but they still have plenty of time to build their relationship and i hope there will be some interesting scenes between them to come in the next few episodes overall an excellent episode i gave it a 9"
"Daenerys",2011-05-09,"alliser thorne is great in this episode he really came off as not just a bully which is what i got from him in the books but someone who has to be a jerk in order to get these soft boys ready becauseyou knowwinter is coming hes seen whats out there he knows what will happen if you arent ready kind of reminded me what curly says to billy crystal in city slickers after he throws a knife through a guys crotch ive crapped bigger than you he put jon and sam in their place but unlike in the book im on his side hes right"
"Hyper",2011-05-09,"i rate this episode an 8 my vote history 7 8 7 and now 8 the episode finally flowed well where each scene had room to breathe and play out unlike the hectic last episode the infodumping was well handled  i liked all the nonbook scenes and they all filled in a lot of valuable back history all jonsam scenes were great littlefinger as well the loss of sandor interaction so far doesnt bother me at all  ive never understood that shippingesque obsession many fans have for that relationship"
"Daenerys",2011-05-09,"the loss of sandor interaction so far doesnt bother me at all  ive never understood that shippingesque obsession many fans have for that relationshipregardless of how you feel about the relationship wouldnt it be much more dramatic for the hound himself to describe his own brother burning his face off and right now sandor needs a personality i doubt a lot of people even have much sense of him at all littlefinger does not need to be telling that story his personality is well established already and he will have plenty more screen time coming also why keep cutting back to shots of gregor after the joust wih his face still covered by the helmet wouldnt that be a good opportunity to give him a little nonverbal acting is he smirking happy about the having brutally killed a man sad horrified indifferent confused contemplative we cant tell"
"Lady Blackfish",2011-05-09,"while i had individual issues overall this episode was such an improvement over last weeks that im too aglow to be able to enumerate them which means a lot coming from me its definitely the most ive viscerally enjoyed an episode of got so far jon and sam were terrific and the added jaime scene with jory was a neat idea  you can tell the show gets these characters at least not brilliant yet but solid and entertaining edited by lady blackfish 09 may 2011  0436 am"
