"nick","date","comment"
"Ran",2014-06-08,"share your thoughts and your rating"
"Hodor knows",2014-06-08,"â this episode was like a bad dream dreadful 000100"
"sj4iy",2014-06-08,"10 out of 10 omg that was so incredibly awesomei never wanted it to end xd"
"boojam",2014-06-08,"i didnt exactly predict that ending neil marshall gets a 10 but i was hoping he would be back next week next week should have been 90 min long edited by boojam 08 june 2014  0858 pm"
"sillent",2014-06-08,"i did not think it would end that soon what the fuck i dont know how i feel about the episode its like nothing happened like for an episode nine this felt very underwhelming"
"Ice_Specter",2014-06-08,"wanted to see stanniss arrival on the wall but looks like they are going to extend that to the season finale â also why are these episodes ending nearly 10 minutes early edited by icespecter 08 june 2014  0858 pm"
"MoIaF",2014-06-08,"it was a good episode overall however the ending was completely anticlimactic honestly i dont understand why they couldnt have ended it with stannis that would have rounded up this episode nicely i did give it an 8 because it did go by rather quickly and it was entertaining"
"FalseKnight",2014-06-08,"â this episode was like a bad dream dreadful 000100 lol now stanboys are mad at the show for cliffhangers"
"Fool of a Book",2014-06-08,"freaking awesome â one of the best 50 minutes of tv ive ever seen in my life"
"Corvinus",2014-06-08,"the episode was pretty good up until the end so 910 they cut it too short also didnt like the 2 nonbook deaths though they were appropriately tragic i dont know how they are going to do all that needs doing in the last episode it better last one and half hours edited by gavran corvinus 08 june 2014  0859 pm"
"FNF",2014-06-08,"i can only give it an 8 purely because we didnt get stannis and it was so damn fucking short â so yeah great episode apart from the ending which was garbage edited by fnf 08 june 2014  0900 pm"
"TheHouseHB",2014-06-08,"i gave it a 9 would have given it a 10 if not for the strip tease ending"
"Stan the Man Baratheon",2014-06-08,"a seven no stannis no 10sâ"
"SeA±or de la Tormenta",2014-06-08,"where the frack is my stannis why pyp and green are dead im a purist its a 6"
"TheWhiteRabbit",2014-06-08,"i wouldnt knock it because of the ending they cut it short to make the finale incredible why would you give a bad rating because stannis isnt in the episode its not like they cut it they just havent gotten to it yetâ edited by thewhiterabbit 08 june 2014  0902 pm"
"Jslay427",2014-06-08,"8 no stannisstannisstannis sucked good episode but no blackwater"
"SeA±or de la Tormenta",2014-06-08,"a seven no stannis no 10sâ no stannis no 10s"
"Tears of Lys",2014-06-08,"meh wasnt my cup of tea but i can see how others might like itglad to see were going back to the intrigue for the final episode"
"Obebb",2014-06-08,"5 i just didnt really like itâ â so much hype built up best battle ever come on"
"sj4iy",2014-06-08,"i gave it a 9 would have given it a 10 if not for the strip tease endingstephen dillane wasnt in the opening credit sequence so i wasnt expecting him to show up"
"nothatso",2014-06-08,"on the positive side the giants and mammoths were great the fight choreography seemed better and some of the shots were really cool â on the negative side i thought the romance scenes were corny i dont like that they seem to have killed off three characters that yet live in the books and that ending was way too abrupt also the episode started at 904 and ended at 952 stupid"
"Died a Hero",2014-06-08,"10 â it was amazing you know it was amazing i know it was amazing it was amazing"
"Carey Snow",2014-06-08,"it needed 10 more minutes but ygrittes death was well done a shame pyp went down janos hiding like a coward was great it was the fastest 50 minutes of tv i have ever seen i gave it a 90 because it should have been 60 minutes edited by carey snow 08 june 2014  0905 pm"
"tallTale",2014-06-08,"i gave it a 9 â another solid episode overallâ â acting was great action was great the mammothsgiants looked great â hbo is finishing off the season on high note"
"SeA±or de la Tormenta",2014-06-08,"the guard had plenty more than 100 men"
