"nick","date","comment"
"Ran",2012-04-15,"book spoiler discussion of the show goes here for those who want to discuss the episode in relation to the books and with reference to spoilers from them this topic should open automatically around the start of airing"
"Boar Hunter",2012-04-15,"i cant recall when and exactly why craster did tell the watch to get out of his keep obviously it wasnt because jon followed him into the woods to give a male baby to an other"
"Boar Hunter",2012-04-15,"on another note i cant wait to see the armor of renlys men and just how ugly this brienne is really going to be"
"Boar Hunter",2012-04-15,"3 posts in a rowapologies but sir loras just said that margery was a virgin officially implying she may not be bro sis incest with her bisexual brother it could also just be a line included for viewers since the actress playing her is in her early twenties however i dont think that bodes well for her and her impending trial with the faith presumably at the beginning of winds of winter i do believe that her trial will not go the way we are supposed to expect it will and her execution will set off a firestorm of violence from the tyrells finally"
"Ice Turtle",2012-04-15,"don t feel sorry im rather interested in whats going on but i have to wait so im happy for anything anyone want to share"
"Ser Hippie",2012-04-15,"so lf is sent to renly to negotiate with catelyn apparently based on tyrions comments and the pictures weve already seen showing them together not sure if that works logistically but could be pretty interesting i really liked tonights episode i wish the battle between lorch and the nights watch had been a little less lowkey since its one of my favorite scenes in the book and yoren one of my favorite characters but i think it was handled pretty well unsurprisingly theyre cutting some of the unnecessary arya bits between that battle and harrenhal presumably theyll have gregor and his gang torture some people there for aryas prayer to come to be"
"Mark Antony",2012-04-15,"great episode only thing i didnt like was shaesansa"
"dtones520",2012-04-15,"peter dinklage is so incredible as tyrion when i read the books now all i can picture is him as tyrion"
"Ser Joe of House Targaryen",2012-04-15,"wow they really condensed a lot into one episode loved every minute of it though i also wish the battle with yoren and ser amorys men had been more like the scene in the book but oh well myabe well get lucky and some other scene will have maisie screaming winterfell lol overall i thought this was a great episode waiting for next sunday is going to suuuuuuuuuuuuuuck"
"ckal",2012-04-15,"only things i didnt like where the renlylorasmargeary and sansashae scenes everything else was really great probably the best episode so far this season"
"Jack's Smirking Revenge",2012-04-15,"i have to say that the budget restraints sometimes bother me i liked the scene between yoren and arya but i woiuld have liked that they showed that the men fought the lannisters plus arya gendry and hot pie kind of shine in that moment the craster scene was kind of strange i was surprised that mormont was so accepting of the fact that craster gives his sons to the others maisie was great in this episode sophia did a pretty good jobi liked the renly stuff though im a little questioning about margarey idk there was a lot of tyrion in this episode i could do with less however the guy who plays varys nails it everytime hes on screen shae is a waste i loved the bran scenes"
"Fez",2012-04-15,"great episode i liked it a lot more than last week i was kinda hoping this would be the episode dany met with the envoys from qarth but there really wouldnt have been enough screen time for that im really liking the greyjoys far more than i ever liked theons chapters preadwd which i always considered a drag"
"The Nerdly Knight",2012-04-15,"excellent episode and my favorite of the season so far yoren really stole the show with his bravery though i was disappointed they didnt let arya and the recruits work out there exploration bit other than that the bit between renly and margaery in his chambers was perfect as was theons explosive anger at balon i will say though the shae and sansa bit threw me off as is littlefinger going to do the negotiations i guess well have to see how it all plays out over the next few episodes"
"Lord Godric",2012-04-15,"there were two very strong parts of this episode the entire renly section starting with brienne dominating loras and ending with them effectively showing why they aged up margaery and that is to make her a plotting bamf and then tyrions threefold scene with pycelle varys and littlefinger was executed so greatly"
"Ramsay Gimp",2012-04-15,"the scene with tyrion manipulating the other council members was shot beautifully"
"Dornish Hen",2012-04-15,"alas poor yoren we loved you well even with the few changes from the book the episode was great although why didnt they introduce damphair as his uncle is it not supposed to be damphair other than that i thought it was well done edited by dornish hen 15 april 2012  0906 pm"
