"author" "date" "body"
"1" "Lodgey" 2014-05-05 " or just someone who read the books "
"2" "Lodgey" 2014-05-05 " ser ilyn had no tongue so there wouldnt exactly have been much snappy dialogue in those scenes much better for tv to have bronn training jaime "
"3" "Lodgey" 2014-05-04 " why cant mance just send an eagle warg to fly over castle black and do some reconnaissance "
"4" "PrincipalOfTheLine" 2014-05-04 " why dont feminists confront the actors who portray such rape scenes why are these actors given a pass when they have enormous influence visually because it would be as stupid as jews confronting actors who portray hitler "
"5" "PrincipalOfTheLine" 2014-05-04 " very late to this episode because ive been away overall i thought it was a bit of a return to form after last weeks slight dip very well paced with some beautifully played scenes between jaime tyrion cersei bron brianne marge olenna etc some plot lines nicely launched mixed feelings about the deviations from the books which re becoming more apparent now that the writers are wrestling with the full implications of multiple plot lines spread almost randomly across multiple books on the one hand its interesting not to know whats coming next on the other its hand its a bit discomforting glad dany finally got back to doing something more than going from city gates to city gates i thought burn gorman could have done with reining it in a bit theres unhinged and then theres chewing the furniture into matchsticks the understated petty malice of the guy who plays rast was much more convincing loved his moneyshot to hodor if i was as big as you id rule the fucking world to end on a positive lucky lucky tommen i expect his servants had to snap his sheets in two to change them in the morning "
"6" "The_Wanderer" 2014-05-03 " i agree justice was a big part of the episode and loyalty aka oathkeeping seems to distort the traditional positive meaning associated with the word i wrote an in depth recapanalysis that discusses this episode and its exploration of loyalty on my site if anyones interested in reading it theres a link below httpatgreviewscomgoldarticlesgamethronesseason4episode404oathkeeper pod calling brienne ser was awesome "
"7" "NeitherYankNorBrit" 2014-05-03 " now it is making dubious choices by putting in far more rape and violence than were in the books im not surprised you dont understand their choices as you clearly didnt read the books "
"8" "NeitherYankNorBrit" 2014-05-03 " what could you possibly be talking about it seems the guardianistas have eliminated all references aelfwine and i made concerning the final scene making your scolding remarks appear meaningless repeat if you want to find out who that last white walker was google it hbo revealed it after the episode but apparently took it down later "
"9" "realstokebloke" 2014-05-02 " seconded "
"10" "Nancykitt" 2014-05-02 " i was pleased to hear a thrones reference in wednesdays episode of coronation street however i was dismayed that sally was trying to prevent her boyfriend from taking a trip to kings landing because apparently there were more important things to do if he ever needed a reason to dump her its there for all teh world to see "
"11" "Nancykitt" 2014-05-02 " my name is cersei and im ah alcoholic "
