"author" "date" "body"
"1" "ThatManWalking" 2014-05-22 " im a fan of the series but s4 its been a bit slow moving so far in my opinion given that all reviews prestart of the season were unanimous saying that we would see more action from the starti guess it will be like s3 when all the really meaningful action was left to the last two episodes thats too bad if hbo sticks to this formula "
"2" "Washington_Irving" 2014-05-19 " httpswwwyoutubecomwatchvtdedprezh0 "
"3" "mypumas" 2014-05-19 " well this is complete bullshit first time ive seen the episode before the blog whos getting sent through the moon door "
"4" "Antony J. Shepherd" 2014-05-19 " health and safety inspectors horrified by conditions at the eyrie "
"5" "Aelfwine" 2014-05-19 " killed all the ravens a la theon again "
"6" "realstokebloke" 2014-05-19 " of course we will be horribly lost without your insight sarah but would you be cut to the core if we just chatted about it here anyway   "
"7" "Simgeo" 2014-05-19 " censorship burn them burn them all "
"8" "jimmy_mac" 2014-05-19 " sounds suspicious perhaps the raven carrying the blog was intercepted and the blog is now being rewritten by tywin with the quill and paper that mace tyrell fetched for him "
"9" "DeleteThisPost" 2014-05-19 " i think that tyrion already read your blog entry and filed a request with the eu to remove the page "
"10" "SarahHughes" 2014-05-19 " hello everyone  i dont know where the blog is i filed at 11am this morning "
"11" "PlumRadio" 2014-05-19 " moi aussi "
"12" "realstokebloke" 2014-05-19 " exactly see below search party for sarah "
"13" "jimmy_mac" 2014-05-19 " looking for the blog for this weeks episode season four episode seven "
"14" "realstokebloke" 2014-05-19 " no blog this week "
"15" "bagsofsmoke" 2014-05-19 " good sleuthing having read the books i can tell you one of your theories is correct "
"16" "Hol48" 2014-05-19 " i really should have amalgamated my responses anyway i think few people apart from cersei truly believe tyrion did it but either they need someone to take the fall tywin the tyrells or they just wont risk butting heads with tywin over it everybody else on tywins part i think a lot of it is about pragmatism the killer cannot be seen to get away with it so they have to punish someone but theres no way to prove what happened what little evidence they have implicates sansa but she has already absconded i think it has to be one of the below a he believes tyrion did itb he knows he has little prospect of uncovering the truth and tyrion is simply the most convenient scapegoatc he suspects the truth but needs the tyrells too much to go after them personally i wouldnt bet on a i dont think hes as blinded by his hatred as cersei even if he believes tyrion would plot against joffrey i cant see him honestly believing that he would planexecute it in this fashion  especially not by pouring the poison himself "
"17" "malevoisine" 2014-05-19 " agreed  and i also seem to remember it not being at all immediately obvious that theon was reek it took a few pages to dawn on me and then the horror sinks in theres a really tragic and terrifying note to the story in the books that the tv series hasnt managed to capture at all  perhaps inevitably given that when you see his face theres no denying who reeks original identity is  but still they could have done it differently "
"18" "malevoisine" 2014-05-19 " dont think the poster was referring to that comparison rather the comparison they themselves made with the whos "
"19" "realstokebloke" 2014-05-19 " duly noted but knowing what we do of tywin it just doesnt sit  with me anyway that he would not see beyond the facts as presented at the trial hes too shrewd "
"20" "realstokebloke" 2014-05-19 " dont think for a second tywin thinks tyrion is guilty but it suits several agendas that he appears to do so and is borderline incredible that he isnt also using all means at his disposal to finger the real culprit surely its too simplistic to say he doesnt care in my view "
"21" "DeleteThisPost" 2014-05-19 " i havent read the books so only have the show to go on to be fair ive read the books and i still cant say for sure whether or not tywin believes in tyrions guilt "
"22" "Hol48" 2014-05-19 " i havent read the books so only have the show to go on but what im unsure of is whether tywin doesnt suspect for the reasons you mention or if hes considered it but is just being pragmatic as hes so often pointed out the lannisters need the tyrells joffreys death has been a great boon to him and if he did suspect them i think he would grasp the fact that it was a move against joffrey not the lannisters even if he wouldnt think of margaerys happiness he might think of the threat his eldest grandson would pose to anyone who displeased him  especially as more than one wedding was on the cards not to mention the general financial and political problems posed by having such a sadistic brat in control which of course would directly affect them as the people propping up and financing the throne if hes seen all that i can well understand why he might hedge his bets and decide that on this occasion he had more to gain by turning a blind eye and just tightening control of the tyrells rather than actually moving against them he doesnt seem like a man motivated by simple revenge  even when he takes revenge its about strategic gainsdefence and shows of power rather than being at all bothered "
"23" "Hol48" 2014-05-19 " i wondered if hes just playing dumb because of his own familys involvement "
"24" "Hol48" 2014-05-19 " i wonder if thats due to the starks  obviously with it being their motto uttering it even as a factual comment might feel dangerous "
"25" "Hol48" 2014-05-19 " yes i thought it fairly obvious that she was squirming because she knows the truth "
"26" "oldsquareeyes" 2014-05-19 " youre right about littlefinger of course he had left already and yes he may think tyrion is guilty i wonder if mr tyrell is as stupid as he seems "
"27" "DeleteThisPost" 2014-05-19 " i doubt that tywin suspects the tyrells as to his mind killing joffrey wouldnt have been any benefit to them remember that tywin is unlikely to have even considered margerys happiness as part of a motive as for littlefinger as far as anyone knows he had left for the eyrie long before the wedding and no one knows that he had come back to pick up sansa well ser dontos knew but he isnt telling anyone tywin may be a thorough and intelligent man but any number of people may have wished joffrey dead and its simply not in his best interests to pursue the matter besides as far as hes concerned its quite possible that tyrion is guilty "
"28" "oldsquareeyes" 2014-05-19 " i agree that tywin has welcomed joffreys death bar cersei who hasnt and used it for his own ends but still you would have thought its bad news for the lannisters to have a king slayer out there that they dont know about tywin hasnt for instance suspected anything about the tyrells or old littlefinger despite the fact that latter split town at the same time as the murder and hasnt been seen in kings landing since "
"29" "DeleteThisPost" 2014-05-19 " tywin may actually believe that tyrion is guilty but in truth he just doesnt care prior to tyrions request of a trial by combat joffreys death had been working out quite well for tywin and now that matters are out of his hand tywin isnt the type to go looking for complications "
"30" "oldsquareeyes" 2014-05-19 " sorry if this question has already been asked but does the setting up of tyrion as joffreys killer mean that everyone actually believes he did it and if they dont but would like to use it as an excuse to get rid of him arent they a bit curious about who did kill joffrey it seems odd that someone as thorough as tywin lannister would go along with a sham trial without knowing the truth "
"31" "NeitherYankNorBrit" 2014-05-19 " anyone seen the new episode yet no sexism this week the women get a little female gaze and the men get carice van houten in a bathtub cheers all around "
"32" "William_Wilson" 2014-05-18 " why is it so fing slow its like watching coronation street where you dont expect much to happen "
"33" "chriskilby" 2014-05-18 " thatll be the day "
"34" "chriskilby" 2014-05-18 " dont fucking watch it then "
"35" "Chgorob1" 2014-05-18 " ok non book reader here with some speculation first tywin said jaimes resignation from kings guard was immediate during the recess meaning he could fight for tyrion and not for the crown thus leaving tywin with no sons to further the name if he lost the fight ser meryn trent would seem the obvious choice for the crown versus jaime or bronn see next bronn would seem the only other choice for tyrion since podrick and brienne left however it is yet unknown if the sell sword bronn betrayed tyrion by not sending shea away or if she just got caught in port when tywin ordered the ports closed although it would probably be a gold cloak defending the crown tywin could assign bronn just to give tyrion no choices especially if he doesnt acknowledge jamies resignation lastly if not a gold cloak i wonder if the mountain is back from the riverlands and could represent the crown in such case would oberyn be motivated to fight him for tyrion who obviously bad talked the other lanisters and get revenge for his sister although oberyn wants revenge i think he is more calculated and wants to get it in private and as a sure thing however if the crown presents the mountain he may see it as possibly the last chance to kill himany thoughts here "
"36" "Chgorob1" 2014-05-18 " ok non book reader here with some speculation first tywin said jaimes resignation from kings guard was immediate during the recess meaning he could fight for tyrion and not for the crown thus leaving tywin with no sons to further the name if he lost the fight ser meryn trent would seem the obvious choice for the crown versus jaime or bronn see next bronn would seem the only other choice for tyrion since podrick and brienne left however it is yet unknown if the sell sword bronn betrayed tyrion by not sending shea away or if she just got caught in port when tywin ordered the ports closed although it would probably be a gold cloak defending the crown tywin could assign bronn just to give tyrion no choices especially if he doesnt acknowledge jamies resignation lastly if not a gold cloak i wonder if the mountain is back from the riverlands and could represent the crown in such case would oberyn be motivated to fight him for tyrion who obviously bad talked the other lanisters and get revenge for his sister although oberyn wants revenge i think he is more calculated and wants to get it in private and as a sure thing however if the crown presents the mountain he may see it as possibly the last chance to kill himany thoughts here "
"37" "IzzyMoreno" 2014-05-18 " yawn of thrones what a boring series "
"38" "fozziebearish" 2014-05-18 " thats the thing with the lannisters theyre not as unilaterally psychotic as they are made out to be jofrrey being the notable exception we know now that it was littlefinger and lysa that killed jon arryan and ultimately engineered ned starks appointment to hand of the king and cersei was content for ned to go to the wall and not start a civil war  it was joffrey acting out of his own lunatic interests that prompted that likewise tywin knows that if he killed tyrion hed lose all leverage over jaime and his lineage would end tywin is all about the continuation of the family line above all  hence the marriage to the tyrell family and the heavy debt to the iron bank "
"39" "modhabobo" 2014-05-18 " that final monologue by dinklage was at once heartbreaking yet defiant tyrion is a fan favourite so i am guessing nothing but misery for him george r r martin is a shit to characters you like "
"40" "NeitherYankNorBrit" 2014-05-17 " book is far more subtle yes by keeping the torture entirely offpage normally id agree that subtlety is the key but the book and the shows depiction of theons torture are entirely different animals "
"41" "Midwinter" 2014-05-17 " ach well ill take the acknowledgement of truth over the laugh "
"42" "James Minglis" 2014-05-17 " maybe there isnt a nugget of comedy though "
"43" "Midwinter" 2014-05-17 " yes deliberately and for comic effect but theres a nugget of truth there "
"44" "GabrielTheToad" 2014-05-17 " oh come on is it because he is short his accent is awful its not awful its not perfect but its not awful and there are a million other ways hes perfect for the part accent notwithstanding "
