"author" "date" "body"
"1" "crehane" 2013-05-13 " nickc909  ever since tyrion sought his birthright ie to be named lord of casterly rock and got slapped down by tywin ive reckoned that he and daddy were on a collision course also the fact that tywin warned him that if he found another whore in his bed that he would have her killed has led me to suspect that shaes days may be numbered and that tyrions revenge will be lethal so while cersei doesnt need too much persuasion shaes murder would be motive enough for tyrion pure speculation on my part but should this come to pass remember you read it here first "
"2" "nickc909" 2013-05-13 " nickc909  united not untied "
"3" "nickc909" 2013-05-13 " exchange of the week i dont like heryou wouldnt youre a girl arya getting some idea that the night is dark and full of terrors attempt at plot predictiontyrion  cersei untied and not happy with daddynot sure id want to be tywen lannister are they going to bump him off if i was being forced to marry sansa yawn i think id bump off charles dance sorry charles "
"4" "crehane" 2013-05-13 " willowight  hi willowight the way i would interpret it is that if everything he told theon was a lie then that includes telling him that he was karstarks son besides he has theon strapped to an x shaped torture rack and hes flaying his little finger considering their sigil its all too boltonlike to be anything but the activities of a bolton in the secret torture chambers of the dreadfort "
"5" "Elspeth25" 2013-05-13 " ntofr1  not just me then  "
"6" "willowight" 2013-05-13 " thenorthremembers  yes my logical conclusion was that there was only one person it could be  hence my confusion when the outcome of this episode seemed to be that he had admitted that yes he was a son of rickard karstark and they were in karhold being that his statement was something of you forgot to ask one question you forgot to ask if im a liar he then goes on to say something like everything i told you is a lie this is not happening to you for any reason but that i enjoy it my confusion being that he did not confirm that he had also lied that he was a karstarkmaybe that was implied with the everying i told you is a lie i dont know but the impression that i came away from this episode with was that he is a karstark guess ill find out for sure in a couple of hours anyway maybe "
"7" "ntofr1" 2013-05-13 " possibly yes imaginably easily yes but lf will know him inside out and shit "
"8" "ntofr1" 2013-05-12 " not long now "
"9" "crehane" 2013-05-12 " thenorthremembers  nice analysis and it leaves only karhold and the dreadfort as the two options im pretty confident that the boy was lying about everything when he said he was lord karstarks son and that if theon guessed where they were he would stop torturing him that leaves only the dreadfort and his being that character all the clues are there he gets called a bastard a couple of times the torture chamber is set up for flaying the horn playing outside winterfell and again here remember when the news came that theon had seized winterfell roose bolton offered to send his relative to relieve it im also pretty sure that we may have seen a glimpse of a bolton banner in the background behind theon a couple of episodes back i could be wrong though i think were probably going to find out in tonights episode "
"10" "seeknsanity" 2013-05-12 " splutterer  oh now there is a way to go with the series good thinking i can see where the dragon and wolves would probably have to combine to fight what is coming from the north "
"11" "crehane" 2013-05-12 " acertainbang  this explanation of how ros ended up being rumbled and paying the ultimate price is spot on most succinctly put varys tells olenna tyrell that littlefinger is planning on smuggling sansa out to freedom he points out that if robb stark is defeatedkilled then she is the key to the north as such marrying her to ser loras and margaery to joffrey would give the tyrells a serious controlling stake in westeros highgarden in the south winterfell in the north and a queen on the throne in kings landing littlefinger discovers that his plan has been foiled by the tyrells so therefore informs cerseithe lannisters in order to foil there plans and curry favour with tywin as such he now gets harrenhal and the eryie remember as varys put it hed gladly burn it all to the ground if he could be king of the ashes "
"12" "seeknsanity" 2013-05-12 " monkeman  true but i hope aryas story doesnt suffer because of it i am routing for her "
"13" "seeknsanity" 2013-05-12 " crooky  true "
"14" "seeknsanity" 2013-05-12 " pollytechnic  yes ithey were the same words there is a link in there between arya and melisandre that is not yet told in the books and is interesting because where they books left off last they were in totally different places "
"15" "seeknsanity" 2013-05-12 " mostfungi  watched again closer this time and yes you are correct "
"16" "TheNorthRemembers" 2013-05-12 " ntofr1  edmure has a propensity for being a disappointment but is probably exactly the kind of guy lf could use but edmure most probably knows that lf has claimed to have bedded both the tully women his sisters so edmure might sooner wed the black goat of qoho "
"17" "TheNorthRemembers" 2013-05-12 " willowight  you are being tortured for what you have done to the north  does this suggest that the torturer is more than likely a northern man but from what house and where might theon be being held there seem to four options apart from winterfell and the sigil for each house seems relevant karhold is the seat of house karstark in the north it is a strong castle and lies in the far east of the north hbo tells us that the castle was built by karlon stark younger son of the then king of the north and the founder of the karstarks on lands confiscated from house bolton of the dreadfort and called karl’s hold their sigil is a white sunburst on black the dreadfort is also in the eastern half of the north and is the seat of house bolton in the north the boltons keep torture chambers there and a special room where they hang the flayed skins of enemies including several kings of house stark before they were defeated by them and became their vassals not a spoiler book 1 centuries ago the boltons rose up against king karlon stark and the dreadfort held out for two years under siege before the boltons surrendered series 2 garden of bones episode told us that its practice was to flay enemies alive ned stark outlawed this practice but it was implied that the boltons continue this in secret roose bolton in my family they say a naked man has few secrets a flayed man has none their sigil is a red faceless flayed man upside down on an xshaped white cross last hearth is the seat of house umber headed by the greatjon clive mantle series 1 in the north and is the northernmost major castle of the seven kingdoms south of the wall last hearth is administered by joint castellans the greatjons uncles who earlier series 2 the north remembers requested assistance from bran stark when he was left in charge at winterfell because they lacked the manpower to harvest their land and repel encroaching wildlings maester luwin reminded bran that listening to people was part of his job house umbers sigil is four chains linked by a central ring deepwood motte is a wooden fortress on a hill and the seat of house glover galbart glover is the master of deepwood motte and series 1 pointy end it is decided he will lead rob stark’s vanguard deepwood motte lies northwest of winterfell deep within the wolfswood and is currently under the control of yara greyjoy theon’s older sister who captured it from glover’s house in season 2 house glover’s sigil is a mailed silver fist on a scarlet background it seems to me that deepwood motte and last hearth cannot be where theon is "
"18" "Turinsday" 2013-05-12 " willowight 10 may 2013 656am get ciffix for chrome i didnt make it very clear apologies rhaegar may well be the closest to the traditional knight in shining armor that the series has strong noble etc etc "
"19" "willowight" 2013-05-11 " which in my mind was the same character that all the clues have been pointing to since this nightmare began for theon the sad part is whether he is who i thought or whether he is rickards son i already like him one of the few people from the books who comes across as a pure psychopath along with the mountain and vargo hoat terrified me in the book i really didnt want to like theons captor "
"20" "willowight" 2013-05-11 " thenorthremembers  i will have to watch it again i had been telling my partner i know who it is d only to go huh when he admitted yes i am lord rickards son paraphrasing at best here and you are being tortured for what you have done to the north then was very petulant until the moment he came up with another excuse to keep torturing which was but i lied and me going yes i was right and then went on to say that he had lied about why theon was being tortured but did not confirm that he had lied about who he was or where they were at all which sent me straight back to confused lol so badly wanted iwan rheon to be the character i imagined him to be from the books "
"21" "lola465" 2013-05-11 " ryan brighton  not this female viewer  not by a long chalk "
"22" "lola465" 2013-05-11 " cosmonaut  whereas i cant bear to watch the torture scenes they are hideous and i am a bit desperate for it to stop  with or without theon surviving "
"23" "ntofr1" 2013-05-11 " realstokebloke  spot on "
"24" "realstokebloke" 2013-05-11 " ntofr1  that was me what done that qogot cos she is int she  "
"25" "TheNorthRemembers" 2013-05-11 " thenorthremembers  sorry willowight on rereading i realise you knew why he was being tortured doh "
"26" "TheNorthRemembers" 2013-05-11 " willowight  i was under the impression that theons captor had admitted he was lord karstarks son and they were in karhold i thought that the only part he had admitted lying about was as to why theon was being tortured theons captor boy was just tormenting him by responding to the is it lord karstarks son remark with  how did you know that  to give him a momentary feeling of releaserelief  and then torturing him some more there are various clues as to who boy actually is from the sigil the dungeon apparatus and the type of torture but if this keeps up week after week it will break down our resolve to watch these bits  let alone what it may do to theons state of mind in terms of reasons torture is nasty and usually has two functions  to gain information maybe of dubious quality and to break down the individuals resistance and sense of personal identity "
"27" "singist" 2013-05-11 " ntofr1  winter comin yo "
"28" "willowight" 2013-05-11 " i was under the impression that theons captor had admitted he was lord karstarks son and they were in karhold i thought that the only part he had admitted lying about was as to why theon was being tortured i was thoroughly confused as i had convinced myself his torturer was someone else as all the subtle got productions clues pointed to also "
"29" "ntofr1" 2013-05-11 " kyza06  all the peasants call the cops fifo in high valerian "
"30" "ntofr1" 2013-05-11 " thenorthremembers  yeah im thinking we should have seen ross days as numbered from the moment she was approached by varys her death wasnt an impulsive reactionary revenge story it was a long pre meditated sequence of events revenge story "
"31" "ntofr1" 2013-05-11 " sunnyone  was ros "
"32" "ntofr1" 2013-05-11 " thewanderer  sorry i enjoyed what you wrote but it just feels wrong to acknowledge someone elses blog whilst on this blog that might be why none replied yet as someone quite rightly wrote here last week sarah is the qogot or queen of game of thrones love the avatar though prob my fave painting out of the paintings i havent actually seen up close "
"33" "ntofr1" 2013-05-11 " jennm  well as beric said arya might be the bravest of the all and alternatively sansa might just end up being the luckiest of them all or not "
"34" "ntofr1" 2013-05-11 " sinequanone  i thought that when i was first told about it its not what you expect it will be "
"35" "ntofr1" 2013-05-11 " johndear  i reckon myrcella will be back later shes just chilling with arys oakheart "
"36" "ntofr1" 2013-05-11 " so i was just reading a history of littlefinger which as we know said he grew up with the tullys as a ward this is where he fell in love with cat obvs but he also grew up with edmure edmure has a propensity for being a disappointment but is probably exactly the kind of guy lf could use i feel this may become important at some point unless someone can come back with a passage that explains their hatred of one another or somethink "
"37" "ntofr1" 2013-05-11 " kyza06  neds the guy whos supposed to make us think what the conventional goodie is worth "
"38" "Superelastic" 2013-05-10 " kulturtrager  almost as bad as being a patronising self righteous pedant i think his meaning is clear from the context "
"39" "sunnyone" 2013-05-10 " kyza06  one of the women with ros so he couldnt have killed them both "
"40" "Kyza06" 2013-05-10 " mroneill 06 may 2013 1111pm get ciffix for chrome weve never known any justifiable motivation for his evil actions power hes said it on enough occassions and made it so clear you could see through it in his monologue to varys ryan brighton ned was surely the conventional goodie nah  completely wedded to concepts of duty  honour no matter what the human cost varys  littlefinger both warned him repeatedly about his nocompromise approach and it ends up with both his daughters seeing him beheaded  starts a war unbending adherence to rules doesnt make one a goodie "
"41" "Kyza06" 2013-05-10 " jennifera30 07 may 2013 1102am get ciffix for chrome she trusted the tyrrells immediately despite what happened when she did the same with cersei shes desperate but still clings to the notion of goodness in people while i agree in the context of the show it makes her a bit drippy and annoying like tyrion who can clearly see that she still holds this hope i will be a little bit sad when she finally loses this naivety and hope "
"42" "Kyza06" 2013-05-10 " some of the best dialogue and monologues on tv since the wire charles dance has never been better either  his tywin is immaculate i look forward to a new example of his absolute bastardry  withering putdowns each week given the lowkey start to this season its proving to be the best yet imo "
"43" "TheNorthRemembers" 2013-05-10 " ntofr1  good points lf may just have been copying the earlier tyrion technique with myrcella i suppose there is rather a lot of spying and plausible bluffing going on and i recall the qot saying earlier at highgarden we have many spiders amongst the flowers so long as they keep to themselves we let them spin their little webs but if they get underfoot we step on them "
"44" "Kyza06" 2013-05-10 " lemonlace 07 may 2013 1204am get ciffix for chrome i dont know if joffrey has the guts to kill someone himself especially in that manner didnt he murder the two women tyrion sent him with a spiked club that its implied he used as a dildo in s2 deletethispost the poor girl had seven bolts stuck in her and i counted at least seven that completely missed you think he intended to hit her with those far more in joffreys character to play the moment out and offer the smallest glimmer of hope surely "
"45" "Shackalack" 2013-05-10 " mroneill  seconded have you read the guardian book reup which pulls together the episode reviews and viewers comments tis marvellous httpenwikipediaorgwikithewirereup "
"46" "ntofr1" 2013-05-10 " bmarshalsea  for the most part book readers who use this blog to post respect that they need to be careful in what they write even if you could separate the comment threads between readers and non readers a guy like iwishihadtheanswers would go on the non readers thread and troll anyway "
"47" "ntofr1" 2013-05-10 " thenorthremembers  very interesting posts im going to feel shame that i have nothing greater to add the only thing i would postulate however is that lf let ros see the ship inventory knowing full well that she would take it to varys remember varys visited ros in lfs brothel in season 2 i think and lf surely knew about this if he was confronted in the open and accused of planning to kidnap sansa he might well easily say the bed was for someone else i would also think that lf knew that sansa would be the subject of a power struggle between the lans and the tyrells and wanted it to play out that way "
"48" "ntofr1" 2013-05-10 " diddleydum  if he didnt then tv would be broken "
"49" "TheNorthRemembers" 2013-05-10 " lord tubbington nominates shae as a significant player in the game herself while this is not in the books there is a development which will make this theory sound a lot less far fetched in a few more episodes time let’s just say shae is a somewhat more complicated and problematic character than has been revealed yet she may well feel affection for tyrion and indeed sansa but in the end she is a grifter and nothing will stand in her way her best bet is for both of sansas escape options to fail and for her to remain in kings landing cersei was the one who suggested the marriage between sansa and tyrion to tywin so shae getting both of her mealtickets to marry each other with the prospect of leaving dangerous kings landing to a new life in the north must be the perfect result i agree with the former para but not the latter as a certain bang says – shae shows extreme jealousy at tyrions protectiveness of sansa scene in e02 and she seems to care about sansas well being i would add that apart from her not wanting tyrion to get hitched to anyone but herself she is hardly in a position to suggest a sansatyrion marriage that must surely have to be an exclusively nobility strategy to work effectively but such a marriage could well cause her to become extremely frustrated with tyrion it would mean that he can no longer rely upon her so whilst shae might want to remain in kings landing and to continue to keep sansa and tyrion close the lannister plan must be a bombshell to her firstly she’ll be jealous of ‘sharing’ tyrion secondly she may now have to reconsider her position as the lannister plans are for tyrion and sansa once married to decamp to the smoking ruins of winterfell sansa’s seat – hardly the centre of activity that shae may aspire to "
