"author" "date" "body"
"1" "brian68" 2011-05-02 " theres still too many boring kids boring up the programme ill give it one more try but if theres too much juvenile interplay in tonights episode im out "
"2" "DrSmurfsGhost" 2011-05-01 " its not a kids show why does it feature them so much because children being in a showmoviestory doesnt make that piece of narrative aimed at childrentherere wolves featured in the show a lot too have you ever tried showing the show to a wolf for one itd be pretty hard to get the creature in the lounge without it mauling your arm off and for two i doubt itd be particularly interested in a screen that means nothing to ityour view point is warped and i cannot understand how you have come to have it "
"3" "EddieLarkin" 2011-04-30 " its not a kids show why does it feature them so much i dont want to put you off but the kids are the main characters well if you count jon and dany as kids as well "
"4" "sharpeiboy" 2011-04-30 " virtually its harry potter with tits as i almost said on looking at some of these posts this week and last it takes all sorts to create our vibrant democracy not too many nancy bankssmith in training here and brian68 why not set the whole series in runcorn too edit the women out because they are too predictable  somewhat stereotyped actually the men are too dull hopeless and badly acted i wish i had your view of the world if its not a kids show i question your comment on it qed almost "
"5" "MoreTears" 2011-04-30 " brian68 id imagine that even in fantasy worlds people reproduce "
"6" "brian68" 2011-04-29 " watched both eps so far and have quite enjoyed them as far as it goes one complaint though  there are far too many children featuredits not a kids show why does it feature them so muchtheres one vaguely interesting character among them  the wee girl that was doing the swordfighting the rest are dull hopeless and badly actedditch the kids edit them out "
"7" "DrSmurfsGhost" 2011-04-29 " berzerker doesnt really look epic this is good seeing as its meant to be presented as a believeable fantasy world "
"8" "Sunburst" 2011-04-28 " berzerker doesnt really look epic ive heard the strangest rumours that its actually a tv series shot on a tv budget "
"9" "baffledchump" 2011-04-28 " i havent read the books as a great fan of fantasy stuff i am ashamed to say i hadnt actually heard of them until recently but nevertheless i am enjoying this program more than any other i can remember  just looking at it is fantastic stuff let alone getting to know the customslocationscharactertypes etc that thrones world consists of happily watching each episode twice each week "
"10" "SarahHughes" 2011-04-28 " bezerker please dont hold back say what you really think what a magnificent rant mind you i have to say as someone married to a man from donegal thats got to be the first time anyones ever compared it to tuscany they should put it on their advertising bumf "
"11" "DMcKenzie" 2011-04-28 " sunburst i really enjoyed all the daenerys chapters in all the books in fact they were my favourite parts along with all the tyrion chapters especially in book one where her transformation from a quiet frightened girl into a confident young woman was in my opinion wonderfully portrayed yes well as youve already stated here we should be careful as to say as little about the books as possible so as not to give anything away to anyone who hasnt read them so i will be very very general in what i say here my problem with daenery is that for me she has never felt like a believable or consistent person she is a character who exists in a narrative and finds herself in a series of scenarios where she reacts in a series of ways but there seems very little glue or logic that holds these actions and choices together to create a cohesive person whenever wellwritten examples like tyrion or ned are put in a situation we expect them to react in a certain way and generally they do sometimes they surprise us and do something different but then its always a case of of course that makes perfect sense why didnt i think of that at the end of the day daenery has always felt like a typical female videogame character to me shes hot she has some rather random lesbian tendancies and occcasionally she does something flashy and cool thats really about it i have never felt this has led to a believable or particularly empathisable female protagonist in videogames and i feel precisely the same way about dany "
"12" "Berzerker" 2011-04-28 " thefatcaptain i do think people go over the top in their criticism on these blogs in context of this visualisation i dont think people are even remotely near the top and must keep aiming right up there for the truth which is how unutterably pissweak game of thrones on tv is virtually its harry potter with tits the tits being  in case you missed them the people acting who arent sean bean the costume designer the production designer the location scout doesnt really look epic looks like a tuscan weekend break with saga tours the screenplay adapter the man with the sculpted beard and silly ponytail the laughable fbombs deadwood anyone and wellthe tits huge disappointment "
"13" "hellcat" 2011-04-28 "  sunbursti was tempted to rejoin the discussion of the books but ill resist it seeing as weve been asked to keep it to a minimum in light of this being a blog about the tv series hee consider my wrist slapped a word of praise for the cast i cant think of a seriously duff performance in the bunch i was nervous about nikolaj costerwaldau its the hair man but im rather liking the way he plays jaime hes a cock but theres a melancholy behind his swagger lena headeys doing a fine job as cersei i had chills during the judgement scene as well as her conversation with catelyn "
