"author" "date" "body"
"1" "adamabyss" 2013-05-13 " what do you mean by shapeshifter shoved into the ground i dont recall that part "
"2" "johnnyG79" 2013-05-08 " smudger1  i agree with you mate even if these geeks dont "
"3" "Ziad Al-Duaij" 2013-05-07 " this recap was way better httpwwwfunnyordiecomvideose8a2deabedgayofthronesgameofthronesep5recap "
"4" "doncobaino" 2013-05-06 " i dont think i can have any sympathy for jamie lannister the way he killed his cousin so brutally just for a minor distraction is still one of the most shocking scenes in the series "
"5" "NapalmFaceWipes" 2013-05-06 " thewansteadimp  rainbow guard you serious "
"6" "Nathalie Pelletier" 2013-05-06 " testing "
"7" "hellcat" 2013-05-05 " clariana  oh i agree im a bookreader and jaime and brienne have made a shipper of me but i was amused at how thoroughly the showrunners outed themselves as shippers too there were ways to undercut however slightly the eroticism of the scene harsher lighting a grimier brienne more neutral physicality instead we had amber light playing over gwendoline christies alabaster skin and shapely form and jaime collapsing in her arms rather than say being hauled out of the water by his grubby mane understand me i am not complaining "
"8" "ntofr1" 2013-05-04 " jennm  an interesting idea about the resurrection magic "
"9" "ntofr1" 2013-05-04 " wow a mod reinstated a comment they had removed i didnt think that could happen thanks whom ever did that "
"10" "JennM" 2013-05-04 " big mistake rob makes by killing karstark  big mistake murder never rights a murder  two wrongs dont make a right and all thatbut murder in particular he lost the karstarks and half his army  i cant understand why he didnt heed the advice everyone seemed to be giving him especially after he spared his own mother for what was essentially treason sohe spares his mother but kills karstark i have a bad feeling about all of this and the lord of light thingy is strange magic indeed  but is it related to the white walkers in any way dead men coming back to lifemakes me wonder "
"11" "Sinequanone" 2013-05-04 " ive got a soft spot for jorah im a bit worried for him "
"12" "Clariana" 2013-05-04 " ninnyhammer  arent there letters from napoleon no less to josephine stating due back in paris soon stop bathing or words to that effect "
"13" "Clariana" 2013-05-04 " shireens song lyrics its always summer under the sea i know i know oh oh oh the birds have scales and the fish take wing i know i know oh oh oh the rain is dry and the snow falls up i know i know oh oh oh the stones crack open the water burns the shadows come to dance my lord the shadows come to play the shadows come to dance my lord the shadows come to stay "
"14" "Clariana" 2013-05-04 " crehane  good shout maybe well be seeing more of maester qyburn later on "
"15" "Clariana" 2013-05-04 " monders  it was rather good jorah checking carefully whether barry would have any inkling that initially he was sent to spy on dany and then once hed established that he didnt trying to slap the new guy down "
"16" "Clariana" 2013-05-04 " sunnyone  yeah that was thoroughly hateful blood sky "
"17" "Clariana" 2013-05-04 " hellcat  that scene the bathouse scene is one of the best in books and the most erotic its that kind of scenesetting that makes us book fans so dedicated "
"18" "Clariana" 2013-05-04 " johnnyg79  and where did the name riverrun come from grr likes his little in jokes "
"19" "Clariana" 2013-05-04 " sarahhughes  one of aasimovs characters had a saying never let your sense of morality stop you from doing what is right i think that defines jaime to a t "
"20" "Clariana" 2013-05-04 " crooky  boltons flay it is known but not just the body the mind as well their joy is getting under peoples skins "
"21" "Clariana" 2013-05-04 " realstokebloke  only a few weeks now "
"22" "Clariana" 2013-05-04 " r042  eh but it is panem et circenses whatever way you look at it "
"23" "Clariana" 2013-05-04 " azrael59  plus its fairly clear that he never chose to join the kings guard in the first place  he was to be the lannister heir and its clear from tywins argument with tyrion two episodes ago that jamie was chosen against the familys wishes he pretty much had to join the guard because you couldnt say no to a king that burnt people alive on a whim this is actually incorrect when jaime joined the kg aerys was not yet that demented sovreign jaime chose to join the kg of his own free will because tywin had marriage plans for him and he wanted to remain faithful to cersei he did it for love tywin was highly displeased that his one physically fit son and heir had chosen to forfeit his legacy in that manner aerys was happy because it meant he had gotten one over casterly rock there was no love lost between aerys and tywin "
