"author" "date" "body"
"1" "MoreTears" 2013-04-28 " chipmouse  this current season season three will cover only the first half of storm of swords "
"2" "ChipMouse" 2013-04-27 " and im not talking about the rw "
"3" "ChipMouse" 2013-04-27 " hi im a newbieim reading the books and not watching the hbo series because i dont have a tv however i have a question which i hope someone can answergrrms book three a storm of swords is in two partsdoes anyone know whether this hbo series 3 covers only part one  steel and snowor will it cover both parts  ive almost finished reading part 2 blood  goldbelieve it you guys not reading the books theres some absolutely jaw dropping stuff coming      "
"4" "ntofr1" 2013-04-27 " acertainbang  that mormont moment should have had at least some of the impact of neds offing not sure about that "
"5" "sunnyone" 2013-04-27 " 5432hun  i cant believe youve got away with saying that "
"6" "Berddie" 2013-04-27 " sharpmango  they have just sacked a city  might have been a bit of food there  "
"7" "BrenhinesGwenhwyfar" 2013-04-26 " sunnyone  certainly i think many of the female characters that feel a bit sketchy in the books have been fleshedout and better served in the show shae margaery and even cersei i was so glad to see her as a pov character in a feast for crows but very disappointed with the slightly banal results have been improved by their screen airings the tv cersei is infinitely more subtle layered and sophisticated down to the duel efforts of the writers and lena headeys performance personally i cant wait for the sandsnakes "
"8" "BrenhinesGwenhwyfar" 2013-04-26 " greenseer  i can hear an inexplicable hint of cardiffian at times "
"9" "RedByName" 2013-04-26 " ardbroilach  youd fight for her but youd better hope shes able to feed you an 8000strong army of slaves will eat when their mistress lets them  an 8000strong army of free men might start getting uppity if theyre having to scour for the occasional small desert mammal "
"10" "johnnyG79" 2013-04-26 " theres an awesomeness to seeing thousands of soldiers marching from the air coupled with the rising score and the three dragons ever watchful it made for spectacularly epic viewing and sets ths season up in a tantilising way i didnt think possible "
"11" "realstokebloke" 2013-04-26 " acertainbang  completely agree the episode was a tad out of kilter somewhere in the murky world of screen time allocation  editing also makes you start to question the inclusion of other apparently less important scenes such as brans continued dream sequences  but you just have to trust bw that these will payoff in subsequent episodes but yes the comparison with neds scenes of demise isnt a good one  okay he wasnt a main protagonist but i still maintain its a shame for such a stout fellow and he arguably deserved more "
"12" "ACertainBang" 2013-04-26 " hazh  thanks for that hazh the clarification is much appreciated  "
"13" "ACertainBang" 2013-04-26 " realstokebloke  i also think the nights watch have been a bit short changed for screen time or the focus of the time they do have has been wrong or something it lessens the impact of their strife that mormont moment should have had at least some of the impact of neds offing but instead it was lost in a really busy episode "
"14" "realstokebloke" 2013-04-25 " ntofr1  cant believe i missed him must have been asleep then when he appeared previously then but thanks that said he done good poo propulsion in the keep shame about the outcome but as mentioned above somewhere what could we reasonably expect when the chips were down from a motley bunch of westeros rejects other than backstabbing and alike "
"15" "realstokebloke" 2013-04-25 " knowslittle  completely agree mormont should have been allowed to squeeze the living daylights if thats possible out of him the little scrote grrr "
"16" "ntofr1" 2013-04-25 " anglochic  hes regularly touted as the funniest guy to work with by the rest of the crew at panel cons cracks everyone up supposedly i think we absolutely must demand gag reels with the season 3 dvd set "
"17" "ntofr1" 2013-04-25 " realstokebloke  they most likely assume jon is dead dolorous ed did voice this possibility at end of season 2 i think and so it would not be worth wasting thought on him while they are up the skirling pass without a paddle burns character was in a couple of scenes last week but someone commented earlier that he has another show hes doing which may possibly mean they just brought him in to propel poo at the fan in crastors keep but who knows well see next week "
"18" "ntofr1" 2013-04-25 " oops just lost 2 hours and a half reading season 1 blogs and comments rewatched a couple of episodes and yes baelishs accent has changed and yes baelish was a way cooler character in season 1 so far i hope he gets some edgy stuff soon "
"19" "Knowslittle" 2013-04-25 " zombiedeadhead  thats a good shout from reading the books i thought one of the themes of the series was the slow transition to a society in which women were gaining in status most of the women that are making active power plays or are adopting more assertive and combative roles are around 20 or under arya margarey dany brienne just above them you have a generation of women that are frustrated by the fact they are capable of more but limited by the normsrules of the society cersei and cat especially but i guess lyanna stark woudl have been in this group as well oh and total conjecture on my part but sansa will rule westeros when the dust finally settles mark my words "
"20" "Knowslittle" 2013-04-25 " realstokebloke  and while were at it poor old mormont stabbed literally in the back an undeserving end for a top bloke  it was a great moment when he turned round and started strangling rast i thougth they should have let him kill rast before others of the nw killed mormont just a token bit of revenge for the viewers to enjoy "
"21" "badger1969" 2013-04-25 " scandibaby i got round to checking last night  there was a character called clubfoot karl who was involved in starting the argument with craster though there were a lot more named characters involved in the book version garth of greenaway called craster bastard for example and ollo lophand stabbed him "
"22" "realstokebloke" 2013-04-25 " johndear  did the watch actually know it was an infiltration mission though i thought they just went off led by halfhand to stop the wildings too easily observing their movements from the higher ground in which case they could conceivably have thought either that ones taking a while or rip halfhand snow  the guys i rather thought the infiltration bit was a last resort plan b conjured up by halfhand after they were captured to make the best of a bad situation but if the wider body of the watch mormont etc did know  i was snoozing my apols "
"23" "JohnDear" 2013-04-25 " realstokebloke  why would they miss him as far as they know hes still off on some infiltration mission with the halfhand "
"24" "realstokebloke" 2013-04-25 " and while were at it poor old mormont stabbed literally in the back an undeserving end for a top bloke shame we didnt  wont see  hear his final words in lieu thereof id suggest get the bastard who did it forget his name and is the burn gorman character a player now ive never set eyes on him before  except in revenge but thats quite ano story all in all i feel the bw are getting a little shortchanged here within the narrative and not one of them has as far as i can remember piped up wheres that bastard snow when you need him apparently not missed at all "
"25" "Patchdog" 2013-04-25 " kingofcaledonia  you will understand when you find out who he is especially his surname and events related to season 2 "
"26" "Aliktren" 2013-04-25 " thorngirl  the scene was clever but i agree slightly misdone didnt she also say something kill all the masters whilst err being their master "
"27" "realstokebloke" 2013-04-25 " so good guys 0 ned  mormont baddies 2 another big male rock is toppled but as mentioned variously above here come the girls and varys bring it on "
"28" "Gerishnakov" 2013-04-25 " ryan brighton  as i am unable to even hint at a spoiler all i will say is that you sir are misguided "
"29" "TurnspitDawg" 2013-04-25 " this episode reminds me of the fact that lena headey and charles dance played daughter and father before in that directtovideo thing the contractor as coppers in those days instead of rulers "
"30" "Dryhtscipe" 2013-04-25 " deletethispost  so thats how shell feed the army since people keep asking "
"31" "Dryhtscipe" 2013-04-25 " warrocketajax  why is everyone daenerys needs to overcome a total idiot easily dispatched its not that theyre stupid so much as that shes vastly outside their experience namely a woman leading dothraki the dothraki being feared but little more than savages to the more civilized cultures thereabouts  and thus not known for the cunning that more political sorts tend to engage in underestimation is very perilous indeed "
"32" "Dryhtscipe" 2013-04-25 " sunnyone  his idea of the perfect night would probably involve her killing something just because he said so "
