"author" "date" "body"
"1" "HuwLyanThomas" 2012-04-22 " sadly im pretty sure that syrio is gone the knight in question ser meryn trant appeared to be in good health in a subsequent scene and after all syrio only had a broken wooden sword and the lumbering knight was a member of both roberts and joffreys kingsguard ie also an elite fighting man "
"2" "achillyseal" 2012-04-22 " thanks for clearing that up i thought i must have missedforgotten another one because i wasnt assuming the leading braavosi sword would fall to a lumbering knight so soon after his not today death lesson to arya "
"3" "ScotiaNova" 2012-04-21 " well we assume that syrio died    not today    "
"4" "HuwLyanThomas" 2012-04-21 " speaking as someone who has read got but not acok i have to say that on tonights viewing i had no idea that that was meant to be how this scene was meant to be received i just took brienne as a handy fighter without seeing her as especially good or indeed of loras as especially good perhaps more attention could have been paid to the tournaments particularly the one in kings landing which was a major and costly affair  loras and the mountain would have been the equivalent of wimbledon finalists i suppose it probably didnt help that sir hugh who was inexperienced and presumably not that good was shown riding just before the final bout but that was for plotcompression reasons rather than being about his performance in the tournament "
"5" "achillyseal" 2012-04-21 " yoren who became the second man on this show to die for arya stark i know i should pay more attention but who was the first please "
"6" "badger1969" 2012-04-21 " comparing the books to the tv series my assumption is that the ages of most of the characters   the key events of roberts rebellion  have been moved roughly 3 years for example in the books robb is 14 sansa 11 arya 9 bran 7  rickon 3 in the first episode of the tv series bran is 10  rickon is 6 sansa is 13 rather than 14 arya im also fairly sure is 10 or 11 but then the ages of the middle kids are probably fairly flexible the key events of roberts rebellion seem to have been shifted from 14 years ago books to 17 years ago tv in episode 1 of game of thrones viserys claims he has waited 17 years to get my throne backin episode 2 catelyn says to ned 17 years ago you rode off to war with robert baratheon you came back a year later with another womans son in the books dany is 13  was only a quickening in their mothers womb when they fled kings landing to escape the advancing armies of the usurper and was born on dragonstone 9 moons after their flight "
"7" "pintsizedblonde" 2012-04-21 " i as im sure with most readers was a little taken back and maybe even a bit sad with what happens later on  i wont quote the rest but that was a massive spoiler  thanks mate is it me or has the guardian stopped removing spoiler posts i dont know if many of you book readers have noticed but there are fewer and fewer nonbook readers about please stop speculating about what implications casting decisions etc have on future events  that leads to giving too much away about future events ive really enjoyed reading this blog  both for this series and last but if this carries on i will have to stop  it looks like lots of others already have "
"8" "sunnyone" 2012-04-20 " do i scent another fan of jaime it feels wrong that i like him so much well ok its a crush when he did such an awful thing to bran but thats part of the brilliance of the books the baddies are hardly ever all bad the monsters are usually human and yes jaime is superbly cast as are most of the characters "
"9" "JohnDear" 2012-04-20 " nikolaj costerwaldau is great casting there a line somewhere jamie had  a smile that cut like knife nikolaj certainly has that "
"10" "Shackalack" 2012-04-20 " robb is the eldest stark jon is a snow not a stark i would advise caution if you arent a bookie on this topic research could result in spoilers abound ill say no more "
"11" "sunnyone" 2012-04-20 " talking of jaime well sort of but somewhat off topic i did get to see headhunters and thought it was a fairly enjoyable way to spend an hour or so on a cold afternoon ive seen better films but ive seen far worse too "
"12" "JohnDear" 2012-04-19 " its not just the children who are younger in the books jaime lannister for example was only 17 when he became the kingslayer and is 32 at the the time of got "
"13" "sunnyone" 2012-04-19 " thanks for the research i suppose the definitive answer is simply that all the kids were a lot younger in the books than they are on the telly and i dont suppose it really matters "
"14" "Cariad007" 2012-04-19 " sounds about right if jon was born towards the end of roberts rebellion for reasons i would love to go into but cannot "
