"author" "date" "body"
"1" "LazarusLong42" 2012-04-12 " i think we usbased should boycott whats a day more i agree however i think a complete readership boycott will be the only way to get attention for various reasons im not going to comment on the latest episode at least not today guardian you should treat your readerscommentatorsetc with more respect  lazarus "
"2" "5432Hun" 2012-04-11 " no need to apologise all in the spirit of healthy debate "
"3" "chutzzpah" 2012-04-11 " i would just like to ask once again very nicely if this blog could not be held over until monday personally i dont think they deserve to be asked nicely the comments were overun with people who were unhappy  not only have they not moved it they havent even commented on the furore they caused or gave a reason as to why they had chosen to completely ignore ther people that essentially pay their wages fuck em  i will do my blogging on some fan site "
"4" "DiamondDag" 2012-04-11 " sorry i was responding to clarebelzs post objecting to the graphic nature of some scenes should have been more clear in general id say hbos clear desperation to have titillation alongside the violence does get in the way the books didnt shy away from graphic depictions of sex but then the books werent running under time constraints it continues to baffle me that hbo and the writers acknowledge how tight it is to fit things into 10 episodes and then proceed to waste time with superfluous scenes someone mentioned earlier that on the dvd commentary a producer said ros is being set up as part of a bigger event later in the series so i guess were just going to have to live with the pointless brothel sexposition "
"5" "MissGlenghis" 2012-04-11 " hello i dont wish to detract from the very excellent cif nor do i wish to pull people away from this blog however on our talkboard notthetalk we are running a thread where people are invited to compare the book with the tv series making it clear that to anyone stumbling upon it that this thread will involve spoilers you can find the thread here the talkboard is free to sign up to does not insist on people using their real names and is lightly moderated be warned that the prevailing culture on the talkboard is one of robust and often sweary argument properly punctuated and spelt "
"6" "5432Hun" 2012-04-11 " it still amazes me how people can get so worked up about sex in film and television and not even bat an eyelid about the violence in general youre right but im not sure anyone here is objecting to sex per se are they you only need a passing acquaintance with the seriesbooks to realise theres going to have to be some sex in it or the whole narrative will end in episode 1 its more a question of whether a the sex has a point in terms of the plot and characters andor b whether that screen time could be spent somewhere else stannis shagging mel advances the plot littlefinger spying on a blowjob doesnt tell us anything we dont know about him or take the plot anywhere the conversation with ros if it was necessary at all could just as easily have happened without the preceding voyeurism im not personally bothered by sex on screen i just dont want them to waste the 50 minutes they have each week to tell me the story "
"7" "5432Hun" 2012-04-11 " i think ros is quite a useful character in kings landing because she can represent a kind of public morality insofar as such a thing exists in such a cesspool some minor slightly less psychotic kings landing characters have been lost in translation to the screen so we would be lwft with just the players like varys littlefinger etc none of whom noticeably give a shit that joffrey has been slaughtering babies tyrion cares a bit but is mostly concerned with the polirtical ramifications theres also no bywater and bronn cant suddenly start caring about such things so ros basically gets the job of representing public disquiet with joffreycerseis actions as series 2 moves on my guess is ros continues to be used to bounce plotsexposition off which would have required additional characters from the books "
"8" "DiamondDag" 2012-04-11 " it still amazes me how people can get so worked up about sex in film and television and not even bat an eyelid about the violence showing two people engaging in an act that pretty much every adult does is disgusting showing a man plummeting to his death and then being dragged away in a puddle of his own blood gets no mention babies get murdered for gods sake its so comically backwards that sex is something to find offensive while watching someones face get smashed in is just part of the drama "
"9" "sunnyone" 2012-04-11 " the other point i would make is that the unnecessary nonplot specific sex is taking up precious screen time that could be given over to eg building up the tension between theon and yara prior to the reveal which seems a shame when they are already facing an uphill task compressing the source material i said precisely this though not so elegantly some time back i have no objection to scenes that are not in the book being added if they help the action along or clarify motivation etc viz stannis humping melisandre but littlefingerros and the brothel scenes are entirely de trop anyway i really dont find it credible that ros and we never did find out how she made the journey from winterfell and climbed her chosen career ladder so quickly would have been so affected by the babys death shes surely made of sterner stuff "
"10" "TheSub" 2012-04-11 " which is relevant to the plot without resorting to peepholes and unhygenic practices with handkerchiefs youre being far too optimistic about the hygienic standards of littlefingers brothel it looked more like a wellused rag to me having said that i must also say that i agree with you they should rather get rid of some of the silly detail like wellused sordid rags and channel that energy into other parts of the show "
