"author" "date" "body"
"1" "harshcritic" 2013-04-25 " sunnyone  listen i am a huge fan of slow moving shows like the wire and i dont expect action every episode that is not what i meant slow moving can be awful for a show if done wrong take walking dead season 2 part one that show made me angry and i was so close on giving up on it they have since turned it around and now its probably my favorite show on tv at the moment i just feel that there could be a little bit more development a little more plot given to make us want to tune in every week for got my gripe with the 2nd season is that it was only 10 episodes and took ages to get going as a fan of the show i dont want to see the 3rd season end up that way season 1 moved at a great pace and didnt need heads chopped off every episode "
"2" "pavanne" 2013-04-16 " mroneill  i think thats exactly what happened in the book "
"3" "GameofthronesClicks" 2013-04-12 " game of thrones clicks a fun android app for game of thrones fans httpgooglcvscu "
"4" "scandibaby" 2013-04-08 " thenorthremembers  you know what freud said about such slips of the tongue "
"5" "scandibaby" 2013-04-08 " davidjones2492  we had the harranhall torturer last season who put rats in a bucket on a victims chest and drove them crazy not enough for you "
"6" "herogram" 2013-04-08 " woof73  praise be to the lord of light that you have returned my king but honestly where have you been the kingdom has gone to hell in your absence can you ask melisandre to sort out the nesting for a start also you cant throw a brick these days without hitting a stannis impersonator my personal best is three "
"7" "ntofr1" 2013-04-06 " those lancastrians and their revelations "
"8" "TheNorthRemembers" 2013-04-06 " at 17 minutes in theres a fluffed line by cersei whilst speaking to tyrion when she says  its a bit of a comedown from king of the hand  "
"9" "davidjones2492" 2013-04-06 " realstokebloke  they should introduce a character later on this season who is even more psychotic than joffrey and really puts him to shame in terms of horrifically abusing people "
"10" "timestamp" 2013-04-06 " thenorthremembers 05 april 2013 1020am i hadnt heard that before obviously whatever mance did or didnt do in the books isnt really relevant here so as far as mances appearance at winterfell in season one whatever the producers or writers may have had in their minds if the character isnt named on screen or mentioned in the credits and if a different actor is playing him now that mance is a named character then i would say that he wasnt hanging at winterfell i will admit that i was only very slightly disappointed that mance wasnt singing and playing when he met jon during this episode but hey maybe hell bust out in song this week "
"11" "Woof73" 2013-04-05 " scandibaby  i want to make it perfectly clear that i am not brooding i am deep in thought kings do this from time to time it is perfectly acceptable kingly behaviour especially for the one true king and especially after the one true king has been on the receiving end of a bewilderingly hard slap from a sneaky midget the night may be dark and full of shadows but blackwater bay is green and full of the melted faces of my men so i am deep in thought it was great to see my bestest mate in the whole world davos again though im absolutely over the moon which is why i would have thrown him in jail whether hed tried to gut melly or not  we cant be showing favouritism now can we stannis baratheon ps thank you all for your kind words im sure ill make you regret them someday "
"12" "zombiedeadhead" 2013-04-05 " so there is an army of dead people coming from the north who can only be destroyed by fire and a rather attractive blond lady who has become distressingly fond of wearing clothes preparing to invade with her 3 firebreathing dragons hmmm i wonder "
"13" "TheNorthRemembers" 2013-04-05 " tywin has found out  since his return in glory to kings landing  that tyrion had brought his whore shae there with him when he became hand against tywins express command and that tyrion had also sent cerseis two youngest children away to the care of other dynasties during their minority  thus threatening the lannister lineage through cersei hes furious with him and that has blinded him to tyrions excellence as a commander so the dredging up of how tyrions mother died giving birth to him is just grist to the mill for him "
"14" "madraykin" 2013-04-05 " crooky  i think a big problem with them both is that at least initially theyre both quite thinky characters who get pushed into situations rather than making choices in the books we obviously get their thoughts about those things but its much harder to get that across on screen which can make them seem like ciphers "
"15" "TheNorthRemembers" 2013-04-05 " 14juillet  was it not a manticore just that i recall looking it up on the wiki when i first read about one  a legendary creature chimeric human head lions body and tail of a scorpion the manticore appears to have been relatively common in the valyrian statuary and is one of the gargoyles that adorn the fortress of dragonstone the manticore is the charge on the arms of house lorch brilliantly done in the tv scene "
"16" "TheNorthRemembers" 2013-04-05 " detachngo  absolutely agree the whole point of shae and ros is as a backcloth or device for relating the intrigues which is much harder to do otherwise in a film than in the books we would not want a narrator interposing to give necessary explanations  "
"17" "TheNorthRemembers" 2013-04-05 " timestamp  wasnt mance rayder also in a clandestine appearance as a minstrel at the winterfell feast in season 1 if so wonder who played him "
"18" "TheNorthRemembers" 2013-04-05 " benjamin86  its a lot less interesting to be part of a conversation when most of what you can contribute is along the lines of yes i agree with that pointcounterpoint or i also likeddidnt like that part imo londonjazzs point is not really valid its the same for anyone like me for example that has been away till now and unable to access the web so i just have to catch up its not a competition to get a comment in first you just read all the comments and maybe contribute or lurk and find something to say later i do find the blog interesting just to read as it brings out points that i had not fully appreciated in the tv series "
"19" "TheNorthRemembers" 2013-04-05 " 5432hun  thats good to know like sarah i was unsure that it was harrenhall  i initially thought maybe it was the slaughter at winterfell that was shown yet was puzzled as i was sure that had already happened around the time when theon vanished having read the books some time ago its getting harder to follow both the tv series thread and the books thread "
"20" "5432Hun" 2013-04-05 " diamonddag  i think youre being a bit ridiculous and unfair in your criticism the context of my post makes clear that i do not view grrm as a beast of burden in any way my comments about his death are purely a response to the oftheard whine about the risk of him dying before he finishes the book whether it was clear or not from my post of course his life is more important than the books but  even from the skewed perspective of those who worry about this  it is also a pointless concern because its the same risk with any author and the books will surely be finished anyway however one more point i also find the sensitivity which some people react to these discussions a bit over the top im sure the man who coined the phrase valar morghulis is aware that he is like the rest of us mortal "
"21" "timestamp" 2013-04-05 " dolledolf 05 april 2013 120am well opinions do vary if we all liked the same movies and tv shows and music then the world would be a very dull place that said i dont see how you can crap on game of thrones and then pine for spartacus "
"22" "DolleDolf" 2013-04-05 " timestamp  who needs character development who needs a story with the exception of the tyriontywin dynamic i am actually disappointed at the story the whole jon snow dynamic at the wall dynamic to learn how to lead has been scuppred by the fact that jon snow has not been able to obey a single order although his now joining the free northerners may make for a more interesting story line all the others are just unappealing power hungry idiots wanting to be king or queen and do inexplicably stupid things like mrs stark letting go of jamie then there are the stupid zombies and dragons damn i really wanted to like this show the first season was actually quite enjoyable but i feel it losts the plot literally in a convoluted crowd of characters and story lines thank jupiter for spartacus only 2 more episodes sniff "
"23" "ntofr1" 2013-04-05 " coombsy1989  were the dragons flying in the back ground of that scene or were they birds if the dragons were there the slaver should have realised who she was and could probably speak high valyrian sic those dragons must make for a preceeding reputation "
"24" "ntofr1" 2013-04-04 " mroneill  well hes been thrown in a cell either way so hopefully itll continue closely from now on "
"25" "Sazzle777" 2013-04-04 " muppetn2  it is a weak part of his personality but considering how every member of his family treats him it is one which is entirely understandable has anyone ever praised tyrion for anything "
"26" "realstokebloke" 2013-04-04 " harrysaxon  probably albeit he clearly his nasty gene from his mum equally we havent seen much in the way of redeeming features as regards the mountain so far and in the nonphysical aka i can cleave a horses head off in one stroke prowess stakes lord b  littlefinger is pretty badass too i would suggest "
"27" "realstokebloke" 2013-04-04 " an ashamed how have i missed it so far seriously johnnycomelately gotter and nonreader again so far  so do one with your know it all spoilers please i crammed series 1  2 very recently and so the wait for s3 has been relatively painless ref the sedate issue well yup it was a little but they cant all be blockbusters like blackwater s2ep9 can they so while it may have suffered by comparison  proximity in the chronology it seemed to re set the scenes very well ref the insert any given confusing plot line  issue here will be revealed if you know the books well yes it might well be but the onscreen got has to live independently and despite having to tread the inevitable tightrope of production budget and scope it must surely stand or fall on its own by and large it does it in spades  with only minor lingering questions from me does catelyn stark think her liberation of jamie will result in a free trade agreement for sansa  ayra will those eminently trustworthy lannister types just let brienne do the swap  well half of it anyway  and volte face back oop north to winterfell unharmed with a princess under each arm hmmm i know shes a big girl and can handle a broadsword and all that but stillno wonder robb is a tad hacked off with ma ma indeed the the whole state of winterfell whoburnedit et cetera is a bit up in the air for me but thanks to the blog i now await some geezer from bolton all to reveal all  and yes in this opener the whole mountain has done a runner from hhall leaving a few welcome home presents for the new incumbents also has a good old  attached to it for me oh how i miss robert b big fan of mas performance but in the grand scheme i can hardly complain with the peerless tyrion the faultless tywin and the tellithowitis bron in kings landing the band of brothers plus the fiesty ygritte some giants and zombie snowmen oop north and the jorah  barristan  khaleesi three way plus dragons to ease the pain roll on ep 2 "
"28" "HarrySaxon" 2013-04-04 " is joffrey the only character with no redeeming features "
"29" "DiamondDag" 2013-04-04 " 5432hun  and if he dies then he dies sorry but i cant be the only one to find it very crass to talk about someone like that i hear it a lot when people talk about the last two books discussing his death like its an imposition to be worked around this is a person not a beast of burden "
"30" "MRONeill" 2013-04-04 " ntofr1  that makes sense youre right aside from sallhadhor the other players in the book narrative at this point arent important to the plottrying not to say too muchheres hoping it doesnt change davos future "
"31" "ntofr1" 2013-04-04 " mroneill  the handling of davos story was probably a decision made to just get stannis and melisandre in the episode otherwise theyd have been missing and wed have had some rondom nobody guards and maybe edric storm who is possibly not essential to any plot movements at the moment "
