"author" "date" "body"
"1" "TAFKAJamie" 2011-05-05 " elsmallo they omitted mention of it in the show but in the book catelyn gets to kings landing by boat  much quicker than travelling by land as ned sansa and arya did with the royal party "
"2" "MoreTears" 2011-05-05 " eddielarkin costerwaldau jaime lannister is danish "
"3" "EddieLarkin" 2011-05-05 " speaking of the kids  are they all british actors i dont dare look it up on imdb in case some spoilers leap out at me if so the directors are getting far better performances out of their child stars than any uk show does arya has been brilliant from the getgo and bran gave a lovely performance in the scene with old nan all of the major parts are played by british or irish actors minus tyrion and drogo the kids had no prior professional acting experience except for ad work for issac who plays bran its amazing how they found them considering how good they are "
"4" "elsmallo" 2011-05-05 " i forgot you are skinny this is good the target is smaller ive been waiting for someone to say this to me for like ever "
"5" "elsmallo" 2011-05-05 " i have to say i am enjoying this despite my skepticism during the first episode not read the books and its taken me a few viewings to grasp the connections between characters despite some who have read them complaining its a bit obvious it reminds me a bit of watching lotr with my dad whod never read it and every five minutes hed say i dont understand what the hell is going on well i am feeling this a little but then that never stopped me before the geography is a bit perplexing  how is that that cat stark does all that travelling in no time and then just pops off homeanyhow i think shes just about one of the best actors in it excepting of course peter dinklage who a few lines here and there apart is absolutely cracking he seemed a little too nice in this episode great though it was to discover he appears to be an absolute gent i think he needs to remain more ambiguous the consensus here is that aiden gillen is good  i cant agree not because he isnt a fine actor but because he seems to be wasted in this role hes having to pack so much information into each brief scene and it feels a bit forced to me at least compared to comparable parts in the wire etc but i suppose hell be developed in future episodes and i hope theyre paying him well likewise i think lena headley is awful just so flat and lacking in enthusiasm theres also an interesting mixture of regional accents involved and i wonder what the americans are making of it all obviously weve got sean bean gruffer than ever and older hes really starting to look his age and a few others from up north then the almost conneryesque iain glen the fluctuatingly enjoyable transatlantic of tyrion lannister the downright funky jaime from quite frankly it could be anywhere in europe they must have sent him to an international school then we have a good bit of maori and even some cheesy mediterranean for the dancingmaster wasnt this written by an american "
"6" "hellcat" 2011-05-04 " oh ew id forgotten about the blessing from the great stallion thing gaaah "
"7" "hellcat" 2011-05-04 " my favourite episode so far the slower pace has really paid off with nuanced thoughtful character pieces bloody good aiden gillen is terrific all surface charm and wheels turning hes creepiest at his most sincere his yearning looks at catelyn made me even more nervous than that small unmoving smile loved the first kill conversation so much loss and loathing beautifully done the whole sequence with bran was gorgeous nans ghost stories were properly terrifying and robb and bran were lovely together nikolaj costerwaldau continues to impress as jaime theres an elegance and irony to him that gives him a family resemblance to tyrion when he said burn them all bowed and left the room i was strongly reminded of dinklages tyrionwhich of course is all to the good "
"8" "DiamondDag" 2011-05-04 " yes fair point sorry although i dont really comment on guardian things at all and i cant see a way for me to delete it if a mod wanted to get rid of it i wouldnt mind "
"9" "SimonEssex" 2011-05-04 " diamonddaginteresting points mate and i agree with your points from a feast for crows but despite your spoiler warning at the top it might be worth taking your post down i think that you reveal something that many would consider a major spoiler and this blog is trying to stay spoilerfree for people who have not read the books warnings or no "
"10" "amypoodle" 2011-05-04 " i cant imagine the show will be anything other than a success its already popular and it hasnt even had the time to seep into the mass consciousness yet "
"11" "DiamondDag" 2011-05-04 " this comment was removed by a moderator because it didnt abide by our community standards replies may also be deleted for more detail see our faqs "
"12" "DrSmurfsGhost" 2011-05-04 " roll on next week and the hands tourney i say so hes still going to get one despite the appauling debt of the treasurythat surely cant be a good move fun to watch though "
"13" "Pricey10" 2011-05-04 " best episode so far as others have confirmed as a massive fan of the books did a game of thrones read through recently to prepare myself ive been absolutely delighted with the way the series has been handled by hbo i agree with numerous posters above who have mentioned that the added scenes have been thoroughly well though out the directors seem to really understand the characters personalities and the subtle interactions between them i found the conversation between robert jaime and barristan to be very powerful it did a great job of highlighting jaimes ambivalence towards his slaying of aerys and gave an unlikely parallel with roberts inability to lay his past to rest however i think my favourite scene had to be aryas training with syrio forel its pretty much a perfect imagining of the training scenes from the book and really fleshed out a character that up until now id had trouble imagining in my mind the work from both actors in this scene in particular the one playing arya gave me goosebumps i think this is the point that i really became comfortable with the idea that this show could pay suitable homage to the novels and become something truly magnificent roll on next week and the hands tourney i say "
"14" "DrQuinzel" 2011-05-04 " i definitely chose the right time to get sky this and doctor who are the only things on tv that are appointment viewing for me at the moment sean bean got even better in this episode after being upstaged by some of the supporting characters in the first two eps he fully took the lead in this episode and really feels like the heart of the show i particularly liked his interactions with his two very different daughters speaking of the kids  are they all british actors i dont dare look it up on imdb in case some spoilers leap out at me if so the directors are getting far better performances out of their child stars than any uk show does arya has been brilliant from the getgo and bran gave a lovely performance in the scene with old nan loved how she snapped out of her spooky voice as soon as robb came in  she wasnt taking the story quite as seriously as she was making out but i imagine the story will turn out to have quite a lot of truth in it so far im not warming to dany yet or cersei and jamie i know youre not supposed to like those two but were not supposed to like joffrey and viserys either and i cheer every time they come on screen nice to see aiden gillen back at his smarmy best even if his accent was wobbling all over the place but as many people have said above peter dinklage is walking away with this show "
"15" "JohnDear" 2011-05-04 " assuming it can taken that literally the symbolism would seem to indicate the two houses doing for each other the old dire wolf and the old stag killed other and only the pups survive signifcant not read the books but i reckon it might be "
