"author" "date" "body"
"1" "5432Hun" 2012-04-02 " i just find none of the characters appealing and many are either so annoying i wish them dead fair enough if you dont enjoy the books its a matter of taste and all that but im pretty sure this is the point all of the characters are flawed and hard to love to some degree or other although personally i find one of the characters who does some pretty despicable things when you get down to it hard not to love or just plain boring and i have no idea why they are included or why their point of view of a certain issue is so vital if you find thm boring thats probably not the point but like i say each to their own i sometimes wonder why some of the characters are given prominance and then it turns out their story ends quickly or meanders about a bit but ive come to the conclusion there needs to some misdirection in the books otherwise it would be a bit too obvious when he pulls a rabbit out of the hat "
"2" "Bauchelain" 2012-04-02 " i cant lie the tv series is pretty great having read all the books and seen the series i have to say that this is the first time i have ever said the showmovie is better the books the first book is great and sets up what should have been an amazing story and then martin just botches the job completely i cant lie i found every book after the first one disappointing however i wont go into an indepth discussion since i dont want to give away spoilers i just find none of the characters appealing and many are either so annoying i wish them dead or just plain boring and i have no idea why they are included or why their point of view of a certain issue is so vital save your time and read a real series like the malazan books of the fallen an unreal series with such a wide assortment of characters set in a world that is twice as conniving backstabbing and ruthless as martins "
"3" "TheNorthRemembers" 2012-04-01 " btw it does seem to me that so many people have read all five books that its very difficult to avoid spoilers  not of the upcoming series but of series to come i am halfway reading through book 1 but have seen series 1 i dont wish to know any more than i should in advance of any series 2 episodes my plan was to read the books after watching each series  "
"4" "TheNorthRemembers" 2012-04-01 " oh i think i know what you mean flaying of more than fingers possibly no that should be response to jackston 30 march 2012 1144pm not me and i was asking for no spoilers  "
"5" "sunnyone" 2012-04-01 " 5432hunthanks for that i actually worked it out this morning and spent ten minutes reading it again i get what youre talking about but the message is awfully subtle id certainly not spotted it in my previous two readings of the books "
"6" "5432Hun" 2012-04-01 " sorry i too was thinking of something else ummm which wedding feast are we talking about here or is that in itself going to turn out to be a spoiler we cant do private messages on here can we the wedding that happens later when the colour of the brides eyes is not remaked upon by the guests "
"7" "sunnyone" 2012-04-01 " reread the wedding feast chapter again and look closely at lord manderlys actions the clues in his request for the rat cook song i missed in the first time as well sorry i too was thinking of something else ummm which wedding feast are we talking about here or is that in itself going to turn out to be a spoiler we cant do private messages on here can we "
"8" "Jackston" 2012-04-01 " o i had missed itgenius thanks btwwas wondering what manderlays game was "
"9" "pillroad" 2012-03-31 " actually no i was referring to another thing altogether although i must admit the hints that reek may have lost more skin than just his hands did also have me squirming it really is a brutal book honestly reread the wedding chapter and focus on the lord manderlay character very closely he gives hints about what he did and the pay off is both horrible and rewarding "
"10" "pillroad" 2012-03-31 " jackston 30 march 2012 1144pmresponse to pillroad 29 march 2012 936pm it also features possibly the most brutal and shocking moment of the series which is so subtley alluded to the chances are youll miss it if youre not looking closely enough now im worried i missed it really what reread the wedding feast chapter again and look closely at lord manderlys actions the clues in his request for the rat cook song i missed in the first time as well "
