"author" "date" "body"
"1" "pureimagination" 2014-04-25 " sandor clegane will always be the guy from the porridge ads to me "
"2" "Janel Jones" 2014-04-25 " nice analysis that is the larger picture though cersei had already lost a pack of power with joffrey out of control and jaime away now even with jaime back her power is not restored and as you say this has been convincingly underlined now how to get it back "
"3" "YoothaJoyce" 2014-04-25 " you three are spoiling us  in the pampering sense not the troll sense obviously with these ferrero rochers of crossover casts fabulousi am going to incorporate this somehow into one of my many and varied got drinking games x "
"4" "sharpeiboy" 2014-04-25 " hmmm not too much about ramsay of the boltons who is showing himself worse than joffrey the more we see of him the hunting of tansy is this a common name in got or another plum in the pudding was deeply shocking even more than the horrors we have been watching maybe because it was not really in the books "
"5" "realstokebloke" 2014-04-25 " in a minority here perhaps but i actually dont mind huismans daario arguably not flouncy  flamboyant enough for some  as such not enough of a counterpoint to the older duller ser jorah  ser barriston but i thought his cool was chilled by a degree or two defeating the meereen champion cheesey but i liked the wink   "
"6" "Jess_Ghost" 2014-04-25 " ahem not that sleaze is cool "
"7" "SinBarita" 2014-04-25 " and as you are from the authors comments too i suppose "
"8" "Dougiedownunder" 2014-04-25 " isnt it almost all about cersei she stands before the body of her dead son  stripped of power derived from being mother of the king her firstborn taken her father walks in neither acknowledges nor speaks to her because she is a powerless spent force with whom he need not trade in words he removes her second son from her control the second son departs without a word to his powerless mother on the way up the stairs the grandfather begins to educate the grandson in the ways of courtly propogation of a proper sort within earshot of the boys incestuous mother then cerseis brother walks in instructs all others to leave without reference to cerseis view then he rapes her amost all about cersei being given lessons in male power by her father brother and sons living and dead and throughout the entire sequence she can see exactly how power operates around her and can do nothing to resist "
"9" "Dougiedownunder" 2014-04-25 " doesnt davos survive in the text  against any rational sense of what would happen in the real world  because in structural terms or symbolically hes the bit of stannis that hasnt gone completely bonkers lear has his fool stannis has his davos "
"10" "Bluegoat" 2014-04-25 " sansa seemed to of hardened didnt take a lot of conceiving that dontos has to die i dont think she necessarily agreed but what was she going to do she is in a pretty tight spot "
"11" "Bluegoat" 2014-04-25 " not just then though its all the time she makes mistakes because she feels threatened "
"12" "Bluegoat" 2014-04-25 " she really loves her children and her brother flawed love but love all the same "
"13" "Bluegoat" 2014-04-25 " i am tempted to agree i think he is too aware of his own coolness also  they have given the impression that he is pretty much a guy who spends all his time screwing and so does his girlfriend "
"14" "Bluegoat" 2014-04-25 " i dont think she ever felt any kind of moral qualms about her sex life with jaime it doesnt register for her "
"15" "Bluegoat" 2014-04-25 " if a woman says no then it is rape if she tries to push off her partner at any point then it is rape if this is true then many people have been raped during consensual sex including in the book cercei herself who says no in at least one other sex scene which is consensual yes the party line is that no means no and all that but many people have power interactions and rape fantasies that they play out during sex and in some cultures women are taught that wanting sex is dirty are these things confusing and possibly dangerous sure but they happen we dont know what was going on in her head beyond the fact that the director has told us so saying that nonconsentual sex is rape is rather unhelpful if you look closely at the scene she kisses him while she is saying no and she wraps her legs around him when they are having sex so yes it is ambiguous and not everyone who thinks it was consensual is a potentially dangerous moral invert "
"16" "Bluegoat" 2014-04-25 " um well the director would know wouldnt he since she is an imaginary character and he knows what she is thinking if she sees herself as giving consent then it really isnt rape no matter what it looks like from the outside "
"17" "Jess_Ghost" 2014-04-24 " less easy to spot sandor clegane is the guy in hot fuzz who just says yerp it doesnt quite match my shocking discovery that saul from homeland is inigo montoya from the princess bride    "
"18" "Jess_Ghost" 2014-04-24 " daario naharis is nowhere near as cool as he dany and the shows writers think he is i think he was just about that cool in series 3 but that was a different actor maybe michiel huisman just doesnt have the same overconfident sleaze factor that the original actor had "
"19" "Jess_Ghost" 2014-04-24 " aha thanks for the recap now im even more confused    which is presumably the point "
"20" "redmal" 2014-04-24 " well i am cerseis clearly saying its not right meaning the setting and occasion not sex it just a simplified version of what happens in the book "
"21" "Buntyroo" 2014-04-24 " i genuinely think she is doing that and we are supposed to make that observation its only a viewpoint but that is my reading of it "
"22" "GabrielTheToad" 2014-04-24 " yes thats what i am saying and its what the show was saying and its what the books are saying jaime after pushing bran out of the window after being captured by the starks and released by catelyn after having his hand chopped off by roose boltons men after returning to the bear pit to rescue brienne realised that his life of knighting and fighting and his selfish obsession with his sister was over he goes into depression and afterward tries to become a better man not perfect and not innocent of his crimes including brans attempted murder but trying to improve and that course has been derailed int he show not in the book for the sake of increasing a sex scenes shock value it is there for all to see is raping your sister on the floor of a house of worship next to the corpse of her dead firstborn child worse than pushing a child out of a window i think the two crimes are pretty much equally heinous the difference is the second one is unjustifiable in the story and unjustifiably changes jaimes character from how its portrayed in the novels for no good reason do you see now or are you going to continue to wilfully misinterpret what i say "
"23" "jimmy_mac" 2014-04-24 " cerseis cutting morality into very fine slices if youre correct its perfectly okay to secretly have sex with my twin brother in a bedroom or tower and to bear his children and pass them off as my husbands offspring but i draw the line at sex with him in the presence of our bastards corpse "
"24" "RPHarribo" 2014-04-24 " who is saying it wasnt rape it was i think the question is being asked for the sake of it  it was rape we saw that and the scene was clearly about a power struggle it was a rape scene there are a lot of disturbing scenes in game of thrones and this one has obviously served its purpose "
"25" "Kelley Mickey" 2014-04-24 " yes it was rape this show is the most cynical dark non pc program in television history rape infanticide beheadings castration burning alive incest all all alive and well in westeros thats what makes the show so fantastic nobody gets out alive jaime is a deeply flawed broken manchild cersei is his twin i cant see anything good happening to any character on the show its all politics position and power and revenge its great "
"26" "Alfster" 2014-04-24 " but if we get a proper adult fallout and some sense of the line that was crossed then ill be cautiously interested ermtheres a long lines of lines that have been crossed by people murder torture male genital mutilation incest and most probably there will not be any sense that a line has been crossed in any open waywithin the context of the show no line has been crossed at all "
"27" "trizzer" 2014-04-24 " im not sure how you arent getting this you are very clearly saying jaime was on the way to being redeemed after pushing a child out of a window but now it is impossible as he has raped someone it is there for all to see "
"28" "Bluegoat" 2014-04-24 " yes thats a possibility or they want a reason for sam to run off there maybe during the attack i have to admit i found it odd that the thenns allowed the people at castle black to be warned of the attack since they dont know for sure that jon got back there they are giving up all the advantages of a secret attack on the rear of castle black but that is the only way an attack on molestown would make sense so you may well be right about that possibility and wouldnt the villagers know that the wall was understrength compared to what jon had said  so what does that say about the necessity of a return to crasters "
"29" "Alfster" 2014-04-24 " khaleesi is the best show closer of them all no contest i agree it exhuded controlled power the whole of that scene a brilliant strong end to an episode that had plenty of comedy as well as some shocks "
"30" "GabrielTheToad" 2014-04-24 " well you imply he can be redeemed after the bran attempted murder but not the cersie rape i actually implied the exact opposite i said that jaime was on the road to redemption after his capture and release and his ordeal with brienne in the books he continues on this path the show has ruined this by having him rape cersei instead of having dirtybutconsensual sex with her as he does in the book note where i say in my earlier comments i cant see how theyre going to reconcile this or redeem his character and hes been on a path of redemption since his journey with brienne and this undoes all of that progression for the sake of a stupid shock scene to say that this implies i think he can be redeemed after raping his sister is a gross misreading of what i said "
"31" "Bluegoat" 2014-04-24 " how could it be though if that wasnt how they intended it to be understood they have already finished shooting the season "
"32" "spaycecopper" 2014-04-24 " i got the feeling in the book that martin had written himself into a corner with dany shes clearly going to end up in westeros at some point but she cant until all the drama has been sorted out over there so shes basically spent all the books and all the tv series hanging about having various setbacks just to put off the inevitable also im still distraught at joffreys passing and no one else seems to care  "
"33" "trizzer" 2014-04-24 " well you imply he can be redeemed after the bran attempted murder but not the cersie rape very illunimating "
"34" "realstokebloke" 2014-04-24 " neither does it mean his arc has to always follow a trajectory towards reformed character maybe hes just fallen off the goody wagon "
"35" "realstokebloke" 2014-04-24 " it was it wasnt sarah i think we need a blog poll to see the split "
"36" "ID600606" 2014-04-24 " littlefinger was sent to the vale of arryn to court lady arryn  that was where he was going when he asked sansa to come with him  before she know she was to get married off to tyrion "
"37" "CavalierDisregard" 2014-04-24 " i have always pictured wyman manderley as 90s version have i got news for you mike mcshane unfortunately for the role he has lost a lot of weight now "
"38" "CavalierDisregard" 2014-04-24 " but to answer the point you raise jaimes come a long way since trying to kill bran and thats the whole point hes been on a path of redemption since his journey with brienne and this undoes all of that progression for the sake of a stupid shock scene i havent viewed it so much as jamie being on a path to redemption more that we have simply got to know the real him rather than legend of the kingslayer he is a complex man and always has been he was always protective of those he cared about tyrion cersei and as he got to know brienne he grew to care for her what he did for her saving her from the bear he would have always done for tyrion  cersei also thats not to say he couldnt be cruel to those he didnt care about the biggest change for jamie is now that he has lost the part of himself that identified him who is he "
"39" "CavalierDisregard" 2014-04-24 " as far as sam my thought was that the writers want her away from the wall for the attack for some reason ive been thinking about this it has been clearly mentioned that moles town is the nearest village south of castle black where the nights watch sneak off to for their whoring so it would seem odd if the wildlings didnt pass through on their way to attack castle black with gilly now there it gives us more of a reason to care about what happens there rather than the nameless village that was attacked this episode that is to say there will now be real peril for a character we know rather than the nameless villagers that were obviously going to be killed by the wildlings "
"40" "bleudegex" 2014-04-24 " i agree jaime raped her because hes the kind of guy who is capable of rape and murder in the right circumstances it doesnt mean you cant still like him but dont try and deny it was rape "
"41" "CavalierDisregard" 2014-04-24 " does anyone know the actual story behind why they recast him ed skrein the actor who played him originally has been cast as the new young frank martin in the upcoming transporter prequels so i assume that the filming schedules clashed "
"42" "thecoordinator" 2014-04-24 " i hadnt noticed hodor i might have to rewatch  the hollow crown almost matches it though  qyburn jorah lothar and walder frey craster thorne and viserys as far as i can remember "
"43" "Megan8686" 2014-04-24 " if youve only worked out gilly was in skins i dont feel so bad only just realising bronn was in robson and jerome "
"44" "WelshPaul" 2014-04-24 " he is a great character and i was sorely disappointed when he did not step forward to defeat the mereenese rider however i suspect that the producers have chosen to omit him and several other characters as it would be a big ask to squeeze them into an already packed tv show "
"45" "JRF314159" 2014-04-24 " great point i agree with your idea of a motive for littlefinger get rid of tyrion to get stansa and create a claim on the north but the plan still only works in my mind if tywin is in on it and to kill the king seems an unnecessary addition to the plot if the goal is only to get stansa  why not just kill tyrion however littlefinger has said that chaos is the ladder and what better way to create chaos than to kill joffrie "
"46" "monkey2" 2014-04-24 " has anyone seen the south park got special i found it very relevant to this weeks episode lots of floppy wiener "
