"author" "date" "body"
"1" "glitterfairy11" 2011-06-06 " jenjen2 i just assumed that whatsername was faking being turned on by dragon names  she was a prostitute giving the punter what he wanted as littlefingers whores demonstrated so unnecessarily for us "
"2" "JenJen2" 2011-06-04 " this was definitely one of the better episodes so far though not as great as last weeks roberts death scene was awesome he was definitely one of the few characters in the book i had uninterrupted sympathy for even though he was dull as a brick sandwich i continue to fall for samwell and im glad john bradley is playing him with the finer attributes from the later books you dont necessarily get to see in the first have to totally disagree with the initial evaluation of danys reaction to khal drogos certified 100 testosteronepumping manspeech from where i was sitting she only seemed to get more and more aroused as his promises of carnage unfolded a bit weird maybe but given that one of her servants is apparently turnedon by recitation of dragons names perhaps its only to be expected yes the fauxlesbiansex scene was a real low point and for me it almost soured me on the entire episode while im not especially prudish about sex scenes there was no real point to it baelishs exposition could have happened so many other ways i just felt this was naked sorry pandering and unnecessary dumbingdown also im still bitter that they cheated the female section of the audience out of a beansternudity scene in episode one "
"3" "EACLucifer" 2011-06-04 "  bealzabubba the south technically is dorne and we wont see a proper dornishman for quite some time wot no highgarden to the south of kings landing are the storm lands from which the baratheons hail further south is highgarden the citadel of the maesters and house tyrell including a certain knight of flowers then it is dorne we might get to see a dornishman quite soon if they bother showing aron santagar "
"4" "Rosimir" 2011-06-03 " bealzabubbai’m a “nonreader” and had not realised that there was some attempt to distinguish the groups by accent bran arya and sansa sound rp to me jory sounded northern even though the actor is scottish however as flippancy is in the air if the lannisters are western shouldn’t they speak with gert lush vicky pollard brizzle accents my “nonreader” view of characters changes constantly eg daenerys is a cipheris asserting herself in a good wayis possibly going to become a major monster if it transpires that petyr baelish is goodness personified i shan’t be at all surprised "
"5" "KarolusAfricanus" 2011-06-02 " just caught up with it too book reader from a few years back so its muddled enough that some of the details are only coming back as i watch the show and new to guardian forums too so you know it all  i wanted to comment on the case of petyr littlefinger baelish to me the scene where he explains his take on life and politics was just that exposition rather than heavyhanded script foreshadowing of him siding with the queen against the hand they could have stuck with the books storyline where you dont know whats going to happen but that only works because you only see the story through the eyes of some of the characters so all in all i dont think it detracted too much from the tension of the episodes final scene indeed my take on baelish siding with cersei in the throne room has been always that he might have sided with ned stark thinking he could play him and profit from his rule as lord protector of the realm had ned been willing to play the game but he found ned to be too passive and too reactive for his taste by trade littlefinger likes to plan things and stay a few moves ahead of his opponents so when he realised ned had turned down renlys offer he went and offered his services and the loyalty of the watch to cersei with renly and his followers gone petyr knew for a fact she had the better hand but maybe im wrong and he had planned it all along and played ned for a fool from the start by offering his help to turn the tables on cersei the knife thing i guess it could all boil down to littlefinger sowing trouble he hopes to benefit from ultimately by pitting starks and lannisters at each others throat  whatever degree of truth there is in the knife now being tyrions which is something i dont remember we ever really get to the bottom of however i am struck by comments saying catelyn should have investigated more closely and questioned tyrion and it certainly feels like a good point i dont remember how i felt at the time when i was reading all in all i think cat 1 is enraged by the attempt on bran when she was hospitable to the the lannisters and 2 falls victim to prejudice just as everyone else the imp is an evil man because of his difformity because he is a lannister they have a bit of a reputation and also because of his own personal ways as he plays his evil and decadent imp role to lure people into thinking they know who he is and she possibly trust littlefinger as her husbands informant why should she not believe the knife is tyrions so she does not question him because it simply cannot be anyone else anyway enough rambling ill now wait eagerly for the next installment of sarahs excellent blog if only it were not in another 5 days  "
"6" "pintooo" 2011-06-02 " eddielarkin  i stand corrected then thanks for putting me right dont want to give away any spoilers so wont comment further "
"7" "WalkerboyUK" 2011-06-02 " ive been playing catch up since about episode 3 so only got around to this weeks episode at 530 this morning dont ask excellent and probably the best one so farthings are ramping up nicely and it appears that all hell will let loose eventually regarding littlefingers turn i saw that coming from the moment he was introduced and i havent read the books hes a smarmy little git who has the look of someone who claims he can be trusted with every word but the moment he sees a better offer hell spill it all outas for the girlongirl yes gratuitious but at the same time it was there for a reason ros is a northern girl and evidently the way they do things up north is a little more rough and ready littlefinger was training them to ensure their customers get exactly what they want and are made to feel special that way he ensures his own income loved the look on danys face when drogo starting to talk about what he would do to the women and children  a total oh shit what have i done momentthat said she made a remarkable recovery from seeing her brothers head boiled by gold ast week "
"8" "candylilacs" 2011-06-02 " the direwolves in cgi worries me i think the problem is that the company may be using real wolves which need patience and dont deal with other humans very well read about when they used real wolves in eipsodes of true blood theyre great with hitting their mark but the trainers arent comfortable with a lot of human interaction i dont see why they just didnt use big huskiesmalamutes but to each his own that said brans wolf seems to be doing a fine job sansa and aryas didnt have much of a part if the eggs ever hatch im also afraid the cgi dragons will be incredibly disappointing "
"9" "SarahHughes" 2011-06-01 " cavalierdisregard thank you although to be fair its the sort of show it would be hard to really screw up writing about given how much is going on also i will now spend a ridiculous amount of time thinking about robert on a question of sport so thanks for that elderino  sophie turners acting has grown on me actually i think her mood swings are reasonably consistent with being a teenage girl and i quite like the fact that this sansa is a bit more stroppy than book sansa i also thought osha was good although yes we didnt learn that much more about theon  i think the key as i mentioned above is that we learnt that theon considers himself to be very different from the starks but osha truly is different she is genuinely free in thought whereas theon is merely posturing milliekate  i wasnt that convinced by the renly loras scene either it was wellwritten but again i thought it teetered on being a little ridiculous "
"10" "Milliekate" 2011-06-01 "  stopwhistlingthank you i was dimly aware of some of that but most of it got lost through a haze of embarrassmentsense of disbelief that i was watching that scene interestingly i was fine with the man on man action the week before perhaps that was because there was no crucial exposition going on anyway nuff said "
