"author" "date" "body"
"1" "Greenseer" 2012-04-29 " i also agree about ros to a large extent but im prepared to do a deal with hbo if they promise me theyll end gillens contract and recast littlefinger ill be quite happy to keep ros "
"2" "MJ1972" 2012-04-28 " please dont take offence mj that was merely a heavy handed attempt at a bit of tongue in cheek humour your use of the word worryingly would seem to suggest otherwise but ok if you say so no offence sunnyone were all good "
"3" "sunnyone" 2012-04-28 " are you kidding me this thread is full of comments to the effect of im glad ros didnt end up doing with that sceptre what i thought she was going to do with it and i was relieved to see that the sceptre didnt end up going where i thought it was going seriously read the thread in its entirety and youll see that im far from alone on this or alternatively have a look at how many people recommended my post versus yours that should give you an idea please dont take offence mj that was merely a heavy handed attempt at a bit of tongue in cheek humour "
"4" "MJ1972" 2012-04-28 " maybe  and worryingly  mj1972 saw the scene differently from most of us are you kidding me this thread is full of comments to the effect of im glad ros didnt end up doing with that sceptre what i thought she was going to do with it and i was relieved to see that the sceptre didnt end up going where i thought it was going seriously read the thread in its entirety and youll see that im far from alone on this or alternatively have a look at how many people recommended my post versus yours that should give you an idea for what its worth when my boyfriend and i were watching that scene we both looked at each other and said shes not really going to fuck her with that is she only to breathe a sigh of relief when what ensued was merely a good hard whack of course its possible that joffrey ordered ros to fuck her colleague with it afterwards but thats not what was shown on tv as far as im concerned the show threatened but didnt deliver and thank the gods old and new for that  panyanpickle this scene is not in the books the entire character of ros isnt in the books if i remember correctly there is a scene in the books where tyrion contemplates taking joffrey to a brothel to er draw his venom but to the best of my knowledge he doesnt actually go through with it there is definitely no scene in the books where joffrey tortures prostitutes i would have remembered that  "
"5" "sunnyone" 2012-04-27 " can anyone who has actually read the books give a definitive answer to this burning question i may well be wrong but i dont think this exact scene was in the bookhowever for what its worth i thought this scene was a lot less harrowing than it could have been  definitely not as nasty as i thought it was going to be from what had been written about it before its uk monday evening screening maybe  and worryingly  mj1972 saw the scene differently from most of us "
"6" "PanYanPickle" 2012-04-27 "  she rammed it up her arse i think youll find that youre in a minority on this issue i and many others thought can anyone who has actually read the books give a definitive answer to this burning question "
"7" "Shackalack" 2012-04-27 " cracking episode watching with a nbr i had to suppress a few wtf why is that already being shown moments but overall thought it was wonderfully done agree with those posters on the mountain not nearly imposing enough for the character more of a bean pole than a fell shame on you hbo agree with scandibaby and sarah re woof73  actually cried laughing well done squire or rather your grace "
"8" "badger1969" 2012-04-27 " just some numbers that help indicate the fairly epic scale of this series in the 4 hours of season 2 shown so far weve seen 25 major characters based on the actors having their names included in the opening credits and another 54 named characters even allowing for the fact that maybe a handful of those named characters are as insignificant as the no names  rennick just happened to be named before he died for example  youre still talking more than 70 characters who are significant to some degree or another  are mostly recognisable to those who have read the books and thats not counting either the characters from s1 that havent returned so far or those we havent even met yet i cant imagine that there are many other tv shows that have attempted to squeeze quite so much into such a short amount of time so far i think theyre doing pretty damned well "
"9" "Woof73" 2012-04-27 " dear scandi of baby i have not created a blog for i fear if i inhabit stannis for too long so to speak the change will become permanent and i will become a brooding joyless pedant totally different to the carefree wild and crazy person i am now ahem however i will be back next week unless i can think of someone more entertaining to be hodor hodor yours stannis baratheon "
"10" "TheNorthRemembers" 2012-04-27 " it seems we all have to thank devongirl4 for the reopening she pointed out the closure error to vicky on twitter  it was swiftly corrected  yes indeed i thanked her on the bridge blog most impressed with her contacts with the big cheeses  "
"11" "badger1969" 2012-04-27 " it seems we all have to thank devongirl4 for the reopening she pointed out the closure error to vicky on twitter  it was swiftly corrected  "
"12" "MJ1972" 2012-04-27 " sorry to disabuse you pun intended but roz didnt whack daisy on the backside she rammed it up her arse i think youll find that youre in a minority on this issue i and many others thought roz was going to shove the sceptre up one of the poor girls orifices but the general consensus seems to be that she ended up whacking her instead "
"13" "MJ1972" 2012-04-27 " i quite like her but i got the feeling that shes a madam rather than a random whore littlefinger definitely seems to be setting her up as a madam of sorts but judging from the last two episodes she still does the odd bit of work she must be thought of as one of the best prostitutes in kings landing for her to be sent to the kings rooms "
"14" "MJ1972" 2012-04-27 " but as far as what hbo wants well an anecdote might be on point when the script for the pilot for six feet under was submitted to hbo hbo returned it with only one note can it be more fucked up ha that about sums it up which reminds me i should probably seek out more six feet under i casually followed the series for a season and really liked it but lost touch afterwards im curious to see what became of the family "
