"author" "date" "body"
"1" "tomaszzaraza" 2014-04-20 " as a nonnative english speaker myself not sure if this is relevant but maybe i can see what some people cant i think part of her suppose woodines is only down to her accent as a comparison id use another good series the vikings not bad series at all but it does feel a bit wooden at times whenever viking characters talk as they do with an accentits a different story though whenever action takes us to wessex "
"2" "tomaszzaraza" 2014-04-20 " that reminded me of the caesars statue in life of brian "
"3" "tomaszzaraza" 2014-04-20 " how about red viper as a killer after all lannisters are not the only ones who pay their debts "
"4" "pdboxer" 2014-04-19 " can anyone tell me why i cant get mad men season 1 on itunes yet i can get season 2 3 and 4 is there any other way for me to get it so that i can watch it on my ipad or do i have to retrogress 2 years and watch it on a dvd "
"5" "pdboxer" 2014-04-19 " have you rewatched it there is it and sopranos normally i do rewatch things but i am almost scared that i wont enjoy them as much second time round and spoil my beautiful memories of them that i am nervous about watching them again plus there are big series out there i still have to get to such as mad men and 24 "
"6" "pdboxer" 2014-04-19 " its definitely up there id say i have a top 4 of absolutely top drawer shows and within that 4 sopranos and battlestar galactica are my two favourites then there is the wire and breaking bad its difficult to say which would get third place between the wire and breaking bad they are such different experiences "
"7" "ashbrighton" 2014-04-19 " of course joffrey didnt suffer enough  i think in the book his suffering was more protracted so i think the producers missed a trick in not giving us enough joffpain as to weddings in got being about misery not pleasure does that make got the eastenders of medieval fantasy drama  finally who votes for jaime and brienne getting together "
"8" "NZerDan" 2014-04-19 " khal drogo killed his blood of his blood with his bare hands and is definetly the most dangerous on the edge character in the series to date  "
"9" "NZerDan" 2014-04-19 " yeah that face in the ice was interesting think it will be big series for bran and his gang "
"10" "NZerDan" 2014-04-19 " cant see how on the tv series unless he pops up next week and claims the iron throne cos the red woman told him who daddy was that would be hilarious "
"11" "NZerDan" 2014-04-19 " arya is thought to be a lot like lyanna quite wilful rhaegar took her at sword point which was out of his character by all accounts but some girls just dig that though huh "
"12" "Bluegoat" 2014-04-19 " i dont know does inbreeding cause problems with dragons it might not do we know much about their reproduction  is it even sexual "
"13" "adamabyss" 2014-04-19 " the royal wedding sequence  all 20 mins or so of it was excruciatingly boring "
"14" "MoneyMustGo" 2014-04-19 " breaking bad is the best "
"15" "millpool" 2014-04-19 " they were also massively inbred that doesnt hemp cough targeryans cough cousin lanisters "
"16" "Buntyroo" 2014-04-19 " shipping news  jamie brienne please and jamie to get his old haircut back "
"17" "Sunburst" 2014-04-18 " judging by george martins intelligence and maturity im pretty sure this is exactly whats going to happen "
"18" "KatharineP" 2014-04-18 " yes i know – it makes it very hard to rewatch it knowing what its leading up to brilliant journey though to get there "
"19" "pdboxer" 2014-04-18 " i was obsessed by battlestar galactica if only i could wipe the last half season or so from my memory and especially the last episode but it was absolutely terrific tv for a long time i agree 100 i would go as far as saying if it wasnt for the last episode or the whole nonendingending it would be my favourite show of all time because for long periods it was better even than the sopranos but the ending was so bad it not only sullied the last episode  last season its awfulness reverberated back through time like some awful shockwave and sullied my memory of all the good episodes that had gone before yet even with that its still in my top two shows ever along with the sopranos "
"20" "pdboxer" 2014-04-18 " mostly they relax with a stiff drink and a cigarette from about 1000 am that would work just as well "
"21" "superdinky" 2014-04-18 " its margaery not  maergery dammit sort it out grauniad "
"22" "pookiesu" 2014-04-18 " tywin was clearly to be seen forking something to his mouth from a plate in the whole pie scene was it pie or was he still finishing off the previous course "
"23" "pookiesu" 2014-04-18 " and it is quite a cty programme so its hardly inappropriate never heard so much casual cting on tv "
"24" "pookiesu" 2014-04-18 " the book cersei is even more of a hardfaced bitch than on tv theyve softened her up quite a bit  made her more multifaceted eg  in s1 where she says she did love robert at the start  grieved for the loss of their baby in the book she says she always hated him  aborted their child "
"25" "pookiesu" 2014-04-18 " this is about the worst of the possible outcomes i have envisaged  the series winds up with a zombie apocalypse showdown that can only be beaten by dragons fire i will be so disappointed "
"26" "pookiesu" 2014-04-18 " eloquently put and it would be sad if you werent to grace this blog again as many others have said sadly the graun is far from the only sinner in this regard the independent app version at least deserves special dishonourable mention for its disgraceful clickbait behaviour  an endless series of got articles accompanied by spoiler photos  even spoiler headlines and then vaguely hoping to remedy it by including spoiler alert in the article text too bloody late matey on the front page too ive resorted to an illicit viewing of s4 episodes so far just to keep up with all the spoilers if anyone asks tell them irresponsible journalism is killing tv "
"27" "Molerat" 2014-04-18 " i like the way pod did a double take at the bendy female entertainer at the wedding like he had met her before "
"28" "UsernameRequired" 2014-04-17 " rast it is i like to think hes thornes illegitimate son because hes got the tarlyye fat bastard version of thornes snow ye traitors bastard has he made it back from crasters though hope he did theres great potential for a holy trinity of douchery at the wall "
"29" "Bluegoat" 2014-04-17 " i would think that a bank that cant call in its loans wouldnt do all that well "
"30" "Bluegoat" 2014-04-17 " its a bit tricky to compare because they have different strengths ser barristan is getting a bit old i think he says that he would beat the other men in the kingsguard at one point but on the other hand it is clear they arent much to write home about at 60 he is about 20 years beyond the date when most men are considered past serious fighting the mountain is described as being immensely strong his armour is so thick it gives a lot of protection and he has a good fighting instinct on the other hand although he is supposedly fast for his size it isnt that fast and he is stupid ser loras says that he is not as good a swordsman as his brother garlan but is a better lance the hound is described as being very fast and also very strong on the other hand thoros defeated him three times in tournaments with his flaming sword i dont know whether jaquen is a particularly talented swordsman at all oberyn uses poison so that could be considered an edge or cheating hard to say anything about the others except dario is so annoying i hope he loses in the end i think the answer is you cant really rank people that way in any really objective way it depends on their relative strengths the circumstances and so on "
"31" "Bluegoat" 2014-04-17 " they simply stopped reproducing successfully the last ones were runted and died before they got as big as they have in season 4 its implied that it is in some way connected to the loss of magic more generally "
"32" "chriskilby" 2014-04-17 " but was it snow or ash snow definitely this was more apparent when dany had the same vision "
"33" "chriskilby" 2014-04-17 " well he did ask her if she was a lannister "
"34" "KatharineP" 2014-04-17 " i was obsessed by battlestar galactica if only i could wipe the last half season or so from my memory and especially the last episode but it was absolutely terrific tv for a long time "
"35" "KatharineP" 2014-04-17 " mostly they relax with a stiff drink and a cigarette from about 1000 am "
"36" "pdboxer" 2014-04-17 " from what i know of the shows you like i am not sure mad men is for you do you watch banshee that strikes me as something you would enjoy thats because you know i like things like homeland and 24 though right but i also love things like the west wing borgen and house of cards which can be quite slow if thats what you mean never heard of banshee but will look it up right now "
