"author" "date" "body"
"1" "TheNorthRemembers" 2012-05-13 " ive always wondered just what makes daenerys so sure that anyone in westeros would want to see her on the iron throne surely theyd all be pretty wary of being ruled by a young untried girl who knows nothing of the place or people involved i think shes living in cloud cuckoo land also with regard to the dothraki hordes conquering westeros for her khal drogo was most unwilling to cross the sea what do they call it they think its poison dont they and only agreed to do so just before he died now his khalasar has melted away leaving dany with the very few who survived the red desert and reached qarth with herwell it all becomes something of a moot point imho its never going to happen isnt it ser jorah mormont that has given her the idea that this plan has legs also that one ship would be sufficient as she could raise support once she has arrived sarah has previously mentioned jorahs obsessive love for his khaleesi but is it maybe that hes actually now rather homesick and would like to settle down with her and her dragons in some country cottage however he appears to have been dispatched by her in irritation since there was no sign of him this week "
"2" "glitterfairy11" 2012-05-13 " thanks to the people who suggested other forums i think the twop one seems closest in tone to this although its still not the same i wish we could have this blog twice one with and one without spoilers the others seem a lot less tongue in cheek than most people are here "
"3" "Sinequanone" 2012-05-13 " i think you may be setting way too much store by the effectivenes of plate armour here i think although am by no means certain that the mongols did face numerous forces where the enemy were heavilly armoured and their horse back archers dealt with them without issue didnt they invade much of eastern europe and make it as far as vienna under ghengis its quite possible that im wrong in this regard my memory for history is a little hazy armour was not developed and deployed at great expense by westerh european armies if it did not do the job it was designed for it was effective climate was a big factor in muslim armies using lighter armour which was better suited to the middle east the mongols were an invading force and they got no further than vienna  the edge of western europe it was the frankish and german armies of the time that best utilised heavy armour and tactics  the eastern european for example the polish were not so heavily protected the mongols were never able to penetrate the european interior also the mongols did have heavier armed lancers to complement the archers so it was rarely a case of just lots of horse archers being able to defeat armoured troops "
"4" "wickedripeplum" 2012-05-13 " if you want another spoiler free place to discuss the show might i recommend the completely unspoiled speculation thread at twop its highly moderated for your show watching only pleasure the rest of the board is obviously varying degrees of not safe "
"5" "pillroad" 2012-05-13 " as regards armour  it is possible for a lightly armed man to defeat a heavily armoured man  for example i think the fight between bron and the kinight in the eyrie was done believably but i dont really believe its feasible that all the dothraki are as good as bron no race could produce that many people of such skill if that was the case think how good they would be if they had armour but if you look at the history of warfare a big part of it is technological advances the knights of the 15th century were vastly technologically superior to the knights of the 11th century plate armour and even partial plate was superior in terms of protection and mobility to the heavy chainmail hauberks and their associated heavy padding underneath that were worn at the battle of hastings by the late 15th century the knights were so well protected they could actually dispense with shields and start wielding two handed swords and axes which would be devastating the heavy plate armour is not as encumbring as people think it actually weighed a lot less for instance than modern soldiers actually carry on their backs in the modern age people who have tried it now talk about being able to do cartwheels in it an army of lightly armed and armoured troops no matter how enthusiastic could never do more than harass such a technologically superior army the dothraki could engage in guerilla type tactics but how long could they keep it up they would never be able to set up a camp or rest for more than a few hours in weseteros because if they stopped for longer the westerosi would obliterate themi i think you may be setting way too much store by the effectivenes of plate armour here i think although am by no means certain that the mongols did face numerous forces where the enemy were heavilly armoured and their horse back archers dealt with them without issue didnt they invade much of eastern europe and make it as far as vienna under ghengis its quite possible that im wrong in this regard my memory for history is a little hazy "
"6" "Sinequanone" 2012-05-12 " actually i can see one potential ally but maybe we should not discuss these things in case they are coming up in the further books  too much temptation for book readers to put in spoilers accidentally "
"7" "ScotiaNova" 2012-05-12 " which effectively he was    and whos to say that isnt what he was up to last week    "
"8" "HuwLyanThomas" 2012-05-12 " jorah mormont wasnt present to protect the dragons because hed nipped home  bear island  for a pint in season one i couldnt help feeling that he was always nipping out to make a phone call "
"9" "CharlieBronze" 2012-05-12 " on that map comparison then catelyn and brienne would have travelled from rome to paris no mean feat for a raven remarkable for two unescorted noble women through hundreds of miles of enemy territory book readers would know that they actually travel from bitterbridge to riverrun logistically more straightforward as kings landing and harrenhall are easily avoided but would be similar in distance on the map comparison as travelling from corsica to frankfurt but its a moot point unless it becomes a running gag and in the next episode we learn that jorah mormont wasnt present to protect the dragons because hed nipped home  bear island  for a pint "
"10" "HuwLyanThomas" 2012-05-12 " i cant recall which potential ally has been suggested in the show but i do think its clear that while robert commanded grudging loyalty from his direct bloodfamily apart from that he could only rely on the vale which he lost with the death of jon arryn and on the north he went so far as to tell ned that he had nowhere else to turn "
"11" "badger1969" 2012-05-12 " that does raise another question which i have wondered about  book readers please avoid spoilers if this comes up in later books  and that is are there any housesgroupsfactions in westeros that still hold allegiance or sympathy to the targaryens im not sure if the truth at this point has anything to do with what dany thinks she has been told her whole life by viserys that this is the case and i think magister illyrio also encouraged this view roberts plan to kill her in series 1 was partly out of hatred for the targaryens but there also seemed to be some element of concernfear at news of her pregnancy this suggests he at least thinks that the targaryen claim to the throne might still be a threat one potential ally for the targaryens might be suggested by historical events which have been discussed in the tv series "
"12" "gx11" 2012-05-12 " werent the women of qarth supposed to have one breast exposed we have been cheated "
"13" "sunnyone" 2012-05-12 " that does raise another question which i have wondered about  book readers please avoid spoilers if this comes up in later books  and that is are there any housesgroupsfactions in westeros that still hold allegiance or sympathy to the targaryens a very good point ive always wondered just what makes daenerys so sure that anyone in westeros would want to see her on the iron throne surely theyd all be pretty wary of being ruled by a young untried girl who knows nothing of the place or people involved i think shes living in cloud cuckoo land also with regard to the dothraki hordes conquering westeros for her khal drogo was most unwilling to cross the sea what do they call it they think its poison dont they and only agreed to do so just before he died now his khalasar has melted away leaving dany with the very few who survived the red desert and reached qarth with herwell it all becomes something of a moot point imho its never going to happen thats an opinion please note not a spoiler "
"14" "Sinequanone" 2012-05-12 " thats an interesting point  yes the addition of the dothraki to a native westeros faction could make them a factor that does raise another question which i have wondered about  book readers please avoid spoilers if this comes up in later books  and that is are there any housesgroupsfactions in westeros that still hold allegiance or sympathy to the targaryens it should appear from what weve seen that there are none  but given time and further conflict the people might welcome them back  once again if this comes up in the further books us tv people do not want to know  "
"15" "HuwLyanThomas" 2012-05-11 " another thing to consider is that a landing of a targaryen heir  40000 dothraki in a welljudged part of westeros could have sparked something bigger meaning the invaders would not have had to rely solely on their own military and logistical resources this might well have been more worrying to robert than the dothraki warriors themselves however it does look as if the way it was written with the king fretting about the 40000 dothraki as if they were an invincible force rather than because of what they might trigger might have been overly simplistic "
"16" "TheNorthRemembers" 2012-05-11 " might make it clear that there were spoilers there and that there is a section on that site for newbies like myself and presumably you who had not read the books so im sorry if you were accidentally exposed to spoilers on that site and should have put a warning a bit more prominently no its ok  no spoiler worries the comments on that site were just one liners and pretty naff that was all thanks for the site reference the preamblecommentary was fine  "
"17" "Dryhtscipe" 2012-05-11 " again no even the basic westerosi infantry units appear to wear at least medium armour to use rpg parlance the only advantage they would hold is sheer numbers being able to overwhelm individuals by simple force of weight not to mention that dothraki horses are likely much less hardy than westerosi horses faster yes but not as heavy or as mean also we have to take into account geography there are an awful lot of chokepoints in westeros where it is incredibly difficult to move armies the neck is just one of those and completely impassable to a massive light cavalry army plus you have the foraging issue they not only have to feed themselves they have to feed the multiple horses for every man they bring with them with winter on the way the only way theyd stand a chance is with dragons "
"18" "Dryhtscipe" 2012-05-11 " the dothraki do not wear any heavy armour of any variety ever they are a mobilitydoctrine army if you like they believe in speed and rather than outright individual strength strength in numbers all indications point to this both in the show and er elsewhere there is also dialogue regarding the dothraki disdain for armour and heavy weapons in the show the dothraki involved is later killed for the very reasons stated his weapon is not sufficient to breach armour but there are an awful lot of dothraki if they can get to westeros in any numbers they would likely hold the countryside which is where all the food is they have no chance of winning any meaningful sieges but then the westerosi would have no food and winter is coming "
"19" "Dryhtscipe" 2012-05-11 " for a moment i wondered why newport instead of liverpool but dragons dont have hub caps "
"20" "TheNorthRemembers" 2012-05-11 " heres a great map of westeros httpawoiafwesterosorgimagesee7mapofwesterosjpg although it may further perplex those bemused by certain characters ease of movement great map thanks useful to see all the names that are mentioned and see where they fit in "
"21" "Sinequanone" 2012-05-11 " according to the fire and ice wiki dont think there are spoilers on this page the first battle between the starks and lannisters in book 1 there were thousands of knightshttpawoiafwesterosorgindexphpbattleofthegreenfork  "
"22" "HuwLyanThomas" 2012-05-11 " thats assuming the westerosi actually have large numbers of such knights my bet is that they dont simply from the point of view of the resources to equip them  winterfell only had one weaponsmith as far as i can judge so how many armoured fighting men could realistically be based from there so it could boil down to a conflict between a small number of elite knights supported by large numbers of lesswellequippedtrained infantry levies facing large numbers of mounted dothraki equipped and trained to a decent standard with some elite warriors of their own i reckon the basic dothraki unit would be much more effective than the basic westerosi unit maybe the biggest challenge for the dothraki would be finding enough forage for their mounts "
"23" "Sinequanone" 2012-05-11 " i found a a link on here to a size comparison chart that these people reckon is accuratehttpasoiafwesterosorgindexphptopic39656sizecomparisonofwesterosandeurope "
"24" "cynicalmonkeyballs" 2012-05-11 " i was responding to the question in glitterfairy11s post are there any forums that allow discussion of tv and books that are a similar tone to here i thought this i havent read the books so havent read the comments but they have a newbie section and its quite good might make it clear that there were spoilers there and that there is a section on that site for newbies like myself and presumably you who had not read the books so im sorry if you were accidentally exposed to spoilers on that site and should have put a warning a bit more prominently "
"25" "Sinequanone" 2012-05-11 " i wouldnt take as an attack  i like a good discussion as regards armour  it is possible for a lightly armed man to defeat a heavily armoured man  for example i think the fight between bron and the kinight in the eyrie was done believably but i dont really believe its feasible that all the dothraki are as good as bron no race could produce that many people of such skill if that was the case think how good they would be if they had armour but if you look at the history of warfare a big part of it is technological advances the knights of the 15th century were vastly technologically superior to the knights of the 11th century plate armour and even partial plate was superior in terms of protection and mobility to the heavy chainmail hauberks and their associated heavy padding underneath that were worn at the battle of hastings by the late 15th century the knights were so well protected they could actually dispense with shields and start wielding two handed swords and axes which would be devastating the heavy plate armour is not as encumbring as people think it actually weighed a lot less for instance than modern soldiers actually carry on their backs in the modern age people who have tried it now talk about being able to do cartwheels in it an army of lightly armed and armoured troops no matter how enthusiastic could never do more than harass such a technologically superior army the dothraki could engage in guerilla type tactics but how long could they keep it up they would never be able to set up a camp or rest for more than a few hours in weseteros because if they stopped for longer the westerosi would obliterate them "
"26" "CharlieBronze" 2012-05-11 " heres a great map of westeros httpawoiafwesterosorgimagesee7mapofwesterosjpg although it may further perplex those bemused by certain characters ease of movement catelyn must be travelllng by wormhole in order to get from renlys camp in the south east shipbreaker bay area but never explicitly mentioned in the show to robbs camp in the far west probably around oxcross without having to negotiate kings landing and all the enemy forces in between its a minor gripe but the show is playing fast and loose with the convenient disregarding of aspects of the geography the world the show is set in again not explicitly revealed on the show but strategically its important to have an idea where robb is in relation to tywins host is at harrenhall "
"27" "PeachMcGee" 2012-05-11 " dont want to get into too much detail on this as im by no means an expert or even a novice but i dont think we have seen the dothraki dressed for warfare yet have we anyone so we dont actually know how heavily armed they would be although i have a feeling dothraki armour would be much lighter than westerosi armour it doesnt mean they have none at all anyway i just wanted to clarify something you raised that i find confusing  your assumption that the dothraki couldnt defeat the heavily armoured soldiers of westeros  doesnt this mean that in conflicts of westerosi vs westerosi no one ever wins or loses because their armour is totally impregnable surely there are pros and cons to both styles also i couldnt comment on the armour in the tv series as its not something i could recognise if i saw it but in the books many of the soldiers do wear chainmail hauberks i only know this as i had to look up hauberk i hope this doesnt come across as an attack just intrigued "
"28" "TheNorthRemembers" 2012-05-11 " ok thanks and apologies thats why i was asking i have read book 1 but not as well as you did  "
"29" "HuwLyanThomas" 2012-05-11 " the last time they were in rebellion against the crown and got smacked down hard this time theyre joining in a civil war which they probably think the north will lose  particularly now that there is another house throwing its weight against them while we saw robbs emotional response to the attack the loss of his secure base  presumable threat to his recruiting grounds and supply lines would be terrible military blows too i thought that the osha nuditysex scene was okay since it won her the freedom of the castle she wouldnt have found it so easy to kill a guard whod been told to keep her under lock and key however that does bring me to a troubling point how come the boys hodor and two very dangerous direwolves were not under lock and key "
"30" "Sinequanone" 2012-05-11 " mmmm the dothraki could cause some problems but i cant see how they could conquer westeros and also dont forget the weather  those bare chested dothraki wouldnt last a week of rainy westeros before fleeing back east d "
"31" "Joemanji" 2012-05-11 " the conversation about not being able to hide behind stone walls while the peasantry were slaughtered happened in season 1 cant remember between whom though  robert and ned maybe while arguing about whether to assassinate dany yeah in the small council meetings which are much expanded in the books i think "
"32" "Joemanji" 2012-05-11 " a little pedantic dont you think the discussions i am referring to happen in book one hardly spoiler territory i have deliberately avoided references to anything beyond where we are in tv show and believe me i could have answered some of the other questions on this page alone "
"33" "HuwLyanThomas" 2012-05-11 " was this discussion about the difficulties the dothraki would have in westeros  in the book or in a game  actually relevant to what we have seen so far for example did it take place prior to dany arriving at qarth the conversation about not being able to hide behind stone walls while the peasantry were slaughtered happened in season 1 cant remember between whom though  robert and ned maybe while arguing about whether to assassinate dany "
