"author" "date" "body"
"1" "Malkatrinho" 2011-05-16 " can i just say wait til you see episode 5 best in the series so far by miles if anything it actually improves upon the book absolutely loving this show "
"2" "JohnDear" 2011-05-16 " i think everyone on here at least as far as i understand it dinklage was the first actor cast and that fan sites had pretty much demanded him in the role "
"3" "Pillowhead" 2011-05-16 " only seen a few clips but am halfway through the book series tyrion most important character by far so why cast him so badly terrible from clips ive seen i glad you stipulated you hadnt watched in properly so far because that assessment is way off the mark i think everyone on here at least would agree hes consistently stealing the show "
"4" "SmartyMcFly" 2011-05-15 " sonnet22 your in a distinct minority with that one "
"5" "sonnet22" 2011-05-15 " only seen a few clips but am halfway through the book series tyrion most important character by far so why cast him so badly terrible from clips ive seen should have been big mick who played the white witchs dwarf in bbcs narnia series and had small part in episode of black books great actor "
"6" "JohnDear" 2011-05-13 " the articles do say somethings which might be regarded as spoilers though at least he confirms some things which dont necessarily need confirmation also why does he talk about syrio forel as a bravo and that hes teaching arya the bravos dance when its obvious forel is talking about a place braavos "
"7" "ElDerino" 2011-05-13 " just read the article  for me the point about tyrions exchange with theon is that he and robb are precisely the type to raise tyrions hackles young strong fit and the heirs to noble houses  in other words the precise opposite of the cripples bastards and broken things he has sympathy for for tyrion the opportunity to tweak someone like that using his own weapons of words and quick thinking is always very sweet "
"8" "SmartyMcFly" 2011-05-13 " sarahhughes i found the theon greyjoy refs a bit off kilter too  to me the scene felt more as though they needed to find an excuse for more theon exposure although some of the different aspects raised are interesting  and of course if flagged up theons status as a hostage despite the comfortable upbringing he is getting from the starks mind you any excuse for more tyriondinklage is always more than welcome later scenes between jaime and jory cassel outside the kings bedchamber also provided a bit of back story to theon and the greyjoys "
"9" "Werthead" 2011-05-13 " i think my description of true blood as trashy was miscontrued as a criticism and fair enough it usually is when that word is used i meant more that true blood very deliberately evokes a trashy or perhaps more accurately sleazy atmosphere even in its very title sequence and often plays things for shock value such as the headtwisting incident last year as entertainment it is often enjoyable but generally it lacks depth it doesnt really engage with the issues it skirts around such as the oppressed minority stuff mainly because it doesnt track as mentioned above since oppressed minorities arent by their nature usually killing people on a whim thrones ambition is to tackle the theme of power who wants it why do they want it and what happens when they get it or it is thrust upon them and they seem to have made a reasonable start though the books can engage with it more fully "
"10" "SarahHughes" 2011-05-13 " i would second smartymcflys post its a really good article and worth reading i dont agree with everything in particular the stuff about theon as i think its a little unfair of tyrion to call theon out when the decision was made for him when he was only a child admittedly its arguable that tyrion is trying to wake theon up and make him realise that the time for choosing sides rather than having them chosen for you is coming "
"11" "SmartyMcFly" 2011-05-12 " for anyone thats interested there is a really interesting article deconstructing the last episode cripples bastards and broken things  around the subject of bastards there arent any spoilers as such in it although it does lay out what has been discovered so far and may point out a few things that some viewers may not have grasped yet from the tv show httpwinterfellkeepcomsif104aspx "
"12" "spacegirlgail" 2011-05-12 " i thought this was a fantastic episode i am loving daenerys sp realising her power and understanding that her brother will never be a leader she is going to have to make her own life i am convinced that none of robert and cereis children are really roberts and that is why the discovery of roberts bastard is so important and worth killing john aryn over "
"13" "HN1C" 2011-05-12 " its ludicrous if you know its not true i was going to point this out to mr sunburst but arguing with someone who is intelligent and wilfully ignorant is more than i can handle today "
"14" "varsas" 2011-05-12 " additionally assuming the letters in the mathematical equation mentioned in the review of the 1st episode stand for characters weve met and im guessing who those are correctly and based on what we have seen so far the ned  cersei theory isnt any more ludicrous "
"15" "varsas" 2011-05-12 " by far the most hilarious theory about jon snows parentage is the one that claims that he is the son of ned and cersei ive read it on a message board somewhere and laughed for hours she kept giving ned awkward looks when she came to winterfell priceless as someone who hasnt read the books this theory makes perfect sense cersei does given ned a significant look upon her arrival and she refers to having lost a dark haired boy "
"16" "HN1C" 2011-05-12 " laugh all you want just dont type ive read a lot of your posts and you are falling over yourself to shoehorn in your exotv knowledge at every opportunity for gods sake man control yourself "
"17" "Sunburst" 2011-05-12 " in case you missed it 308 pm i wont laugh at crackpot theories any more i promise "
"18" "HN1C" 2011-05-12 " sunburst  just humour us ok "
"19" "Sunburst" 2011-05-12 " if you hear a theory and you as a person who has read the book dismisses it then yes that is a spoiler i dont understand why some people have trouble grasping that concept uhm could it be because a spoiler is a revelation of an important plot point and since nobody has revealed any important plot point in any of the four weekly threads so far in fact nobody has revealed any plot point at all  then nothing has been spoiled i agree its not necessary to laugh at crackpot theories but seriously this is a couple of steps away from me posting someone on a message board somewhere thinks cersei is actually viserys in drag  what a silly notion and then people saying how can you post such a spoiler its a theoretical possibility and by laughing at it you have now effectively ruled it out and ruined so much i wont laugh at crackpot theories any more i promise but some of you guys could also lay off with the hyperoversensitivity jokingly discrediting a totally ludicrous and nonexistent plot point that nobody on these threads over the past four weeks ever mentioned because its ludicrous among dozens of real plot points nobody spoiled and dozens of sane theories nobody confirmed or rejected will not ruin anyones pleasure of the show "
"20" "SarahHughes" 2011-05-12 " cornerswell excellent descriptions in particular man on horse who just explains stuff which made me spit out my coffee poor iain glen i like his explanations my husband finds them extremely useful given that hes also incredibly confused and last night was driven to try and explain the relationships by making a strange political parallel involving democrats republicans and donald trump dont ask it made little to no sense now as to the whole spoilers v non spoilers thing  i know this is really hard hell when im writing the blogs i find it really hard as i occasionally think oh i could write that and then remember that people wouldnt know if it they are new to the series and yes there are theories and interpretations that would be great to discuss with book knowledge but there are also tons of sites out there to do that this blog for better or worse is on the tv site of the guardian and is dealing with the tv show so the discussion should be limited to the show in question and not the source material although that said i dont really think that saying theres an element of magic is a spoilers  in the first four episodes people have referenced magic even if only to dismiss it it might not exist now but its clearly existed in the past which means its reasonable to speculate that one day it might exist again "
"21" "HN1C" 2011-05-12 " sunburst  if you hear a therory and you as a person who has read the book dismisses it then yes that is a spoiler i dont understand why some people have trouble grasping that concept if you cant grasp it and it confuses you best to just totally shut up and avoid pissing people off or you could just restrict your comments to the tv show "
"22" "cornerswell" 2011-05-12 " i am really enjoying the series but im finding that if you havent read the books its virtually impossible to remember all the weird  wonderful names making it very difficult to discuss so in our house weve resorted to using the following evil blondie incest couple fat king horse people man on horse who just explains stuff blondie on horse who keeps losing her clothes sean bean and sean beans wifedaughterbastard son etc its exhausting and every week there are more but ive looked up how to spell tyrion lannister just to say that hes the best thing in it by far steals the show every week "
"23" "SmartyMcFly" 2011-05-12 " sunburst dont particularly want to get embroiled in a discussion on this  but in one of your comments you effectively ruled out a particular theory  that to my mind is a spoiler not a major one but viewers should be left to their own devices in deciphering the plots doesnt bother me ive read the books met some of the cast and crew discussed the plot at length with other fans at meet ups etc but this blog is read by those new to the show "
"24" "Sunburst" 2011-05-12 " oh come on spoiler by stealth honestly now so any time someone on another website makes a completely random silly theory that makes no sense to 999 of viewers in fact so silly that nobody had mentioned it here in the four weeks since the show went on air and somebody says oh thats silly  thats supposed to be a spoiler i agree its not necessary for me to report every silly thing i read somewhere and find funny and i wont but really this terror of nonexistent nonspoilers is a bit daft someone above was accused of spoiling because heshe said that there was an element of magic to this fantasy tv show seriously people chill out not a single thing was spoiled in this entire thread "
"25" "SmartyMcFly" 2011-05-12 " sunburst can i politely request that you stop with the spoilers by stealth book readers of which i am one have a responsibility not to give anything away here even if it is in mocking others theories  it effectively confirms  rejects theories that are being put forward here "
"26" "Sunburst" 2011-05-12 " also tinyfemalewriter no reason to be so upset regarding the mention of magic weve seen it in the first scene of the first episode dead people rising huge creature white walker with ghostly blue eyes surely that counts as magicalparanormalsupernatural also the creepy nanny mentioning pale spiders big as hounds viserys telling us that dragons once existed and the fact that the current summer is ten years long and that there was a winter that lasted a generation its obviously a world spiced up with a little bit of magic dont you agree so nothing has been spoiled "
"27" "Sunburst" 2011-05-12 " by far the most hilarious theory about jon snows parentage is the one that claims that he is the son of ned and cersei ive read it on a message board somewhere and laughed for hours she kept giving ned awkward looks when she came to winterfell priceless "
"28" "SarahHughes" 2011-05-11 " drquinzel great call on carnivale i thought i was the only person who liked that show also great call on the drinking game i might have to institute an unlikely brit spot of the week bella79 and elc153  im always torn about the one true heir as a plot on one hand its a cliche and martin doesnt like them as weve seen so far so it would sort of annoy me if that turned out to be the case on the other i like jon and kit harrington is really selling the character so part of me wants it to be true even though it is a cliche "
"29" "Pillowhead" 2011-05-11 " bella79 and elc153 im rooting for the one true heir theory for jon though if it is i reckon it wouldnt be revealed until about book 6 theres just something about the character  no disrespect to george martin meant but the troubled young bastard who strikes out on his own nearly always ends up being the one true heir or something equally important there would be a beautiful irony in that after all the crap hes taken for being neds bastard the sister angle could well be a good one "
"30" "Bella79" 2011-05-11 " elc153im rooting for the one true heir theory for jon though if it is i reckon it wouldnt be revealed until about book 6 theres just something about the character  no disrespect to george martin meant but the troubled young bastard who strikes out on his own nearly always ends up being the one true heir or something equally important "
"31" "elc153" 2011-05-11 " sarahhughes  pillowhead his blood  wasnt neds dead sister down in the crypt wifeinvolved with king robert could he turn out to be true heir and ned was keeping him away from the king probably not but theres so many theories you could develop around jon snow "
"32" "SmartyMcFly" 2011-05-11 " greenstrings i guess it depends on which way you look at it reading books first wrecks watching it on tv watching tv first wrecks book reading experience although as this is a tv show blog i guess tv trumps books sarahhughes i would agree with the comparisons to deadwood  which was also a genre bending show  with complex characters and power struggles where i think deadwood currently exceeds got is in the context of the setting deadwood was able to be played tightly as it took place in such a restricted location that claustraphobia really helped to rack up the tension on genres more widely  i would place true blood as emosoaphorror it doesnt really play on the horror too much  it is never really frightening and also overplays some of the soap elements true blood hit the screens at just the right time to ride the twilight  emo  vampire fetish tidal wave which explains its huge popularity "
"33" "HN1C" 2011-05-11 " the drill seargent guy  looks like they have taken some minor charachter from corrie thrown him down a well for 6 months and given him nothing but crystal meth to live on the results are intriguing "
"34" "DrQuinzel" 2011-05-11 " ah how quickly people forget game of thrones and true blood arent the only hbo fantasy shows  they did carnivale a few years back a brilliant clash of good and evil although you rarely know which is which set during the american depression its not very comparable to either got or tb but it is one of the best tv programmes ive ever seen with incidentally another scene stealing dwarf in it im thoroughly enjoying got so far it just reeks of quality i agree that the dothraki scenes are probably the least engaging so far but harry lloyd always makes them worthwhile as the hissyfitting viserys i find tyrion and ned are the characters i keep wanting to return to surely some sort of drinking game can be created out of spot the unlikely brit so far my favourites are hollyoaks bird and chris from skins i was thrilled to see joe dempsie pop up though  i always thought he was the best actor in a strong skins year one cast and had been unfairly overlooked by british tv and now hes on hbo well done him "
"35" "Pillowhead" 2011-05-11 " on another note one of the best moments in this weeks episode i thought was the scene at the start of the joust where robert is drinking and looking grumpy as hell then announces they need to start before he pisses himself the oh god not again look on the queens face was priceless "
"36" "UninventiveName" 2011-05-11 " neither here nor there really but in case youre interested wikipedia for what its worth defines true bloods genre as supernatural or horror apparently being disctinct genres from fantasy "
"37" "UninventiveName" 2011-05-11 " ive got to agree that there isnt much point comparing game of thrones to true blood clearly they are in the same genre but thats only because fantasy is a ridiculously broad genre i wouldnt really compare tolkien to pratchett for example i agree that the deadwood comparison is fitting  everyone with their own agenda different factions at odds with each other and no character you can wholly trust genre is a useful way of pigeonholing a programme but if youre comparing themes and intent then its not necessarily that useful as someone said above i wouldnt use the bill as a reference point to discuss the wire i think its also arguable that true blood is as much soap as it is fantasy as a side point i also think the god hates fangs etc in true blood is very throwaway and its not a metaphor thats really explored in any meaningful way by the programme beyond the first 2 or 3 episodes of the first season not that true bloods lack of seriousness is a flaw its a good show anyway i have enjoyed game of thrones a lot so far although i have to say that the last episode while enjoyable was very heavy on backstory and a bit clunky at times hopefully from episode 5 or 6 onwards they will have got all the expositional heavylifting out the way and can concentrate on the story for the rest of this season and seasons to follow also cant wait for what must surely be the inevitable hatching of the dragon eggs they cant tease us for this long about them long shots of the eggs stories about dragons and how none exist any longer without some sort of pay off "
"38" "MoreTears" 2011-05-11 " sarahhughes well i certainly dont want to say you cant ever compare one drama with another drama of a different genre i suppose it is true that i usually see comparisons begin within a given genre and only later expand outside of it for example when boardwalk empire started people compared it to the sopranos organized crime when the pacific aired people compared it the band of brothers world war ii i was just surprised that the first thing i saw got compared with was boardwalk empire when i was expecting people to think of it in relation to true blood even if their thoughts were that it is much different than that other hbo fantasy series in a number of ways "
"39" "TinyFemaleWriter" 2011-05-11 " albinodirewolfdo not not not tell us what is in the books dont you think it would have been more interesting for us to discover there is magic by seeing it rather than having you blurt it out same goes for homosexuality or anything else that hasnt surfaced yet in the series "
"40" "MoreTears" 2011-05-11 " hn1c shows are classified by genre not tone i am sorry if you think that is silly but it is the convention and not one that i am going to quarrel with "
"41" "SarahHughes" 2011-05-11 " moretears i think youre right to point out that people seem unnecessarily sniffy about certain genres and even sub sections within that genre but i still dont completely buy the argument that you should only compare game of thrones to true blood because they are both fantasy as i mentioned above i think the hbo show it is closest to is actually deadwood subversionreinvention of an occasionally dismissed genre struggle for control generally populated with horrible people who are trying to do each other down set in place where largely horrible things happen and i do think its possible to argue that boardwalk empire does have a similar obsession with power and control although there are obvious differences i dont think the comparisons are being made because its the last flagship show but rather because most hbo shows are obsessed with similar themes underneath their trappings greenstrings i feel this blog should carry a warning step away from the books until the tv show is done redwinter thank you and great call about the themes of this week i really enjoyed the post that last scene was great  its interesting to see where loyalties will fall next week i cant imagine that robert will be pleased with catelyns actions somehow "
"42" "HN1C" 2011-05-11 " completely disagree with more tears tb and got are totally different in tone style almost every aspect the only thing that they are similar in is the as you say extremley broad umbrella of fantasy the actual subject matter is far less imprtant as how said subject is portrayed i dont think anyone is being sniffy towards the genre or subgenre just acknowleging that got is far more complex than tb i dont think tb aspires to be as serious as got at all its like comparing the bill to shadown line  both cop dramas but in reality a much better comparison for shadown line would be state of play  different genre but still much more similar thats the problem with genreheads its all about the genre "
"43" "MoreTears" 2011-05-11 " thefatcaptain comparing got and tb and noting the differences in tone is perfectly fine the process of comparing is not meant to yield the conclusion that two things are the same this whole discussion began with me saying it makes more sense to compare the new hbo drama with another hbo drama in the same broad genre fantasy  if one wants to make comparisons at all rather than immediately making comparisons with boardwalk empire the subject matter of which is just so far removed from that of got in my opinion frankly i think boardwalk empire came up in this thread because of how recently it aired on sky atlantic and now got has taken over as sky atlantics flagship show and about the whole vampireshomosexuals thing in tb surely the metaphor isnt gays are like vampires as much as normal society treats gays like monsters or if it is a bit much to say normal society at least the southern us society in which true blood takes place i believe gay sex is still on the books as a criminal act in most of the southeastern us "
"44" "TheFatCaptain" 2011-05-11 " surely the reason why true blood and got arent comparable is the tone true blood doesnt take itself very seriously at all whereas got clearly does neither being bad things in my book you acknowledge the metaphor in true blood of nonhuman species  minorities in our own society and discrimination against them god hates fangsgod hates fagsgays and that alone probably raises tb over got by certain standards of seriousness that metaphor is there but its pretty forced and not to be taken as a major point of the show in my opinion the vast majority of vamps that we are shown in true blood are powerful cold blooded killers and even the ones who are nice tend to kill too and hardly provoke sympathy for a suppressed minority if most gay people effectively had super powers and went around slaughtering straights as a matter of course i think even the most ardent leftie would struggle to campaign for them anyway thanks to those who mentioned the hbo and wiki guides  i still need to work out who a few of the names are "
"45" "Pillowhead" 2011-05-11 " sarahhughes good point although i suppose the fact that hes his blood doesnt necessarily mean he is neds son per se could be neds dead brothers or fathers boy i accept this could be clutching at conspiratorial straws but still its fun "
"46" "greenstrings" 2011-05-11 " well ive ruined it read the first two and i really wish i hadnt "
