"author" "date" "body"
"1" "lemonlace" 2014-05-12 " littlefinger was brought up by hoster tully alongside catelyn starktully lysa arryntully and edmure tully they were raised a little like siblings i think hence why robin sees petyr as an uncle its a bit frustrating that lysa is so often written off as mad shes damaged and had an awful childhood theyve mentioned it only briefly in the show but she was in love with petyr and of course petyr was in love with cat at some point a presumably teenage petyr got drunk and then slept with lysa mistaking her for her sister lysa fell pregnant and her father forced her to have an abortion against her will i think shes forced to drink a potion and so loses a child with the man she loves although who doesnt love her back lysa was never the same after that and its a pretty horrific story she was then forced by hoster to marry a very old man who required a child but not a wife jon arryn i just feel very sorry for lysa shes been in love with petyr all this time and seems to really trust him it also might explain robins strange behaviour too "
"2" "realstokebloke" 2014-05-12 " wubbleu "
"3" "realstokebloke" 2014-05-12 " mmm actually not sure it does look like the union flag and if it was meant as that does that make the lannisters the republicans the boltons mrs ts tories and ser dontal geo wubblyu scary "
"4" "DeleteThisPost" 2014-05-12 " i think hes probably dead though i was also hoping that he had somehow escaped but it is worthing considering that just because arya believes him to be dead doesnt necessarily mean that hes actually dead heck a whole lot of people are convinced that shes dead "
"5" "doncobaino" 2014-05-12 " i always hoped the syrio forel the water dancer had somehow escaped "
"6" "Simon Thomson" 2014-05-12 " odd or just effective that the moment we find out baelish has coordinated everything from the getgo is the same moment as he starts to lose control he needed to snog the face off maddaunt mcgregor and he had to marry her too nice plotting i think to stop any character from ever seeming totally in control of the game as becomes dull with dany occasionally "
"7" "Simon Thomson" 2014-05-12 " it feels more like the 1000s or earlier than the 1400s to me i know theres a lot of war of the roses malarkey spoken about it but the religious pluralism uncertainty about how powerful women are allowed to be and complexlyconflictedallied nations are much more like the anglosaxon  scandinavian  ottonian world than the high medieval period which would fit with the weapons as you argue "
"8" "Simon Thomson" 2014-05-12 " everywhere in the world they hurt little girls cersei gets all the best most painful lines at the moment shes becoming a character too complex and damaged for her actor and writers "
"9" "Simon Thomson" 2014-05-12 " sos shakespeare and chaucer and im a lecturer in english lit content is irrelevant its style and form that creates value "
"10" "Simon Thomson" 2014-05-12 " cut from dany to baelish talking about how impregnable the eyrie issurely thats the show doing its own spoilers i havent read the books but there must be some form of climax where petyr thinks hes won and sits laughing on a pile of bones only to be incinerated by an angry dragon "
"11" "rickyredmanc" 2014-05-12 " lord walder of house frey and brienne of tarth would be interesting "
"12" "YoothaJoyce" 2014-05-11 " hangs head in shamei wish the blackfish was really a pirate though "
"13" "pookiesu" 2014-05-11 " lysa had said in an earlier season that jon arryn wanted to send their milksop son away as a ward of insert character name here i cant remember to toughen him up certainly gave her the motive  now we hear that littlefinger provided the means "
"14" "pookiesu" 2014-05-11 " the melting down of ice has bugged me all along pretty sure enough characters have banged on about valyrian steel being readily identifiable by its repeated foldinghammering leaving a telltale watermark ripple on the surface therefore melting it down  casting it in a mould would totally lose the original look of the thing wouldnt it so how does everyone still recognise it for valyrian steel other than that it seems to be exceptionally shiny "
"15" "NZerDan" 2014-05-11 " i dont know why folks keep knocking affc and adwd they both stand up well in the overall story and grrm lets us into a lot of character motives having a reread of adwd now and it is full of tension the series has not quite managed to reach imo "
"16" "aduguid1" 2014-05-11 " that was terrible thanks mildred "
"17" "Clariana" 2014-05-10 " i really think they are equal opportunity jokers tis all "
"18" "realstokebloke" 2014-05-10 " you may well be right and i seem to remember they got caught out with the george wubbleu head on a pike thing claiming it was a budget constraint that meant they had to recycle old heads no sniggering at the back so i think it was georges head model of obvs  not just a resemblance  they even issued an apology  denial that they were antibushist indeed twice no  neither did i clock ser dontal floss as captain america tbh what are they trying to say there if so nor the flayed union jack so make that thrice a shameful 210 for observation and must try look harder here then "
"19" "YoothaJoyce" 2014-05-10 " it seems the blackfish has taken to the high seas and pocketed the advertising mans shillingi miss him too links a go go here httpwwwyoutubecomwatchvohpf09ho6qs "
"20" "JustTimThen" 2014-05-10 " best got joke ever "
"21" "StephenRedmayne" 2014-05-10 " im becoming obsessed by the iron bank of braavosi am too  i was left wondering what means to they have of enforcing repayment of their debts if tywin lannister thinks them something to fear i truly look forward to finding out why "
"22" "YoothaJoyce" 2014-05-10 " you just know hes going to be fabulous in this i cant waiti suspect he may veer more towards a slightly mycroft playing of the role but s one commenter has already mentioned im so sorry i cant remember exactly who to attribute this to it would be heaven if he somehow decided to play the role as glen bulb from nighty nightshall i try one of my usual epic fail links oh go on then  httpwwwyoutubecomwatchvmrpkrkyvvta "
"23" "aduguid1" 2014-05-10 " blackfish where are you "
"24" "Dryhtscipe" 2014-05-10 " yeah havent they heard of trains "
"25" "Dryhtscipe" 2014-05-09 " a bet in which tyrion supposedly bet against jaime sounds legit "
