"author" "date" "body"
"1" "Ben Corroon" 2013-06-28 " the show is so awesome i cant wait for the next season waiting is like sitting on some kind of burning hot metal thing that hurts lol ive just finished the last book in the series too so it will be a while before i can get my got dose httpmmoplaycommmoblogwhatwewanttoseeinagameofthronesmmo i guess i could try out the new mmo browser game theyre coming out with not sure how it will be though  article above talks about it i dont think anything can live up to the show though  "
"2" "ntofr1" 2013-06-25 " thats funny is there one for the ladies if harry lloyd and oona chaplin got together they should get a pet chimp dressed in a tramp suit "
"3" "Fisher Mansfriend" 2013-06-25 " cant wait for the next season i was looking for fun facts about the cast of the series and i found this post httpgameofthronesfactscom34funfactsyoudontknowyetaboutthemenofgameofthrones some facts really are hilarious  "
"4" "alioco" 2013-06-24 " rory mccann plays the hound "
"5" "ntofr1" 2013-06-21 " beginagain "
"6" "ntofr1" 2013-06-21 " yes "
"7" "ntofr1" 2013-06-20 " noooooooooooooooooooooo "
"8" "guyeverton" 2013-06-20 " thewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewirethewire game of thrones got a lot better this season but it still has some awkward cliched dialogue still has some unconvincing acting and still has some unnecessary unimaginative nude scenes the wire contains none of these weaknesses it is a beautifully scripted acted and plotted account of the baltimore chessboard there may be other shows that attain this kind of perfectionist calibre but got is not one of them "
"9" "singist" 2013-06-20 " urgh last night i had a dream that lysa tully had been recast for season 4 and the new actress to play her was miranda from sex in the city "
"10" "Drgonzo123" 2013-06-20 " is it april yet "
"11" "zombiedeadhead" 2013-06-18 " 5432hun  and so my watch begins "
"12" "5432Hun" 2013-06-17 " diddleydum  focus on the positives    only 40 weeks to go until s4 now "
"13" "5432Hun" 2013-06-17 " deletethispost  absolutely all my own work and dont let don henley tell you any different "
"14" "DiddleyDum" 2013-06-17 " the first monday without an episode to watch bereft doesnt begin to cover it "
"15" "MRONeill" 2013-06-17 " scandibaby  i had to stop myself from logging on this morning dont know why im here now  nevertheless until we meet in april 2014 "
"16" "Desertann" 2013-06-17 " the scenes with theon never felt right it just never seemed to me that here was a man suffering excruciating torture the actor seemed too physically strong especially in that last scene "
"17" "DeleteThisPost" 2013-06-16 " 5432hun 14 june 2013 1142am welcome to the hotel vaalyriasuch a lovely place such a lovely placefor a master raceplenty of room at the hotel vaalyriawhat a nice surprise what a nice surprisea song of fire and ice wow thats fraking brilliant please tell me you wrote that or if not tell me where you got it "
"18" "DeleteThisPost" 2013-06-16 " quintssharktours 12 june 2013 151pm dont worry guys as long as we keep watching the show will carry on just have a big swig and rewatch the first 3 seasons and then buffy and firefly and west wingthrones is definitely in my top 5 though damn those are three really good shows though i imagine that not putting battlestar galactica in that list was just an oversight heres a recommendation of a few good shows that never really got their due southland kings and studio 60 on the sunset strip i just realized that all three of those shows were screwed over by the same network nbc god they suck "
"19" "DeleteThisPost" 2013-06-16 " nico123 13 june 2013 1249pm the strongest season so far for me im seriously considering placing a bonkers bet on maisie williams winning an oscar at some point like pretty much everyone else whos seen got im totally taken by maisie williams performance a great bit of acting by a child certainly doesnt guarantee a long and storied career on the screen but i certainly hope that we get to see more of her outside of her turn as arya "
"20" "DeleteThisPost" 2013-06-16 " paddyalmunia 13 june 2013 108pm im interested in what the gods have in store for the freys theres only one god and his name is death or maybe its the lord of light damn i get confused sometimes oh well death lord of light the sevenwhichever god is real hesheit probably isnt a fan of the freys "
"21" "DeleteThisPost" 2013-06-16 " doncobaino 13 june 2013 241pm just back from the exhibition in belfast stop justjust stop right there im too jealous to put it in words "
"22" "suziebee" 2013-06-16 " what about people who tried to read them but found them poorly written so sacked it off "
"23" "NZerDan" 2013-06-16 " clouddog23  dare i say it winter is coming "
"24" "dsm3" 2013-06-15 " 5432hun  thanks a lot for the expo "
"25" "Rescue" 2013-06-15 " this comment was removed by a moderator because it didnt abide by our community standards replies may also be deleted for more detail see our faqs "
"26" "ntofr1" 2013-06-14 " 5432hun  hehehe lyrics from song witchy woman are quite apt for melisandre hotel valyria might be my new fave though "
"27" "Anduin" 2013-06-14 " id285712  my comment seems to have been removed due to spoilers so ill try to keep things spoiler free i assume that talking about book names and future filming order is fine season 4 will deal with the second part of a storm of swords with possibly some events from other books this will be filmed soon and it will be shown in 2014 it has been heavily hinted that series 5 2015 and 6 2016 will deal with the events of a feast for crows and a dance with dragons as they take place at the same time that gives grrm enough time to finish book 6 the winds of winter so it gives enough time to include it as season 7 2017 this is where time starts running out at the current pace of writing i cannot see how grrm will have published the last book a dream of spring by 2016 this really is needed if we want the book to be turned into a script and be ready for season 8 to be released in 2018 it might happen but its going to be tight i hope im wrong "
"28" "Ctid1977" 2013-06-14 " redcat21  just so "
"29" "NomNomme" 2013-06-14 " marccunningham  im not always too keen on my siblings but i think i wouldnt want to see them cut up and send to my parents in little boxes either "
"30" "anonnyscouse" 2013-06-14 " sunnyone  there was surprisingly for got no nudity in the doreahdany scene so they could do that if they go ahead with the later scene would still require the ageing up of missandei to cover the dead in the show handmaidens role even without nudity "
"31" "anonnyscouse" 2013-06-14 " sunnyone  be a waste of time training as a midwife sorry "
"32" "alutacontinuaTC" 2013-06-14 " sarahhughes  first time poster yes at the end of the season the dany thing for me is more about the i dont own slaves bull shes trying to convince herself of she has them waiting on her hand and foot watching the show missandei is her slave im sure dany can wash herself and rub herself down without helpi believe youve brought it up before with regards the whole liberatorconqueror complexityin my opinion shes simply substituted the slave term for adoring subjects "
"33" "sunnyone" 2013-06-14 " scandibaby  ps  how did you know about dany bodysurfing melisandre saw it in the fire and told him about it "
"34" "sunnyone" 2013-06-14 " anonnyscouse  now i come to think about it it was entirely appropriate that mia wanted to play at being a doctor "
"35" "sunnyone" 2013-06-14 " anonnyscouse  i wasnt sure whether there had been any girl on girl action on tvapart from the strange sexposition scene when littlefinger was teaching the girls how to do it series 1 was a long time ago now but yes i remember dany being miserable and lonelywell you would be wouldnt you but i bet shell hate herself in the morning  "
"36" "5432Hun" 2013-06-14 " ntofr1  welcome to the hotel vaalyriasuch a lovely place such a lovely placefor a master raceplenty of room at the hotel vaalyriawhat a nice suprise what a nice surprisea song of fire and ice "
"37" "HarryPowell" 2013-06-14 " napalmfacewipes  im not knocking dotrice who was excellent just that he was given an impossible task "
"38" "anonnyscouse" 2013-06-14 " sunnyone  as long as mellisandres not your nurse you should be ok "
"39" "anonnyscouse" 2013-06-14 " sunnyone  youre thinking of the scenes with doreah that were in book 1 theyve been featured on the series already the scenes im referring to were a different handmaiden in book 3 or 4 when she was thinking about daario at night "
"40" "ntofr1" 2013-06-14 " napalmfacewipes  indeed i rather enjoy the audiobooks roy dotrice was originally cast as grand maester pycell as you mention his ill health prevented this "
"41" "doncobaino" 2013-06-14 " sunnyone  i think its on until monday it really is worth the visit its free for one thing and you get to see the time and effort that has gone into the costumes and props yeah i was on the iron throne had to be done "
"42" "ntofr1" 2013-06-14 " 5432hun  thats reassuring because it means they can just sit around waiting for the eagles to turn up and save the day im not sure how much help the gang will get from really long guitar solos at this point "
"43" "ntofr1" 2013-06-14 " sharpmango  actually my apologies mangoimorris i do have the advantage of foreknowledge from the books and forget sometimes that the tv viewers dont have this its rather arrogant of me really "
"44" "Cosmonaut" 2013-06-14 " scandibaby  do you really think there were no psychopaths in the past of course not but its nonsensical to imprint current behaviour classifications on historical events or fiction heavily based on historical events as is got a case in point  killing prisoners after a battle this is clearly beyond the pale now but historically it was not considered to be the crime that it now is given that in many instances it was an issue arising from lack of resources one of the kindest acts with regards to prisoners relatively speaking in history is what the byzantines did after battles in the balkans  they would fully blind every 99 prisoners and the hundredth would be blinded in one eye so he could lead the others home its easy  and intellectually lazy  to class this as the orders of a psychopath but really it isnt anything of the sort "
"45" "ntofr1" 2013-06-14 " sharpmango  except that sam and his brothers had not travelled anywhere since arriving at the fist and the wall doesnt contain large swathes of black rock as can be seen all over the fist in the wide shots i concede there is one shot that could be misleading but i guess well have to agree to disagree "
"46" "sunnyone" 2013-06-14 " scandibaby  i didnt know that poem its wonderful ive copied and saved it shamefully all i know of robert frost is that he said home is the place that when you go there they have to take you in "
"47" "sunnyone" 2013-06-14 " ryan brighton  well you cant see me flouncing out the room but im sure you can picture it i shall go into the garden and eat worms big smile hang loose ryan see you next time xxx "
"48" "sunnyone" 2013-06-14 " scandibaby  exactly ffs if tyrion was a bastard tywin would have had a cast iron reason to disappear him at birth ryan my sweet it is a loony theory sorry "
"49" "sunnyone" 2013-06-14 " scandibaby  whos a stalker 14juillet no no she was on the spiral blog too saying more or less the same thing that was another programme where a lot of commenters were prepared to ignore plotholes and minor annoyances because we were enjoying it so much so its a bit of a downer when someone comes along and says i think its boring its not doing it for me but thats ok we dont all have the same taste however what touched a nerve here was the ops little sarcastic digs bran has been carried about 50 meters etc its a tad provocative when were all such fanboys and girls "
"50" "sunnyone" 2013-06-14 " thecoordinator  i shall be watching wolf hall with interest but mark rylance really wouldnt have been my choice as cromwell its bbc isnt it so at least there wont be ad breaks thank the lord for that "
"51" "sunnyone" 2013-06-14 " anonnyscouse  as a result of that im going to be very wary next time im in hospital honestly "
