"author" "date" "body"
"1" "Bluegoat" 2014-04-14 " deep inside he sees himself as a pathetic little fat man "
"2" "trizzer" 2014-04-13 " i think we all know the reason he does that httpwwwyoutubecomwatchvnehbqaonnjq "
"3" "trizzer" 2014-04-13 " its a bit of a cliche no "
"4" "trizzer" 2014-04-13 " i bet the script writer enjoyed that well acted all round sportsmen "
"5" "S Snips" 2014-04-13 " this is so true what makes the show fantasy yet believable "
"6" "DeleteThisPost" 2014-04-13 " in what world was the procurer naked since when showing a shoulder count as nudity unbelievable the procurer wasnt naked yet oberyn wanted him to get naked but he didnt get a chance to strip before they were interrupted i liked the old dario naharis at least he was extravagant this want is completely forgetable i also liked the old dario i know that the internet was abuzz with negativity with the previous actor but i liked him the character was supposed to be extravagant and minus the outrageous clothing and hair as in the books i thought that the casting was good unfortunately for us the original actor was offered jason stathams role in the transporter series of flicks and i cant really blame him for taking the part a relatively unknown actor just doesnt turn down big bucks in a big hollywood action movie the new guy seems okay but hes pretty vanilla compared to the first guy though he is better looking and thats going to come into play at some point dont understand cerseis behavior towards jaime explanations wellcome cerseis reaction to jaime may not exactly mirror her actions in the book and in that sense i dont really get it yet either so i guess well just have to wait to see how their relationship plays out "
"7" "PaulieB" 2014-04-12 " delighted to have it back and now in the position of having read all the books i can now relax and fully enjoy what could be the best season yet should keep me going when true detective finishes tonight sob "
"8" "0011001101010" 2014-04-12 " the ones we see are mainly from little finger establishments which are the highest end pleasure houses as soon as the employees show any kind of deterioration im sure hed throw them away or let them slide down the chain until they end up toothless and working for a bowl of brown in flea bottom overseas in bravos tho ladies of the night may rise to fame and fortune "
"9" "ntofr1" 2014-04-11 " oh god yeah "
"10" "Rod Boyle" 2014-04-11 " destinys dad mongrels "
"11" "MooseandSquirrel" 2014-04-11 " on that notebest wishes to wilko johnson "
"12" "Laffin" 2014-04-11 " the new daario is a big negative in our household he looks far too generic the first actor made my better half sigh at his beauty he looked capable of seducing a queen this one looks better at seducing a rat "
"13" "MooseandSquirrel" 2014-04-11 " i liked the old ilyn payne the new one is clearly the shows weakest link "
"14" "longtimelurker93" 2014-04-11 " maybe it has something to do with her sleeping with lancel im not sure either "
"15" "Jez Holland" 2014-04-11 " he was definitely going through the book the from front to back but you may be correct about their use of ser arthur "
"16" "Jez Holland" 2014-04-11 " mandy patinkin is the dream casting especially as he is too old to play the red viper and cement the inigo montoyaness of the character "
"17" "utterflanker" 2014-04-11 " with mrs flanker who cares not for the world of got away for a bit ive finally been able to catch up on the episode and the blog welcome back btw plenty of smart comments here so not much to add really but for what its worth highs the tavern scene obviously especially the dialogue but also aryas emotionless face as she watched the effect of needle also her little selfsatisfied smile at the end  was it because shed exacted some revenge or because shed finally got her pony maybe both jon finally growing a pair the details jaimes little wave the joffrey statue yes the red viper and the candle lows daenerys ive given her storyline the benefit of the doubt for three seasons now but wandering about in the desert is getting a bit old if i wanted that id read the bible the absence of stannis i have to wait another week "
"18" "seriouslyconcerned" 2014-04-11 " actually arya has been reminding me of inigo montoya lately "
"19" "Pepa01" 2014-04-11 " in what world was the procurer naked since when showing a shoulder count as nudity unbelievable i liked the old dario naharis at least he was extravagant this want is completely forgetable dont understand cerseis behavior towards jaime explanations wellcome "
"20" "mixxy1" 2014-04-10 " sorry plumradio i was just talking drivel "
"21" "BeheadtheRoyals" 2014-04-10 " great episode im sort of liking more the series than the books long pov chapters which apparently will never reach a conclusion ending and closure back to the telly and having read the book id love to turn you on i found meself very nervous about the events to come in season three some scenes names and characters were different than the books is the same pattern going to repeat in this current season if so i cannot wait "
"22" "Sinequanone" 2014-04-10 " i dont think glossed over just the casual way tywin has done it shows his ruthlessness "
"23" "davidjones2492" 2014-04-10 " the intercutting was all about the sword ice neds sword was the ceremonial valyrian steel blade of the starks which he used to execute the deserter it was also the weapon that killed him this was what tywin was having melted and reforged at the start in regard to the deserter that blind panic took him all the way down to winterfell which is several hundred miles south of the wall ned had plenty of compassion but if every deserter was shown leniency the nights watch would be emptied overnight with every raper murderer and god knows what else trying their luck going south "
"24" "ciwstudent" 2014-04-10 " there has to be a lot of magic in diecasting swords as shown here normally they are forged which means that a bar of steel is heated up and then folded over its self again and again a bit like puff pastrybut heyho its a series with dragons in it im not going to let my nerdiness spoil it "
"25" "brendanbilbao" 2014-04-10 " well i cant flipping well remember whos who or what happened three seasons ago am i alone "
"26" "pdboxer" 2014-04-10 " hi none of my friends or family watch got no matter how hard i pressure them so i needed somewhere to chat about it hi there i have one family member who watches it but either due to busyness or preference tends to watch episodes in bundles ie hasnt watched this first one but in a months time will just watch 4 in a row or something  no good for me to discuss with "
"27" "MooseandSquirrel" 2014-04-10 " so it is good to see ill get to virtually meet new folks like yourself on here hi none of my friends or family watch got no matter how hard i pressure them so i needed somewhere to chat about it "
"28" "shellac" 2014-04-10 " it reminded me of boosting in sport deliberately preparing himself for the sudden violence boosting works by tricking the body into a state of high blood pressure and heart rate with an increased utilization of oxygen improving the athletes performance loved the scene "
"29" "Grotesque" 2014-04-10 " it seems cruel that all his heroic deeds  like actual heroic deeds rather than myths people will tell  have gone unnoticedunseen but joffrey having never done anything brave or heroic in his life is having statues built and will no doubt have pages when all is said and done its an interesting comment on fame history and heroism "
"30" "Grotesque" 2014-04-10 " it has not adverts in america so i assume that if it is running a simulcast it will be shown as is i dont remember there being adverts in the sky go showing "
"31" "ID2250637" 2014-04-10 " that was supposed to be a reply to the post directly above "
