"author" "date" "body"
"1" "TheNorthRemembers" 2012-05-21 " if you wish to discuss the series in tandem with the books please take a look here httptalknotthetalkcomdiscussionlist12604start380pagesize20 thanks it makes interesting reading may contribute though wary of spoilers  "
"2" "MissGlenghis" 2012-05-20 " sorry  dont mean to spam i have reported myself and asked for the post to be deleted hadnt realised i had already posted that once on this episode "
"3" "MissGlenghis" 2012-05-20 " if you wish to discuss the series in tandem with the books please take a look here httptalknotthetalkcomdiscussionlist12604start380pagesize20 i mention this not because i wish to draw people away from the excellent cif but because i know a number of people who have read the book feel frustrated that they cant mention their book knowledge in a blog such as this and the thread given above is set up for exactly those people "
"4" "TheNorthRemembers" 2012-05-20 " well i see that the blog having been frozen for 3 days since 17 may has been released again for posting shame we could have had a good linear discussion  no spoilers here but having continued reading book 2 only a third of the way through so not up to the tv series point at all i can see a lot more detail than in the fimed version inevitably much has been left out but the film is very faithful to the books and i get a lot of depth to the story from seeing the portrayals on screen there are just so many characters and scenarios taking place id love to see a timeline or zone that would help me fathom who is where and when and bannerman or obligated in relation to whom the appendices in the first two books help though not really in terms of time and place i am also yet to fathom the aura surrounding roose bolton and his bastard there have been rather cryptic references on this blog  have i missed this or has bran not yet confirmedrecalled the time he was thrown by jaime from the tower everyone else in westeros  and in winterfell even  refers to the jaimecersei incest and joffrey and his sibs being the product but i dont recall that bran has actually mentioned it yet maybe its just an aspect that has been left out seen as redundant also the dagger that was used to attempt to kill bran  that was originally claimed by lord baelish to belong to tyrion but there seems to have been no further reference to its ownership in the tv series about the search for arya  its tyrion that sent men to look for her  i mean to have arya as well i have men searching to which varys replies searching is not finding so was it gendry roberts bastard son that cersei sent the mountain and others to search for not arya as well i presume there are therefore two lots of people looking for her "
"5" "memesmith" 2012-05-19 " spotting your avatar can i just interject zub "
"6" "alecllewellyn" 2012-05-19 " but we only have his word that hes ironborn or the crew are ironborn at all i really dont get this nonsensical speculation theon travels back to pyke is ordered by his father to take a ship and raid some villages so he goes to the harbour in pyke and joins his ship and crew and people are saying that these folks might not be ironborn wtf "
"7" "Juniperfish" 2012-05-19 " some of the supporting characters are my favourites take ian glenns rugged loveloyal jorah mormont his eyes of stoic heartstruckness get me every time daenerys strops out on him tom wlaschihas jaquen hghar with his spooky assassins third person turn of phrase a man has said oozes coiled charisma his interactions with maisie williams are almost as electric as the ones she has with the pantherian charles dance plus he has beautiful hair and serves a scary red god then theres gwendoline christies brienne the giantess knightness needs her own holy grail and round table wouldnt she look magnificent acting opposite tilda swinton in some kind of art house joan of angels the last of this weeks mentions goes to the red woman carice van houten she who gave birth to the scary shadowslayer which alas stabbed our gay lord renly shes glittering playing loathsomely hot isnt she "
"8" "democracy81" 2012-05-17 " oooooooooooooooooooooooo "
"9" "HuwLyanThomas" 2012-05-17 " mmmm sounds a bit daft to me if all those iron born types turn out not to be iron born types agreed how credible is it that another faction would come up with a bunch of born sailors who were equally good fighters and actors id be more prepared to believe that dagmar is not ironborn though it seems to me that his ability to participate as he does in the missions command can only come from the fact that hes known and accepted by the men hmmm maybe hes the genuine article but has been suborned "
"10" "Sinequanone" 2012-05-17 " mmmm sounds a bit daft to me if all those iron born types turn out not to be iron born types "
"11" "5432Hun" 2012-05-17 " ive tried heroically to lay out my thoughts on this without spoilers or giving so many hints to future plot that i may as well spoiler just cant do it the best i can manage is that whilst dagmarfinchy clearly has taken on some of reek2s role in the action weve just watched in the last episode i dont buy the idea that this character is actually reek in any of his manisfestations "
"12" "Kirjava13" 2012-05-17 " rest assured i will be labouring heroically to bring these tragicallybrief moments to everyones attention every week i liked that even though he only had the one line it was still dripping in inference referring back to his conversation with robb when he first popped up too many prisoners we should probably start flaying them roose mate what is it with you and all the flaying "
