"author" "date" "body"
"1" "Mike Whiting" 2014-06-17 " i think its clear now that any major battle episodes have to be directed by neil marshall "
"2" "Tadhginsalzburg" 2014-06-15 " what a boring bastard he was those 100 pages or so in the book were hellish for my 13 year old mind to persevere through "
"3" "Tadhginsalzburg" 2014-06-15 " under the dome is well worth a watch too second series starts this month sometime "
"4" "ID4712878" 2014-06-15 " had i not read the books i would doubtless have taken the tv series to heart with more élan but theres the rub rather like wild salmon to farmed the involvement with the book characters is of a richer deeper vein i hope mr martin is around long enough to finish the saga the years between books is sweet agony "
"5" "Rini" 2014-06-15 " im not nothing anymore "
"6" "obviouspete" 2014-06-15 " and wtf happened to uncle benjen by the way i thought at the end of of the series where we see the white walkers moving south and their leader on a horse that that was him converted but because no other characters referenced it and there was no follow up i thought no maybe not but its unresolved isnt it "
"7" "obviouspete" 2014-06-15 " new series of musketeers soon that will soothe the pain a little "
"8" "sunnyone" 2014-06-15 " lol trolls are people too did i once say that my short term memory has gorn im afraid trouble is sometimes i want to spread love and goodwill all around and sometimes i revert back to my default mode of grumpy old woman what to do  "
"9" "jackiscool" 2014-06-14 " im not really sure what you wanted to skip one of the most important battles of the series a quick description of it "
"10" "jackiscool" 2014-06-14 " sorry but thats one of the most preposterous things ive ever read the reason the show works so well is because the showrunners know exactly whats going to happen  because they er have five completed books to draw from furthermore they have an entire outline of how the series of books finishes thats whats special about got there can be things foreshadowed for seasons before they come to fruition its truly a new phenomenon in tv "
"11" "gooddogs" 2014-06-14 " i loved the 360 fight scene that was awesome and i never use that word "
"12" "Dewulf" 2014-06-14 " cool thanks for the info  "
"13" "MonkEMan" 2014-06-13 " funny thats whats in my mind to be the very last episode of got to be like "
"14" "MonkEMan" 2014-06-13 " dont forget bouncing 30 feet into the air in barrels along a river bank and landing on an outstetched hand those two scenes in particular make me grind my teeth to dust "
"15" "MonkEMan" 2014-06-13 " id have rather they dropped all that twerking about in crasters keep to give the epic battle of the wall due respect "
"16" "MonkEMan" 2014-06-13 " yes the end of the episode confused me as to how they are going to cram everything into the last episode  the trailer suggests that they are going to  id be disappointed if the end of the battle at the wall or tyrions date with the axe were not given the full works "
"17" "MonkEMan" 2014-06-13 " true sadly but i seem to remember olenna telling margery that she learnt everything about seducing men from her mother  olennas mother and aemon "
"18" "Drgonzo123" 2014-06-13 " they did we see stannis arrive in last season it saved davos from being killed they just choice to ignore it "
"19" "MonkEMan" 2014-06-13 " fair point  mance knew how few were left on the wall  a few hundred coming along the wall from either side would have finished them off quickly then climbed down and opened the gate "
"20" "Alfster" 2014-06-13 " yes the episode was one big sword fight but the wildings and those from beyond the wall are a bigger threat than those below the wall  it needed a whole episode to show the peril and danger that is there not the best episode of course but very important and one should hope that in a series where some of the best scenes are between two people just talking that a change in the way an episode is set up is a nice change and was dome for a reason "
"21" "lemons11" 2014-06-13 " watching the episode i seriously wondered why the nights watch didnt send a few ravens out to kings landing etc to tell them they were under attack  are all the ravens dead "
"22" "chriskilby" 2014-06-13 " i see u really like me too bad that u cant make out of my first post that im not english and that it is not my first language so i cant be american whats your first language gibberish "
"23" "chriskilby" 2014-06-13 " it was an oogie mess "
"24" "chriskilby" 2014-06-13 " which always reminds me of poor mad annie wilkes standing up in that cinema and bellowing have you all got amnesia he didnt get out the cockadoodie car out of curiosity those matinee serials that showed a cliffhanger at the end of an episode and then next week showed a different cliffhanger that they easily escaped from  do you think they were well written good entertainment or was it sloppy writing for cheap spectacle and writing down to the audience by hoping theyd be too stupid to notice this is quite possibly the funniest thing i have ever read or the scariest "
"25" "chriskilby" 2014-06-13 " whats the matter i will tell you whats the matter i go out of my way for you i do everything to try and make you happy i feed you i clean you i dress you and what thanks do i get oh you bought the wrong paper annie i cant write on this paper annie well ill get your stupid paper but you just better start showing me a little appreciation around here mr man "
"26" "frangipani0" 2014-06-13 " i dont think that i would tell on myself that i was so simpleminded i wasnt able to keep track of characters on a television program how do you get through the day on your own "
"27" "onthoudditwel" 2014-06-13 " i see u really like me too bad that u cant make out of my first post that im not english and that it is not my first language so i cant be american with that said ofc i cant spell i dont proof read and i dont try to write perfect also im not making my living with writing english they are making a living with writing stories so its even worse that they make mistakes they get paid for it and they do their best to make it goodperfect i know i cant dont it perfect and i dont try it this is not an application for a job u know "
"28" "chriskilby" 2014-06-12 " is there some sort of immutable law at work here which states that the longer a show lasts and the more phenomenally popular it becomes among normal people the more likely it is that disgruntled proprietorial fanboys will turn on it like jealous lovers notasgoodasitusedtobe syndrome perhaps or doctor who syndrome for short aka pernickity nitpicking fanboyitis hell hath no fury like a fanboy scorned grimly amusing though "
"29" "chriskilby" 2014-06-12 " roger moore would have absolutely hilarious as mance rayder hang on a sec doesnt he play jaime "
"30" "chriskilby" 2014-06-12 " its just a hat darling belonging to a small man of limited means who lost a fight with a dragon "
"31" "chriskilby" 2014-06-12 " dont fucking watch it then jaysus "
"32" "chriskilby" 2014-06-12 " so you keep saying annie "
"33" "chriskilby" 2014-06-12 " zombie dragons yikes "
"34" "chriskilby" 2014-06-12 " you know nuffink ricky butcher "
"35" "chriskilby" 2014-06-12 " word wank delightful abysmal post well you cut me to the quick but im sure ill get over it eventually  sob  "
"36" "chriskilby" 2014-06-12 " i love it when people who cant spell tell professional storytellers they cant write "
"37" "chriskilby" 2014-06-12 " misery chastain cannot be dead "
"38" "chriskilby" 2014-06-12 " oh i see youre an american you have my sympathies "
"39" "dingyboy" 2014-06-12 " roger moore and diane rigg nerdgasam "
"40" "steve3742" 2014-06-12 " i have a feeling that there might be quite a lot of sport in this newspaper over the next month or so "
"41" "steve3742" 2014-06-12 " hbos game of thrones is an adaptation of a book full of sexual and ultraviolent content and they are simply refraining from censoring the book or betraying the tone of the story violent content yes thats all there in the books sexual not so much theres surprisingly little sex in the books though its not completely absent but most of the sex you see on screen  thats hbo "
"42" "Dartnall" 2014-06-12 " compared to the excellently choreographed and filmed battle scenes in vikings this was a dulllards display predictable bland only worth watching to keep up with the story and for sam jon snow had ten bells knocked out of him was half killed by the cannibal but a couple of hours later appeared spotlessly clean hair nicely crimped and without a single cut or bruise on him in vikings they wear their injuries and dirt with pride "
"43" "whatorly" 2014-06-12 " its a mammoth post "
"44" "Sinequanone" 2014-06-12 " you didnt enjoy crasters keep or the the first meeting with proper wildings and mance rayder and the first sighting of a giant and samwell killing a white walker etc etc "
"45" "mensurrat" 2014-06-12 " yes but remember what happened to ned in the end of the first seasonif jon is beginning to take after ned i am afraid he might end up having his same fate "
"46" "mensurrat" 2014-06-12 " thanks "
"47" "TokenGesture" 2014-06-12 " the wall is probably exciting in the books but its quite boring on tv id forgotten who the chaps who died were "
"48" "TokenGesture" 2014-06-12 " would love to see roger moore in got "
"49" "TheAustrianOstrich" 2014-06-12 " great episode is there really just one more to go though "
"50" "crehane" 2014-06-12 " got is the type of drama whereby you get out of it what you put into it yes it does have a lot of charactersyes it has a complex and convoluted storyyes as a consequence of the above there is a lot to rememberkeep track of however for those viewers willing to put in the effort most of the people on this blog the rewards are great your summation is rather oversimplistic and therefore trite if you actually do have a genuine interest in gaining a deeper understanding and appreciation of this show if you dontthen why are you on this forum then you should try looking up the game of thrones viewers guide to help familiarise youself with the series its characters locations and overall story heres a link httpviewersguidehbocom  then try rewatching got from the start and if you get confused or curious about anything refer back to the viewers guide for assistance this show rewards the loyalty and effort of its fans by the bucket load "
"51" "crehane" 2014-06-12 " got is the type of drama whereby you get out of it what you put into it yes it does have a lot of charactersyes it has a complex and convoluted storyyes as a consequence of the above there is a lot to rememberkeep track of however for those viewers willing to put in the effort most of the people on this blog the rewards are great your summation is rather oversimplistic and therefore trite if you actually do have a genuine interest in gaining a deeper understanding and appreciation of this show if you dontthen why are you on this forum then you should try looking up the game of thrones viewers guide to help familiarise youself with the series its characters locations and overall story heres a link httpviewersguidehbocom  then try rewatching got from the start and if you get confused or curious about anything refer back to the viewers guide for assistance this show rewards the loyalty and effort of its fans by the bucket load "
"52" "ROUcynic" 2014-06-12 " giants riding mammoths really need gates "
"53" "ROUcynic" 2014-06-12 " what the hells has happened about tommen marrying margery tywin agreed they should be married two weeks after joffreys death oh god not another wedding  there will be nobody left  "
"54" "Sinequanone" 2014-06-12 " love how the trolls receive such short shrift on here d "
"55" "ROUcynic" 2014-06-12 " he  alan bstard would have made the ultimate lannister "
"56" "tronald" 2014-06-12 " you gave up on episode one and youre commenting on an episode well into its 4th season "
"57" "ROUcynic" 2014-06-12 " so  hang on  the next episode going to be transmitted on fathers day oh wow i wonder if they knew "
"58" "crehane" 2014-06-12 " if we can have wight horses as well as wight humans then i reckon the white walkers can reanimate any dead creature giants included "
"59" "crehane" 2014-06-12 " if we can have wight horses as well as wight humans then i reckon the white walkers can reanimate any dead creature giants included "
"60" "crehane" 2014-06-12 " again still seriously "
"61" "mensurrat" 2014-06-12 " i agree with you but i was thinking more in the idea of the tragic heroe in that sense i think that jon snow shares that moira "
