"author" "date" "body"
"1" "shexmus" 2011-06-20 " omfg sibel kekilli is peter dinklages lover "
"2" "macster" 2011-06-20 " im having a fancy dress game of thrones finale party tonight a friends coming as incest think thats going to be the best conceptual costume ever any suggestions on how to beat that would be much appreciated hang a 9yearold off the front of your dress and go as lysa arryn "
"3" "MissSarahLady" 2011-06-20 " im having a fancy dress game of thrones finale party tonight a friends coming as incest think thats going to be the best conceptual costume ever any suggestions on how to beat that would be much appreciated "
"4" "avidfan" 2011-06-20 " great show excellent cast  as mentioned above i’d be very interested to know what arrangements have been made with regard to ad breaks – it’s the only thing on sky with only 1 or 2 in the whole length of the show – heaven all i do is record the show then start watching it a few minutes after it starts – then i’ve built up enough of a buffer to be able to fast forward the ads "
"5" "Bombur" 2011-06-18 " almost cried when the beaner was executed cant wait to see goffrey get some brutal comeuppance via the stark boys any other people who havent read the books looking forward to an epic duel between jamie lannister and snow i really hope thats how jaimie meets his end though he is a fantastic villain "
"6" "pintooo" 2011-06-18 " in the us people are willing to pay quite a bit of money for hbo because it offers mature high quality programming and uninterrupted shows if only we had something like that in the uk we used to before the beeb castrated itself some murdochtype will no doubt argue that this is the free market working when we used to have it for the masses rather than a select few "
"7" "ArticulateGhost" 2011-06-17 " walkerboyukive watched about 5 episodes live maybe 4every one of those has had only one ad break "
"8" "EddieLarkin" 2011-06-17 " weve definitely had more than one ad break in the uk episodes i record it on monday and tend to watch on wednesday or thursday and there has always been at least 2 if not 3 breaks per episode on initial airing in the uk there has been one advert break about 20 minutes in for every episode repeats have had 3 or 4 breaks and the sopranos like all hbo dramas are 5060 minutes long "
"9" "EddieLarkin" 2011-06-17 " hbo have apparently received an almost unprecedented number of complaints from viewers the only incident ahead of it was the finale of the sopranos do you have a linksource for this i didnt hear that it was that bad "
"10" "numsi1981" 2011-06-17 " just for the record just checked  there were both tax breaks and direct funding for the production funding came from screen ni  which is financed in part by uk government  so both tax relief and subsidies were granted different story then and i honestly want to express my gratitude to the taxpayers in the uk  theres a publicity campaign underway in the us unofficially at least to persuade those viewers angry with hbo at the denoument of the last episode to continue watching the series hbo have apparently received an almost unprecedented number of complaints from viewers the only incident ahead of it was the finale of the sopranos us folks are so emotional  "
"11" "SmartyMcFly" 2011-06-17 " numsi1981 just for the record just checked  there were both tax breaks and direct funding for the production funding came from screen ni  which is financed in part by uk government  so both tax relief and subsidies were granted as you say though  we shouldnt get bogged down in technicalities good news  the not so secret announcement has just been made that the production for s2 will be based again in belfast and filming will start on 25th july preproduction is already underway theres a publicity campaign underway in the us unofficially at least to persuade those viewers angry with hbo at the denoument of the last episode to continue watching the series hbo have apparently received an almost unprecedented number of complaints from viewers the only incident ahead of it was the finale of the sopranos "
"12" "MoreTears" 2011-06-17 " walkerboyuk episodes of the sopranos are not 43 minutes without ads unless you are watching severely edited versions "
"13" "ManofConstantSorrow" 2011-06-17 " weve definitely had more than one ad break in the uk episodes i record it on monday and tend to watch on wednesday or thursday and there has always been at least 2 if not 3 breaks per episode christ my skybox is cleverer than i thought because it helpfully removes two of those ad breaks from every episode when i watch it my skybox allocates 62 minutes to any hourlong show which in the case of a standard us broadcast means 20 of those minutes are adverts the standard us tv hour now being 42 minutes coincidence that that is the running time of an episode of dr who since the reboot i think not as someone above has helpfully indicated hbo run got without ads in the states meaning it runs probably 55 minutes or so allowing for leadins and leadouts etc leaves sky time for one ad break which seems to crop up at about the 30 to 31 minute mark "
