"author" "date" "body"
"1" "Aelfwine" 2013-04-15 " 5432hun  id say turners performance can be a bit wobbly but also that shes got to have one of the more difficult roles in the series 1 terrified girl 2 pretending to be happy 3 but not being very good at it plus shes had to change a lot from series 1 to this i think shes doing very well indeed considering "
"2" "NZerDan" 2013-04-14 " sunnyone  if hbo cut out a lot of the not needed tits out scenes and concentrated on the story i think folks would enjoy it just the same and i like tits but there is a time for it if i had not read the books i would be thinking wtf is happening in the show sometimes tbh my wife has not read them and she does not follow it so easy "
"3" "NZerDan" 2013-04-14 " possible spoilers thoros of myr was brilliantly played by the actor it is not hard to imagine him out drinking fat king robert and climbing the walls of pyke with a blazing sword the changes made from the books are so far quite good my only real sore point is ghost not being with jon snowi dont know why is he distasted and fearful of the warg as he is meant to have that power to a lesser extent not really put across in the show though robb has his wolf as does bran and rickon ghost made jons presence in the wildling camp a lot more threatening in the book and gave him more power amongst the wildlings they knew he was the real deal overall though an excellent episode and magic sets they have put together "
"4" "katypie" 2013-04-13 " mirthin  book spoilers absolutely im mostly loving the adaptation but im genuinely annoyed by the handling of jon towards the end of last season and the beginning of this season i think the changes have seriously weakened the character for no good reason in the books  he didnt dither or chase ygritte thus directly lead the wildlings onto the nightswatch he consciously followed orders from qhorin to defect and do what was required of him making his killing of qhorin a far stronger and more poignant action rather than the confused messy scene on tv he gave mance a reason that chimed far more with his character "
"5" "katypie" 2013-04-13 " 5432hun  i have to heartily disagree with you sansa of the books was always fairly weak and one dimensional to me possibly for the reasons linrichardson mentions but sophie turner gives sansa such a lovely dignity and quiet strength that belies her passive victim status sansa of the tv series has become someone that im absolutely rooting for "
"6" "Mrsbluesky" 2013-04-12 " clariana  and the phrase as useful as nipples on a breastplate "
"7" "Mrsbluesky" 2013-04-12 " trizzer  im not giving anything away all i said was im looking forward to the rest of the series innocent face "
"8" "Mrsbluesky" 2013-04-12 " davidjones2492  not when she first met him it didnt margaerys much more kickass but as i meant to get across more strongly in my first comment she has age experience and wisdom on her side my main point was that she played joffrey and played him good  "
"9" "suziebee" 2013-04-12 " scandibaby  rakharo sherouz to anyone whos seen psychoville unfortunately the connotations that come with that are terrifying sheroooouuuzzzz "
"10" "ntofr1" 2013-04-12 " sarahhughes  also in other news mantle recently had part of his ear bitten off while staying in a travelodge in newcastle damn same thing happened to me "
"11" "Bellatrixlestrange" 2013-04-12 " sarahhughes  thanks sarah i was a bit puzzled by his absence i remember seeing in the news someone from the got cast had been attacked and bitten but hadnt realised it was him kind of ironic really "
"12" "SarahHughes" 2013-04-12 " bellatrixlestrange  i think there might have been a scheduling clash with clive mantle who played him last season so theyve written round the character also in other news mantle recently had part of his ear bitten off while staying in a travelodge in newcastle "
"13" "SavageBiscuits" 2013-04-12 " thecoordinator  a price worth paying for you maybe but one thats inflicted on the rest of us regardless the extension might well do a good job but such spamming is a bit dubious and desperate is there an option where the selfpromotion can be turned off still whatever the score the guardian really should change the board format then wed all be happy and id stop whingeing   "
"14" "Bellatrixlestrange" 2013-04-12 " by the way whatever happened to the greatjon he was awesome now he seems to have vanished and we just have grumpy old rickard karstark instead who isnt nearly so much fun did i miss something "
"15" "suziebee" 2013-04-12 " mroneill  yeah i loved how slightly pissedoff she sounded that he couldnt remember meeting her you gave me a rose i think sophie turner does a great job of trying to look like shes lying convincingly but not quite getting it right as littlefinger has pointed out poor lass ive only read the first two books cos i dont want to spoil the programme but i suppose as her direwolf is dead theres not much light at the end of the tunnel "
"16" "monders" 2013-04-12 " i finally managed to catch up on s3 last night and already feel the need to go back and revisit both eps sadly it was standard definition so i was moaning about the picturesound quality and that might explain why i missed so much anyways woo yay got ms tyrell is blummin lovely "
"17" "GameofthronesClicks" 2013-04-12 " game of thrones clicks a fun android app for game of thrones fans httpgooglcvscu "
"18" "GameofthronesClicks" 2013-04-12 " game of thrones clicks a fun android app for game of thrones fans httpgooglcvscu "
"19" "thecoordinator" 2013-04-12 " savagebiscuits 11 april 2013 1115pm get ciffix for firefox mind you that seems to spam your posts with get ciffix for firefox a price well worth paying imo especially given that its a free product im surprised how few people on this blog have it  i know i wouldnt be commenting here at all without it "
"20" "BrenhinesGwenhwyfar" 2013-04-12 " mroneill  i think the series is trying to develope shaes character a little and give her more depth as she is rather tedious and one dimensional in the books in the books as i recall there is no hint of emotional complexity or history for this character shes simply a whore the only vaugely engaging view point of her we see is how tyrion percives her but shes never really a character in her own right given this character development in the show perhaps theyre setting up a more relatable and complex reasoning for her later actions tvshae wins hands down against bookshae imho "
"21" "SavageBiscuits" 2013-04-11 " thecoordinator  mind you that seems to spam your posts with get ciffix for firefox or chrome if you have that flavour maybe the guardian needs to give people the choice of threaded or flat order much like they give the newestoldest choice "
"22" "DiamondDag" 2013-04-11 " sunnyone  yeah thats a very fair point if there were no book talk at all there would be no chance of spoilers and i agree its a bit tiring that there has to be this continual talk about spoilers i keep thinking to myself that a show this big should have a lot more discussion going on in the comments i cant help thinking that a lot people have stopped bothering with the comments here because they will most likely see a spoiler "
"23" "sunnyone" 2013-04-11 " diamonddag  you got me wrong dd im not at all bored with the talk  im bored with posts that complain about posts that contain spoilers because they refer to eventscharacters in the books and i realised as soon as i wrote my original comment that i was as guilty as anyone because there i was complainingfar from being bored i love talking about the series and as a book reader i would really really like a no holds barred discussion and to hell with the spoilers but as we cant do that although the suggestion that we have two parallel blogs one for readers and one for nonreaders is very attractive although unfortunately impractical then my suggestion is that we all try very hard not even to mention the books and to as you say keep the talk to the events of the episode its not impossible and i back you on the heavy moderation front so i think were both singing from the same hymn sheet actually  "
"24" "Shackalack" 2013-04-11 " possible spoilers new characters of season 3 video has this been posted before not sure how spoilery it is but its a hbo vid so hopefully not httpwwwyoutubecomwatchvflmtbje2kggfeatureplayerembedded "
"25" "ManofConstantSorrow" 2013-04-11 " theremestraven  ill have to take your word on that for two things 1 that such a thing exists at all2 that love actually ispart of the unlikely subset included in 1 above "
"26" "theremestraven" 2013-04-11 " badger1969  this is just speculation on the one hand i do think jon is part stark part targaeryen because ned could never have had an affair on the other there is evidence that jon can be burnt season 1 the pointy end "
"27" "theremestraven" 2013-04-11 " manofconstantsorrow  love actually is one of the good romantic comedies though "
"28" "thecoordinator" 2013-04-11 " shackalack 11 april 2013 210pm get ciffix for firefox mckenzie crook as a warg did he do that with his eyes himself or is it cgi  spooky i hope he did it himself everyone should learn to do that in drama school i couldnt help thinking of him with his wooden eye in pirates of the caribbean though which did spoil the gravity of the moment a bit "
"29" "thecoordinator" 2013-04-11 " von sparron sinequanone isnt it great whoever gave up their free time to make it deserves a medal "
"30" "Shackalack" 2013-04-11 " aaaaaaaaaaaaaaaaagh so pleased this is back on our screens even having to rely on skygo or other methods as working away doesnt quite dampen the excitement i spent a lot of last season getting in a right tizz about the changes from the books probably as they were much fresher in my mind but so far touches wood ive not been too disappointed totally understand the nospoilers malarkey but for those who havent read the books i echo an earlier opinion read them theyre amazing then you have the option of visiting the westerosorg website and forum and spendingwasting a ridiculous amount of time on conspiracy theories  inside jokes  plot lines  predictions with people who spot things i could never have even dreamt of ps please do not visit the site unless you wish to be spoiled as for this episode loved it loved the queen of thorns loving the scheming margaery lady di  kmiddy loving the deliciously evil joffrey are they going to head out hunting the poor loving jon being a dreadful turncoat and abandoning his brothers to join the wildlings what is he up to and especially mckenzie crook as a warg did he do that with his eyes himself or is it cgi  spooky love love love it more please "
"31" "zombiedeadhead" 2013-04-11 " zombiedeadhead  you should be ashamed its wilko muppet "
"32" "zombiedeadhead" 2013-04-11 " werthead  i must admit every time i see him i pinch myself thats wilco really sad news great man oil city confidential is a must watch "
"33" "JipJaapStam" 2013-04-11 " scandibaby  totally agree that there was something off about that scene bit like neither the writers or actors could decide if shae was going to be seriously jealous or just teasing and it ended up being a poor mix of both tyrions lines were nowhere near as sharp as they normally either "
"34" "Casimer" 2013-04-11 " thecoordinator 11 april 2013 1019am get ciffix for chrome thats great – thanks "
"35" "Sinequanone" 2013-04-11 " thecoordinator wow thanks works fab "
"36" "VonSparron" 2013-04-11 " thecoordinator 11 april 2013 1019am get ciffix for firefox this is great thanks "
"37" "Casimer" 2013-04-11 " thoros paul kaye saying that is an uncommonly large person regarding the hound really made me laugh – a hint of jack sparrow in his performance "
"38" "DiamondDag" 2013-04-11 " sunnyone  its an adaptation of something popular im not entirely sure what you expect its unreasonable to expect the tv show to somehow exist in its own little bubble if you find the talk here boring then well thats your problem i think theres been some interesting discussions on here over the years that have included a bit of book talk now and then having said all that a lot of people seem to find it almost impossible to keep the talk to the events of the episode and start giving away things even just insinuating future events can be horrible spoilers i did it once on the series 1 blog and ever since have tried to keep what i say focused on the episode i think sarah might be fighting a losing battle though all i can think might help is a round of heavy moderation until people get the message "
"39" "thecoordinator" 2013-04-11 " sinequanone 11 april 2013 903am get ciffix for firefox o h ive just noticed posts are not in posting order thats really stupid and has wrecked the whole thing cannot be bothered to search thro to read everything please change that guardian you wallies i think weve all given up hope that the guardian wallies are going to do anything about it but fortunately some clever person has come up with this httpschromegooglecomwebstoredetailciffixjclfgmgojdnckljehaliiiolimmhmoadhlen which should sort it out for you theres also a version for firefox "
"40" "sunnyone" 2013-04-11 " sarahhughes  yep i was thinking about the comments that say if we dont mention the books well have nothing to talk about but we usually find plenty to say when were blogging a series that doesnt originate in a book so wheres the problem "
"41" "SarahHughes" 2013-04-11 " sunnyone  i am trying to keep a grip on it all because i agree i dont want to discuss differences and the books this is supposed to be a blog about the series which is great "
"42" "SarahHughes" 2013-04-11 " sinequanone  oh good point  i didnt consider it like that "
"43" "Sinequanone" 2013-04-11 " oh ive just noticed posts are not in posting order thats really stupid and has wrecked the whole thing cannot be bothered to search thro to read everything please change that guardian you wallies "
"44" "ManofConstantSorrow" 2013-04-11 " violentdelights  not by me he wont as ive never seen and cannot imagine any circumstances u8nder which i will ever see it "
"45" "Sinequanone" 2013-04-11 " i think the point is that joffreys crossbow is like a reverse chekhovs gun he used a crossbow to threaten women in a previous scene this time when margaery came in he had the crossbow  so we are thinking  oh no and worried for poor margaery instead she took control of him and the situation "
"46" "Zoggers" 2013-04-11 " panyanpickle  you dont need to read the books to understand whats going on but if you havent watched or cant remember series 1  2 then youre going to be baffled "
"47" "3rdPIG" 2013-04-11 " werthead  tragic news about wilco seems like a lovely bloke and a brilliant guitarist dr feelgood "
"48" "MoreTears" 2013-04-11 " vegeta83  not sure if you are being serious or joking in case it is the former i have certainly not posted a spoiler "
"49" "timestamp" 2013-04-10 " chinofjim 09 april 2013 530pm heres a link to a game of thrones drinking game "
"50" "timestamp" 2013-04-10 " gerishnakov 09 april 2013 253pm but this blog seems to have missed one very significant character turning up at the end of theons scenes its hard to keep a discussion about a tv series and not the books and still be able to mention the character to whom you alluded the problem is that the character wasnt named on screen we may know who he is because weve read about him but for someone watching at home who hasnt read the books hes just some nameless tormentor i would have been a little disappointed if sarah had taken special note in pointing him out as this blog is about the show and not about the books "
"51" "timestamp" 2013-04-10 " stoz1985 09 april 2013 509pm well sansa got a lemon cake this episode and she let us know that they are her favorite "
"52" "timestamp" 2013-04-10 " sunnyone 10 april 2013 1020am i actually liked the casting of meera while not elfin and willowy i dont find her to be buxom shes not tiny but shes not a big girl either google didnt have an answer for how tall ellie kendrick is but she doesnt seem terribly large as far as her seeming jolly that actually works for me her brother jojen is serious enough for the both of them so a smile works well on meeras face "
"53" "sunnyone" 2013-04-10 " i just trawled through the blog to find the new posts you know its really disappointing and boring that theyre nearly all about book references spoiling the whole thing for nonbook readers and for book readers too for that matter ive read the books but i would far rather just watch the show and enjoy it for what it is and the stories it tells than continually compare it to the books so heres my two pennorth is it not possible that we all pretend that the books dont exist that we dont mention the books at all can we forget about the books for now and think of this as a bloody good tv series and nothing else "
"54" "vegeta83" 2013-04-10 " moretears  spoiler alert "
"55" "vegeta83" 2013-04-10 " werthead  wilko johnson  what a great actorstare didnt realise he was a famous musician until i read the interview with the hound such a shame "
"56" "SarahHughes" 2013-04-10 " panyanpickle  i think as a show it generally starts slowly theres so many characters that it has to jump around a bit both season one and two took a few episodes to settle in my mind anyway "
"57" "SarahHughes" 2013-04-10 " barryburton1987  is it the comments that are the problem or the actual blog itself i am trying really hard not to have spoilers but one of the big problems with an adaptation is that its hard not to place it in some context generally though if i mention something i dont see it a real spoiler ie the fact that some might be annoyed that a certain character doesnt appear well they might but it doesnt affect the plot or development of the tv series or clearly they would appear and now that moment has passed in the episode i think its ok to mention whereas saying oh in later episodes such as such happens is a clear spoiler essentially i do want to talk about this as a television series and for the most part i think people do and i try to steer everything that way and get rid of problematic comments but at the same time if people jump on everything as a spoiler we are going to end up with no discussion and that will make me quite sad "
"58" "BarryBurton1987" 2013-04-10 " right as much as i used to love reading these blogs can i please point out that just mentioning the books and how the series varies from it is spoiler territory and prevents me from reading saying something will or will not happen in the future of the book is assumed to be a spoiler for anyone who has not read them i had to stop reading last season when this blog gave away things in the book about robbs marriage to talisa and i just tried to glance down again to see more and more about the variations from the book this is a blog about the television series can we keep it that way please "
