"author" "date" "body"
"1" "Khaleesi" 2011-05-30 " deiseach and hummdrumm deiseach mrs d has no interest in fantasy though she loves all things medieval so she has been watching it out of the corner of her eye while reading occasionally shed ask for an explanation which i was only too happy to give then last week we had the extended scene with theon and ros at which point she sighed and left the room i dont think shes coming back  similar reaction here  though only 34 way through episode one this is just for people who get off on gratuitous violence and pornography ho hum im female and really love the sex scenes and i wouldnt necessarily describe myself as someone who gets off on gratuitous violence and pornography "
"2" "KewlBee" 2011-05-30 " as the series has progressed ive found that im enjoying it more and more started out as pretty much takeitorleaveit for me and evolved into must seeexcept for the gold having the same melting point as wax bit which would have been more terrifying if itd actually looked as hot as it should have been "
"3" "numsi1981" 2011-05-27 " agree with avidfan couldnt wait to watch it but what is the point in starting a discussion now prefer to have a hundred comments next week vestrit7 i think the people here are very careful with spoilers as far as i am concerned when people talk about the next episodes everybody made it quite clear that it is mere speculation speak to you guys on monday  "
"4" "Vestrit7" 2011-05-27 " i tend to agree with avidfan if not quite as grumpy about it  save it for next week just let the rest of us come to it without being told how it begins or how amazing it is in general could people just be a bit more careful about how much information they give from the books and stuff or the hints etc i might be being a little hypersensitive but this is a series in which spoilers really matter ive already had one series the wire season five partly ruined by people giving away a major plot development on a message board id hate the same thing to happen to people here who are enjoying a song of ice and fire for the first time "
"5" "HummDrumm" 2011-05-27 " ps just came across an interview with grrm where he says he is contracted to write one episode each season and this season its episode 8 "
"6" "HummDrumm" 2011-05-27 " well i dont know about tracking down episode 7 i can wait a few more days however i couldnt pace my way throught the book and have to say the end of book 1 is absolutely stunning now pushng on to book 2 should catch up in time for julys publication "
"7" "TAFKAJamie" 2011-05-27 " avidfan your avatar certainly needs cheering up a trip to ros is in order  no fear of people talking about episode 8 early  only the 7th episode got the hbogo weekearly preview "
"8" "avidfan" 2011-05-27 " maybe im just a miserable sod but wtf is the point of people posting on here just to say hey  look at me look at me  ive just seen the next episode online and its amazing good for you but i couldnt give a shit  save it for the next weeks blog i though by then theyll no doubt be telling us how amazing the following weeks episode is "
"9" "MrMydak" 2011-05-27 " the end of the next episode is absolutely amazing it even tops the golden shower "
"10" "littlefox" 2011-05-26 " a great episode i did have a chuckle at one point in particular when a previous comment on season one was discussing the accents used and someone suggested the karstarks would be geordie and we found out that the wildlings are actually the geordies d maybe cheryl cole can find a home on us tv after all peter dinklage is stealing every single scene he appears in he is a fabulous choice for the character of tyrion and is one of the actors who has really settled my heart about the series when i was so concerned that they were filming it a lot of the child actors are fabulous sweetrobin and brandon and arya are all wonderfully believable just a minor point to other commenters on the mediaeval mentality royal men were allowed even encouraged to spread their oats over a wide number of ladies the royal ladies were expected to only sleep with one man and would be executed at the merest suspicion that they had taken a lover as someone else pointed out let catherine howards fate be your guide the reason queen isabella wife of edward ii got away with it with roger mortimer was because she held all the cards against a weak king and then she got her comeuppance in the end it is necessary to understand the sheer depth of double standards between male and female behaviour in that time to understand at least one of the reasons why this secret is so important to cover up "
