"author" "date" "body"
"1" "ScotiaNova" 2012-05-28 " why isnt the blog for episode 9 up yet    do you need sleep or somethinganyways ill just assume that everyone has seen the episode and that im free to spoil away to my hearts content    "
"2" "JimTheFish" 2012-05-27 " tho its true that this season has been a lot more meandering and lacking in fire literally than the first "
"3" "JimTheFish" 2012-05-27 " and this weeks award for needless pomposity goes to "
"4" "ProvisionalName" 2012-05-26 " im finding this season considerably more ponderous than the first which was superb but i will stick with it "
"5" "VivianDarkbloom" 2012-05-25 " danys parents were siblings too "
"6" "ntofr1" 2012-05-25 " p "
"7" "ScotiaNova" 2012-05-25 " youd think    but hes also writing for some tv show    americas got talent i think    and writings of a short and novel length connected and unconnected to ice and fire    i think hes at it and all the novels are written and hes just trying to see how long people will wait for the next one    "
"8" "Sinequanone" 2012-05-25 " yes it was a little odd how often it was used almost like weve said it once lets keep saying it hehe "
"9" "Courtjezter" 2012-05-25 " surely he some more important books to finish writing first "
"10" "SummerBlade" 2012-05-24 " for a second last week i was convinced that the writers were going to change the story and have catelyn do something which i cant mention because it is a spoiler damn but it would have been a nice twist to the tale in my opinion "
"11" "SummerBlade" 2012-05-24 " oh yeah and if you look back on the first series interactions between ned and robert its there in the books too there is a palpable underlying tension between the two men mostly coming from ned "
"12" "SummerBlade" 2012-05-24 " yep this is my favourite theory and would explain why ned sulked in the north for so many years after helping his best friend to the throne theory complete speculation involving characters already mentioned in the tv series robert rapes neds sister lyanna she flees with the help of rhaegar and ned fights through to her only to discover her dying in childbirth and learns the awful truth about his friend the man he had made king of westeros it would also explain roberts psychopathic hatred of the targs which started with rhaegar it would also explain why ned buried lyanna far away from robert  near to her son like i said  a theory  "
"13" "OnlyLittleOldMe" 2012-05-24 " finally jack gleeson is lovely in real life and a student at trinity college dublin and interestingly trinity is where david and dan met while studying english so late with commenting but have to say having the varystyrion dialogue was joy though i thought the pace of the episode was very slow why must all the drama be in the big penultimate episode couldnt we at least have had dany actually enter the house of the undying as a cliff hanger "
"14" "lemonlace" 2012-05-24 " that said i think benioff and weiss dropped the ball by having catelyn be unaware that theon has supposedly hanged bran and rickon – in the books she frees jaime after learning of their deaths and its easier to see her as being driven by fear and despair i couldnt agree more her decision to free jaime makes a lot more sense in those circumstances and her intentions are good robbs reaction frustrated me a little though because in the books he forgives cat theyve both made tactical errors what with robbs marriage bw might have written themselves into quite the hole if some the fans theories about jeyne turn out to be true nonspoilerish clue it involves hips "
"15" "SarahHughes" 2012-05-24 " i know i debated whether to discuss that or not "
"16" "TheNorthRemembers" 2012-05-24 " i see it was tyrion that was searching for arya he had sent bywater to seek her  if the gods are good bywater will find arya alive before robb learns shes missing lord jacelyn bywater known as ironhand is commander of the city watch of kings landing and captain of the mud gate he was appointed by tyrion after janos slynt was sent to the wall so now that arya is in the midst of making her escape from harrenhal will she retrieve needle from polliver who stole it when she was captured polliver was the man that knocked arya over when she ran to join the fight with yoren and he took needle from her polliver used needle to kill lommy who had asked to be carried so i hope she doesnt forget to retrieve it "
"17" "ScotiaNova" 2012-05-24 " pillowhead22 may 2012 1002pma wee bit of net research seems to suggest that they are advertising for a 2030 year old for next season misfits iwan rheon is a good suggestion see him tonight on guardian darling show grandmas house    "
"18" "edge1710" 2012-05-24 " there was a cryptic announcement from grr martin on his website when mentioning auditions for season 3 that froggy might turn up soon so the reeds might still make an entrance "
"19" "VonSparron" 2012-05-24 " the c bomb was dropped fairly frequently this episode "
"20" "Mooklaws" 2012-05-24 " it may be just me and dont read on if you dont want bronn irreparably spoiled but just watched the latest episode and suddenly saw barry chuckle picking his nails and talking to tyrion now i cant unsee it "
"21" "Vestrit7" 2012-05-24 " because shes a child and hes her friend i really really doubt she is thinking in any way about his effectiveness or use this is the girl who served tywin lannister for weeks and then only just as hes leaving realised that having him killed might have been a good move remember too that arya like many others is quite psychologically damaged and would want to cling to any friends shes made shes  12 years old and in what is probably only a year or so she has gone from being a carefree child whose worst problems were getting into trouble during embroidery classes and catching sansas scorn to watching her father be executed being hunted down by soldiers killing a stable boy watching soldiers slaughter her travel companians being a prisoner and watching people be tortured to death and finally having two people killed on demand and seen the tortures and killings that have resulted from the second death and listening day in day out to one of the most powerful lords in the land plot the destruction of her brother and her homeland "
"22" "ScotiaNova" 2012-05-24 " thats just a conceit in the design of the credits    ahrahr has a book out later this year which should show us the geography and larger history of the world    "
