"author" "date" "body"
"1" "Kulturtrager" 2012-06-09 " maureen ryan is a terrible critic but she has made a mildly interesting point about brienne brienne is one of martins most enjoyable creatures "
"2" "basiltaswell" 2012-06-09 " also anyone playing skyrim it has obvious comparisons to game of thrones and is probably a better game than the official one released recently "
"3" "5432Hun" 2012-06-08 " yes that was good i also found briennes earlier reaction to the northmens laughter quite touching the way she simply gave up trying to explain herself because she knew from experience they couldnt see past their cruel mockery of her i wasnt 100 sure about how brienne has come across on screen to start with but the last couple of episodes shes really come to life "
"4" "trickydicky" 2012-06-08 " ive been on hols so ive only just watched the final episode im not going to tell you how much i enjoyed it because i believe were limited to 1200 characters anyway apart from all the usual suspects id like to say the character ive most enjoyed or rather been surprised by is ygritte she was decent enough in the book but the actress really brought her to life for mevalar morghulis "
"5" "TeamForeign" 2012-06-08 " at the risk of simply echoing earlier posts id also like to thank sarah and all well most of the people posting comments its been great to have the blog to enjoy as well as the show itself especially woof73  you made me laugh even more than tyrion did by the way im slightly surprised that noone else has mentioned what was my favourite line from this weeks ep brienne saying two quick deaths before giving that guy a rather slow sword in the guts for me that was even better than jamies reaction to her awesome fighting skills "
"6" "ScotiaNova" 2012-06-08 " some people say they saw iciclesi thought it was ash and theyd done going to do a harrenhall on kings landing "
"7" "basiltaswell" 2012-06-08 " i just finished the episode this is my first post though i have really enjoyed s1 and s2 i assumed that in danys visions the iron throne and kings landing were not covered in snow but ash presumably from where her dragons have torched the place just a thought "
"8" "Woof73" 2012-06-08 " apologies for my recent absence ever since the last episode i have been mostly staring into fires with a disturbing look upon my face i didnt get much sleep last night got up in the middle of the night to get a glass of water and was hypnotised by the pilot light in the gas boiler thanks to lady sarah of highgarden for her sterling work under difficult conditions already looking forward to next year and ill see you all then until then ill leave you with a teaser  what if george martin isnt going to write the last books and is instead using the tv show to finish the story dundundurrr stannis baratheon "
"9" "5432Hun" 2012-06-08 " i really hope as a nonbook reader that the zombie army doesnt play a big part of season 3 i think we can safely anticipate some imminant zombie related activity for the nights watch up on the fist but please be reassured book 3 is not shaun of the dead a lot depends on the adaptation of course but i think storm of swords is the best of the books lots of character stuff political intrigue but still with some stunning set pieces "
"10" "5432Hun" 2012-06-08 " it is supposition based on the widelyheld belief that it was giving birth that killed lyanna and thus the site of the birth also being the site of her death the main source for this is neds flashbacks referring to her dying in a bed soaked with blood yes i think now you say it its reasonable supposition the imagery certainly points in that direction far out if i spent half as much time working on my own stuff as chatting about pedantic points of the history of westeros i might actually get something published write a novel about someone who cant get round to wirting their novel because theyre too busy posting on the internet and then either a they get drawn into a fantasy world or b they stumble across a crime they have to solve with the help of an autistic yet oddly attractive scandinavian guaranteed winners "
"11" "TAFKAJamie" 2012-06-07 " will not be able to confirmdeny as were in the dark as much as you though this is an increasingly popular theory not really borne out by anything in the books sadly "
"12" "ntofr1" 2012-06-07 " i think thats the general hint theyre dropping still to reach that in the books my self though "
"13" "pretendname" 2012-06-07 " i think ive got it syrio is this face shifting geezerbook readers "
"14" "Foom" 2012-06-07 " will they give you a big blue c on your posts next time or even the treasured g "
"15" "Sosha" 2012-06-07 " enjoyed it few stickers 1 tywins endless conversations with arya can see why it was done but the thought of someone who treats his nearest and not so dearest the way he does having any sort of conversation with a serving girl doesnt convince me 2 jon snow annoying price of loyalty sacrificed for mooning over a girl the time spent on them fumbling around in the snow looking petulant constipated could have been spent on the boltons likewise lose a few ooooh where are my dragons scenes "
"16" "Simgeo" 2012-06-07 " i wouldnt say wrote as such more advised when martin came to me saying i havent got a damn clue how to finish this thing for godssake dont tell anyone "
"17" "ciwstudent" 2012-06-07 " i would say that the white walkers are more similar to the ringwraiths in lotr than te orcs whereas the wights are more similar to the orcs the wights dont really have a free will they can just move slowly and kill its not really clear who commands them i think its the othersww but im not surethe ww on the other hand appear to have certain magical properties  i beleive gilly said something to sam about the white cold "
"18" "Urfe" 2012-06-07 " watched the episode with a few distractions and not had chance to rewatch it since and i know it was an illusion but i thought dany might have been a bit more emotional about seeing her son with drogo she seemed barely to give him a second glance like i said i watched with a few distractions so i may be wrong "
